Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour
1780,17.978,0.013,0.001,0.013,0.0,2019-08-14 03:00:00,3
1781,17.991,0.013,7.141,49.874,0.0,2019-08-14 04:00:00,4
1782,18.126,0.013,53.238,256.068,40.111,2019-08-14 05:00:00,5
1783,18.383,0.013,129.439,477.807,121.21,2019-08-14 06:00:00,6
1784,18.803,0.014,223.083,684.002,259.223,2019-08-14 07:00:00,7
1785,19.445,0.014,313.277,860.58,541.455,2019-08-14 08:00:00,8
1786,20.208,0.014,387.803,995.492,657.697,2019-08-14 09:00:00,9
1787,20.817,0.014,449.896,1079.54,752.918,2019-08-14 10:00:00,10
1788,22.059,0.015,492.851,1106.986,928.447,2019-08-14 11:00:00,11
1789,24.396,0.015,509.19,1075.875,1135.217,2019-08-14 12:00:00,12
1790,26.391,0.015,478.64,988.353,1260.72,2019-08-14 13:00:00,13
1791,26.902,0.015,412.412,850.361,1297.274,2019-08-14 14:00:00,14
1792,25.456,0.015,309.161,671.269,936.165,2019-08-14 15:00:00,15
1793,23.976,0.015,193.388,463.265,578.572,2019-08-14 16:00:00,16
1794,22.361,0.015,81.93,240.511,147.47,2019-08-14 17:00:00,17
1795,21.116,0.014,12.35,44.393,0.594,2019-08-14 18:00:00,18
1796,20.496,0.014,0.029,0.132,0.0,2019-08-14 19:00:00,19
1797,20.17,0.013,0.0,0.0,0.0,2019-08-14 20:00:00,20
1798,19.855,0.013,0.0,0.0,0.0,2019-08-14 21:00:00,21
1799,19.648,0.013,0.0,0.0,0.0,2019-08-14 22:00:00,22
1800,19.186,0.013,0.0,0.0,0.0,2019-08-14 23:00:00,23
1801,18.41,0.013,0.0,0.0,0.0,2019-08-15 00:00:00,0
1802,17.66,0.012,0.0,0.0,0.0,2019-08-15 01:00:00,1
1803,17.363,0.012,0.0,0.0,0.0,2019-08-15 02:00:00,2
1804,17.257,0.012,0.0,0.006,0.0,2019-08-15 03:00:00,3
1805,17.189,0.012,7.815,46.509,7.371,2019-08-15 04:00:00,4
1806,18.207,0.012,60.979,251.1,220.766,2019-08-15 05:00:00,5
1807,19.089,0.013,148.873,473.219,775.501,2019-08-15 06:00:00,6
1808,20.082,0.013,265.531,679.77,1088.713,2019-08-15 07:00:00,7
1809,20.852,0.013,380.958,856.657,1427.542,2019-08-15 08:00:00,8
1810,21.457,0.014,477.508,991.824,1609.432,2019-08-15 09:00:00,9
1811,22.005,0.014,533.535,1076.01,1830.16,2019-08-15 10:00:00,10
1812,21.968,0.014,535.459,1103.454,1434.558,2019-08-15 11:00:00,11
1813,21.41,0.014,495.944,1072.322,844.482,2019-08-15 12:00:00,12
1814,20.961,0.014,430.382,984.654,553.124,2019-08-15 13:00:00,13
1815,20.519,0.014,348.485,846.415,354.89,2019-08-15 14:00:00,14
1816,19.985,0.014,250.224,667.0,232.636,2019-08-15 15:00:00,15
1817,19.504,0.014,160.428,458.638,130.164,2019-08-15 16:00:00,16
1818,18.969,0.014,74.796,235.486,31.866,2019-08-15 17:00:00,17
1819,18.415,0.014,12.117,41.336,0.0,2019-08-15 18:00:00,18
1820,17.967,0.014,0.015,0.086,0.0,2019-08-15 19:00:00,19
1821,17.524,0.013,0.0,0.0,0.0,2019-08-15 20:00:00,20
1822,17.115,0.013,0.0,0.0,0.0,2019-08-15 21:00:00,21
1823,16.753,0.013,0.0,0.0,0.0,2019-08-15 22:00:00,22
1824,16.463,0.013,0.0,0.0,0.0,2019-08-15 23:00:00,23
1825,16.272,0.013,0.0,0.0,0.0,2019-08-16 00:00:00,0
1826,16.16,0.013,0.0,0.0,0.0,2019-08-16 01:00:00,1
1827,16.081,0.013,0.0,0.0,0.0,2019-08-16 02:00:00,2
1828,16.022,0.012,0.0,0.003,0.0,2019-08-16 03:00:00,3
1829,16.018,0.012,5.279,43.234,0.101,2019-08-16 04:00:00,4
1830,16.367,0.012,49.0,246.065,128.64,2019-08-16 05:00:00,5
1831,17.022,0.013,113.292,468.56,355.931,2019-08-16 06:00:00,6
1832,17.958,0.013,187.169,675.483,634.264,2019-08-16 07:00:00,7
1833,18.767,0.013,262.596,852.682,850.354,2019-08-16 08:00:00,8
1834,19.128,0.014,334.751,988.065,995.334,2019-08-16 09:00:00,9
1835,19.326,0.014,384.809,1072.394,1063.583,2019-08-16 10:00:00,10
1836,19.465,0.014,407.601,1099.898,1122.877,2019-08-16 11:00:00,11
1837,19.568,0.014,398.6,1068.701,1004.607,2019-08-16 12:00:00,12
1838,19.607,0.014,357.837,980.869,860.97,2019-08-16 13:00:00,13
1839,19.589,0.014,294.033,842.387,742.503,2019-08-16 14:00:00,14
1840,19.47,0.014,217.549,662.659,550.96,2019-08-16 15:00:00,15
1841,19.182,0.014,137.137,453.925,289.309,2019-08-16 16:00:00,16
1842,18.641,0.014,60.832,230.387,86.691,2019-08-16 17:00:00,17
1843,17.897,0.013,8.106,38.365,0.0,2019-08-16 18:00:00,18
1844,17.528,0.013,0.008,0.053,0.0,2019-08-16 19:00:00,19
1845,17.146,0.013,0.0,0.0,0.0,2019-08-16 20:00:00,20
1846,16.623,0.013,0.0,0.0,0.0,2019-08-16 21:00:00,21
1847,16.218,0.012,0.0,0.0,0.0,2019-08-16 22:00:00,22
1848,15.898,0.012,0.0,0.0,0.0,2019-08-16 23:00:00,23
1849,15.548,0.012,0.0,0.0,0.0,2019-08-17 00:00:00,0
1850,15.204,0.012,0.0,0.0,0.0,2019-08-17 01:00:00,1
1851,14.899,0.012,0.0,0.0,0.0,2019-08-17 02:00:00,2
1852,14.582,0.011,0.0,0.001,0.0,2019-08-17 03:00:00,3
1853,14.476,0.011,8.327,40.054,31.331,2019-08-17 04:00:00,4
1854,15.39,0.012,72.306,240.955,357.684,2019-08-17 05:00:00,5
1855,16.048,0.012,166.224,463.846,714.07,2019-08-17 06:00:00,6
1856,16.792,0.012,260.37,671.112,1258.509,2019-08-17 07:00:00,7
1857,17.588,0.012,348.702,848.61,1451.086,2019-08-17 08:00:00,8
1858,18.41,0.012,417.716,984.238,1603.806,2019-08-17 09:00:00,9
1859,19.078,0.012,466.916,1068.71,1622.466,2019-08-17 10:00:00,10
1860,19.601,0.012,476.265,1096.273,1611.949,2019-08-17 11:00:00,11
1861,19.732,0.013,453.845,1064.989,1185.243,2019-08-17 12:00:00,12
1862,19.642,0.013,402.351,977.006,880.313,2019-08-17 13:00:00,13
1863,19.544,0.013,328.768,838.275,663.046,2019-08-17 14:00:00,14
1864,19.644,0.013,238.835,658.241,603.35,2019-08-17 15:00:00,15
1865,19.738,0.013,147.822,449.149,383.731,2019-08-17 16:00:00,16
1866,18.865,0.013,59.099,225.225,125.6,2019-08-17 17:00:00,17
1867,17.577,0.013,6.783,35.487,0.0,2019-08-17 18:00:00,18
1868,16.959,0.012,0.004,0.03,0.0,2019-08-17 19:00:00,19
1869,16.59,0.012,0.0,0.0,0.0,2019-08-17 20:00:00,20
1870,16.395,0.012,0.0,0.0,0.0,2019-08-17 21:00:00,21
1871,16.342,0.012,0.0,0.0,0.0,2019-08-17 22:00:00,22
1872,16.227,0.011,0.0,0.0,0.0,2019-08-17 23:00:00,23
1873,16.172,0.011,0.0,0.0,0.0,2019-08-18 00:00:00,0
1874,16.153,0.011,0.0,0.0,0.0,2019-08-18 01:00:00,1
1875,15.995,0.011,0.0,0.0,0.0,2019-08-18 02:00:00,2
1876,15.813,0.011,0.0,0.0,0.0,2019-08-18 03:00:00,3
1877,15.635,0.011,7.757,36.976,0.0,2019-08-18 04:00:00,4
1878,15.571,0.011,63.464,235.777,49.776,2019-08-18 05:00:00,5
1879,15.775,0.011,157.195,459.046,198.896,2019-08-18 06:00:00,6
1880,16.153,0.011,264.334,666.666,380.634,2019-08-18 07:00:00,7
1881,16.311,0.011,365.393,844.465,609.937,2019-08-18 08:00:00,8
1882,16.404,0.011,457.004,980.319,826.78,2019-08-18 09:00:00,9
1883,16.483,0.011,519.728,1064.938,1072.273,2019-08-18 10:00:00,10
1884,16.72,0.011,545.943,1092.553,1385.334,2019-08-18 11:00:00,11
1885,17.33,0.011,525.709,1061.224,1524.033,2019-08-18 12:00:00,12
1886,17.852,0.011,462.92,973.078,1291.383,2019-08-18 13:00:00,13
1887,18.045,0.011,360.479,834.111,1028.555,2019-08-18 14:00:00,14
1888,17.912,0.011,252.635,653.758,764.997,2019-08-18 15:00:00,15
1889,17.526,0.011,157.123,444.298,512.956,2019-08-18 16:00:00,16
1890,16.668,0.012,69.626,219.985,239.879,2019-08-18 17:00:00,17
1891,15.246,0.011,8.527,32.71,0.134,2019-08-18 18:00:00,18
1892,14.746,0.011,0.002,0.015,0.0,2019-08-18 19:00:00,19
1893,14.61,0.011,0.0,0.0,0.0,2019-08-18 20:00:00,20
1894,14.376,0.01,0.0,0.0,0.0,2019-08-18 21:00:00,21
1895,14.235,0.01,0.0,0.0,0.0,2019-08-18 22:00:00,22
1896,14.098,0.01,0.0,0.0,0.0,2019-08-18 23:00:00,23
1897,13.874,0.01,0.0,0.0,0.0,2019-08-19 00:00:00,0
1898,13.574,0.01,0.0,0.0,0.0,2019-08-19 01:00:00,1
1899,13.29,0.01,0.0,0.0,0.0,2019-08-19 02:00:00,2
1900,13.079,0.009,0.0,0.0,0.0,2019-08-19 03:00:00,3
1901,13.034,0.009,8.241,34.006,0.939,2019-08-19 04:00:00,4
1902,13.646,0.01,74.499,230.53,96.487,2019-08-19 05:00:00,5
1903,14.509,0.01,189.226,454.173,236.448,2019-08-19 06:00:00,6
1904,15.347,0.01,333.345,662.151,349.84,2019-08-19 07:00:00,7
1905,16.055,0.01,469.638,840.256,515.418,2019-08-19 08:00:00,8
1906,16.685,0.01,574.398,976.34,780.043,2019-08-19 09:00:00,9
1907,17.657,0.01,635.019,1061.094,1286.684,2019-08-19 10:00:00,10
1908,17.886,0.01,643.103,1088.735,1640.62,2019-08-19 11:00:00,11
1909,18.506,0.01,606.937,1057.365,1800.756,2019-08-19 12:00:00,12
1910,19.269,0.01,542.416,969.06,1898.464,2019-08-19 13:00:00,13
1911,19.333,0.01,439.015,829.855,1566.211,2019-08-19 14:00:00,14
1912,18.79,0.011,322.384,649.184,1047.771,2019-08-19 15:00:00,15
1913,17.982,0.011,195.747,439.381,655.05,2019-08-19 16:00:00,16
1914,16.576,0.011,81.523,214.68,238.153,2019-08-19 17:00:00,17
1915,14.628,0.011,9.246,30.04,0.0,2019-08-19 18:00:00,18
1916,13.745,0.01,0.001,0.007,0.0,2019-08-19 19:00:00,19
1917,12.931,0.01,0.0,0.0,0.0,2019-08-19 20:00:00,20
1918,11.969,0.01,0.0,0.0,0.0,2019-08-19 21:00:00,21
1919,11.27,0.01,0.0,0.0,0.0,2019-08-19 22:00:00,22
1920,10.853,0.01,0.0,0.0,0.0,2019-08-19 23:00:00,23
1921,10.42,0.009,0.0,0.0,0.0,2019-08-20 00:00:00,0
1922,9.892,0.009,0.0,0.0,0.0,2019-08-20 01:00:00,1
1923,9.434,0.009,0.0,0.0,0.0,2019-08-20 02:00:00,2
1924,9.088,0.009,0.0,0.0,0.0,2019-08-20 03:00:00,3
1925,9.118,0.009,8.007,31.15,53.319,2019-08-20 04:00:00,4
1926,11.042,0.009,80.288,225.213,423.932,2019-08-20 05:00:00,5
1927,13.138,0.01,201.117,449.241,1529.478,2019-08-20 06:00:00,6
1928,16.212,0.01,331.09,657.566,3050.863,2019-08-20 07:00:00,7
1929,18.149,0.01,432.424,835.961,3299.55,2019-08-20 08:00:00,8
1930,19.104,0.01,495.491,972.273,2624.881,2019-08-20 09:00:00,9
1931,20.078,0.01,530.093,1057.197,2788.601,2019-08-20 10:00:00,10
1932,21.354,0.01,532.453,1084.85,3553.435,2019-08-20 11:00:00,11
1933,22.034,0.01,500.183,1053.422,3360.739,2019-08-20 12:00:00,12
1934,22.109,0.011,428.938,964.983,2872.277,2019-08-20 13:00:00,13
1935,21.496,0.011,327.854,825.534,1775.191,2019-08-20 14:00:00,14
1936,20.688,0.011,210.95,644.565,1036.085,2019-08-20 15:00:00,15
1937,19.502,0.012,111.559,434.393,408.398,2019-08-20 16:00:00,16
1938,17.814,0.012,38.761,209.313,126.313,2019-08-20 17:00:00,17
1939,16.186,0.011,2.978,27.481,0.0,2019-08-20 18:00:00,18
1940,15.698,0.011,0.0,0.002,0.0,2019-08-20 19:00:00,19
1941,15.567,0.011,0.0,0.0,0.0,2019-08-20 20:00:00,20
1942,15.484,0.011,0.0,0.0,0.0,2019-08-20 21:00:00,21
1943,15.343,0.011,0.0,0.0,0.0,2019-08-20 22:00:00,22
1944,15.174,0.011,0.0,0.0,0.0,2019-08-20 23:00:00,23
1945,14.957,0.011,0.0,0.0,0.0,2019-08-21 00:00:00,0
1946,14.591,0.011,0.0,0.0,0.0,2019-08-21 01:00:00,1
1947,14.42,0.011,0.0,0.0,0.0,2019-08-21 02:00:00,2
1948,14.308,0.011,0.0,0.0,0.0,2019-08-21 03:00:00,3
1949,14.218,0.011,3.591,28.41,0.0,2019-08-21 04:00:00,4
1950,14.391,0.011,39.406,219.833,102.994,2019-08-21 05:00:00,5
1951,15.065,0.011,103.26,444.228,372.417,2019-08-21 06:00:00,6
1952,16.135,0.012,178.843,652.893,558.77,2019-08-21 07:00:00,7
1953,16.954,0.012,250.995,831.607,657.564,2019-08-21 08:00:00,8
1954,17.728,0.012,323.758,968.152,1141.598,2019-08-21 09:00:00,9
1955,18.233,0.012,386.01,1053.181,1408.304,2019-08-21 10:00:00,10
1956,18.687,0.012,416.596,1080.924,1630.462,2019-08-21 11:00:00,11
1957,19.15,0.012,405.586,1049.409,1445.334,2019-08-21 12:00:00,12
1958,19.273,0.013,358.337,960.826,932.747,2019-08-21 13:00:00,13
1959,19.384,0.013,287.974,821.142,797.862,2019-08-21 14:00:00,14
1960,19.391,0.013,203.127,639.872,565.962,2019-08-21 15:00:00,15
1961,19.15,0.013,118.375,429.335,311.797,2019-08-21 16:00:00,16
1962,18.579,0.013,44.476,203.88,79.946,2019-08-21 17:00:00,17
1963,17.809,0.012,3.829,25.041,0.0,2019-08-21 18:00:00,18
1964,17.205,0.012,0.0,0.001,0.0,2019-08-21 19:00:00,19
1965,16.522,0.012,0.0,0.0,0.0,2019-08-21 20:00:00,20
1966,16.003,0.012,0.0,0.0,0.0,2019-08-21 21:00:00,21
1967,15.694,0.011,0.0,0.0,0.0,2019-08-21 22:00:00,22
1968,15.424,0.011,0.0,0.0,0.0,2019-08-21 23:00:00,23
1969,15.178,0.011,0.0,0.0,0.0,2019-08-22 00:00:00,0
1970,14.802,0.011,0.0,0.0,0.0,2019-08-22 01:00:00,1
1971,14.022,0.011,0.0,0.0,0.0,2019-08-22 02:00:00,2
1972,13.579,0.011,0.0,0.0,0.0,2019-08-22 03:00:00,3
1973,13.704,0.01,4.504,25.793,0.956,2019-08-22 04:00:00,4
1974,14.215,0.011,57.453,214.381,108.761,2019-08-22 05:00:00,5
1975,14.638,0.011,152.21,439.152,224.243,2019-08-22 06:00:00,6
1976,15.14,0.012,270.288,648.18,409.561,2019-08-22 07:00:00,7
1977,15.655,0.012,375.398,827.178,591.273,2019-08-22 08:00:00,8
1978,16.014,0.012,462.959,963.931,799.62,2019-08-22 09:00:00,9
1979,16.171,0.012,520.011,1049.129,948.635,2019-08-22 10:00:00,10
1980,16.213,0.012,523.188,1076.891,986.79,2019-08-22 11:00:00,11
1981,16.246,0.011,484.255,1045.345,828.536,2019-08-22 12:00:00,12
1982,16.342,0.012,408.078,956.585,629.876,2019-08-22 13:00:00,13
1983,16.313,0.012,319.019,816.669,417.337,2019-08-22 14:00:00,14
1984,16.158,0.012,228.975,635.09,212.334,2019-08-22 15:00:00,15
1985,15.898,0.012,137.729,424.212,80.74,2019-08-22 16:00:00,16
1986,15.637,0.012,53.508,198.384,10.809,2019-08-22 17:00:00,17
1987,15.422,0.012,5.249,22.723,0.0,2019-08-22 18:00:00,18
1988,15.251,0.011,0.0,0.0,0.0,2019-08-22 19:00:00,19
1989,15.038,0.011,0.0,0.0,0.0,2019-08-22 20:00:00,20
1990,14.786,0.011,0.0,0.0,0.0,2019-08-22 21:00:00,21
1991,14.587,0.011,0.0,0.0,0.0,2019-08-22 22:00:00,22
1992,14.516,0.011,0.0,0.0,0.0,2019-08-22 23:00:00,23
1993,14.443,0.01,0.0,0.0,0.0,2019-08-23 00:00:00,0
1994,14.329,0.01,0.0,0.0,0.0,2019-08-23 01:00:00,1
1995,14.181,0.01,0.0,0.0,0.0,2019-08-23 02:00:00,2
1996,14.02,0.01,0.0,0.0,0.0,2019-08-23 03:00:00,3
1997,13.831,0.01,3.61,23.303,0.0,2019-08-23 04:00:00,4
1998,14.024,0.01,56.474,208.872,175.028,2019-08-23 05:00:00,5
1999,14.595,0.011,156.904,434.007,564.237,2019-08-23 06:00:00,6
2000,15.29,0.011,274.938,643.379,1192.052,2019-08-23 07:00:00,7
2001,16.377,0.011,396.338,822.662,2617.781,2019-08-23 08:00:00,8
2002,17.972,0.011,511.651,959.646,3404.464,2019-08-23 09:00:00,9
2003,19.378,0.011,585.108,1044.966,3437.087,2019-08-23 10:00:00,10
2004,20.056,0.011,593.482,1072.801,3266.652,2019-08-23 11:00:00,11
2005,20.177,0.011,559.787,1041.205,2973.833,2019-08-23 12:00:00,12
2006,19.582,0.011,494.694,952.283,2042.489,2019-08-23 13:00:00,13
2007,18.562,0.011,397.352,812.132,1277.498,2019-08-23 14:00:00,14
2008,17.432,0.011,289.739,630.252,645.926,2019-08-23 15:00:00,15
2009,16.41,0.012,174.038,419.015,317.398,2019-08-23 16:00:00,16
2010,15.456,0.012,68.659,192.839,85.062,2019-08-23 17:00:00,17
2011,14.712,0.011,5.465,20.527,0.0,2019-08-23 18:00:00,18
2012,14.311,0.011,0.0,0.0,0.0,2019-08-23 19:00:00,19
2013,14.004,0.011,0.0,0.0,0.0,2019-08-23 20:00:00,20
2014,13.725,0.011,0.0,0.0,0.0,2019-08-23 21:00:00,21
2015,13.411,0.01,0.0,0.0,0.0,2019-08-23 22:00:00,22
2016,13.0,0.01,0.0,0.0,0.0,2019-08-23 23:00:00,23
2017,12.604,0.01,0.0,0.0,0.0,2019-08-24 00:00:00,0
2018,12.285,0.01,0.0,0.0,0.0,2019-08-24 01:00:00,1
2019,12.0,0.01,0.0,0.0,0.0,2019-08-24 02:00:00,2
2020,11.626,0.01,0.0,0.0,0.0,2019-08-24 03:00:00,3
2021,11.311,0.01,3.944,20.944,18.77,2019-08-24 04:00:00,4
2022,12.475,0.01,68.72,203.294,763.286,2019-08-24 05:00:00,5
2023,13.887,0.01,193.971,428.801,1606.972,2019-08-24 06:00:00,6
2024,15.693,0.011,343.0,638.501,2800.141,2019-08-24 07:00:00,7
2025,17.641,0.011,476.446,818.09,3127.592,2019-08-24 08:00:00,8
2026,19.521,0.011,589.604,955.287,3203.268,2019-08-24 09:00:00,9
2027,20.703,0.011,659.036,1040.753,3229.934,2019-08-24 10:00:00,10
2028,21.442,0.011,656.477,1068.618,3193.318,2019-08-24 11:00:00,11
2029,21.88,0.011,610.07,1036.937,3012.033,2019-08-24 12:00:00,12
2030,22.135,0.011,532.752,947.904,2975.505,2019-08-24 13:00:00,13
2031,21.994,0.011,435.384,807.53,2676.569,2019-08-24 14:00:00,14
2032,21.32,0.011,319.14,625.346,1915.605,2019-08-24 15:00:00,15
2033,20.796,0.012,186.187,413.761,714.082,2019-08-24 16:00:00,16
2034,18.989,0.012,69.135,187.238,230.332,2019-08-24 17:00:00,17
2035,17.769,0.011,4.935,18.454,0.0,2019-08-24 18:00:00,18
2036,17.243,0.01,0.0,0.0,0.0,2019-08-24 19:00:00,19
2037,16.566,0.01,0.0,0.0,0.0,2019-08-24 20:00:00,20
2038,15.747,0.01,0.0,0.0,0.0,2019-08-24 21:00:00,21
2039,14.913,0.01,0.0,0.0,0.0,2019-08-24 22:00:00,22
2040,14.129,0.01,0.0,0.0,0.0,2019-08-24 23:00:00,23
2041,13.346,0.01,0.0,0.0,0.0,2019-08-25 00:00:00,0
2042,12.751,0.009,0.0,0.0,0.0,2019-08-25 01:00:00,1
2043,12.405,0.009,0.0,0.0,0.0,2019-08-25 02:00:00,2
2044,12.212,0.009,0.0,0.0,0.0,2019-08-25 03:00:00,3
2045,12.143,0.009,5.195,18.722,9.502,2019-08-25 04:00:00,4
2046,13.475,0.01,83.979,197.657,534.01,2019-08-25 05:00:00,5
2047,15.258,0.01,225.04,423.53,1355.102,2019-08-25 06:00:00,6
2048,17.301,0.011,384.78,633.565,2033.712,2019-08-25 07:00:00,7
2049,18.861,0.011,526.421,813.445,2491.025,2019-08-25 08:00:00,8
2050,19.847,0.011,629.073,950.855,2880.891,2019-08-25 09:00:00,9
2051,20.894,0.011,682.348,1036.465,3108.564,2019-08-25 10:00:00,10
2052,21.435,0.011,673.018,1064.349,2782.463,2019-08-25 11:00:00,11
2053,21.676,0.011,630.65,1032.633,2509.943,2019-08-25 12:00:00,12
2054,21.827,0.011,569.156,943.455,2480.337,2019-08-25 13:00:00,13
2055,21.708,0.011,471.611,802.832,2314.039,2019-08-25 14:00:00,14
2056,21.546,0.011,344.745,620.358,1419.559,2019-08-25 15:00:00,15
2057,20.909,0.012,202.118,408.442,852.371,2019-08-25 16:00:00,16
2058,18.995,0.012,72.519,181.597,291.705,2019-08-25 17:00:00,17
2059,17.777,0.011,4.92,16.504,0.0,2019-08-25 18:00:00,18
2060,17.246,0.011,0.0,0.0,0.0,2019-08-25 19:00:00,19
2061,16.544,0.01,0.0,0.0,0.0,2019-08-25 20:00:00,20
2062,15.779,0.01,0.0,0.0,0.0,2019-08-25 21:00:00,21
2063,15.09,0.01,0.0,0.0,0.0,2019-08-25 22:00:00,22
2064,14.537,0.01,0.0,0.0,0.0,2019-08-25 23:00:00,23
2065,14.061,0.01,0.0,0.0,0.0,2019-08-26 00:00:00,0
2066,13.624,0.01,0.0,0.0,0.0,2019-08-26 01:00:00,1
2067,13.26,0.01,0.0,0.0,0.0,2019-08-26 02:00:00,2
2068,12.971,0.01,0.0,0.0,0.0,2019-08-26 03:00:00,3
2069,12.613,0.01,5.08,16.638,11.695,2019-08-26 04:00:00,4
2070,13.446,0.01,79.414,191.963,694.596,2019-08-26 05:00:00,5
2071,15.44,0.01,220.122,418.193,1695.964,2019-08-26 06:00:00,6
2072,18.106,0.011,383.857,628.573,3004.439,2019-08-26 07:00:00,7
2073,20.303,0.011,523.443,808.716,3265.338,2019-08-26 08:00:00,8
2074,21.733,0.011,616.606,946.356,3402.716,2019-08-26 09:00:00,9
2075,22.701,0.011,661.788,1032.083,3453.611,2019-08-26 10:00:00,10
2076,23.272,0.011,661.325,1060.02,3318.771,2019-08-26 11:00:00,11
2077,23.544,0.011,625.076,1028.25,3212.338,2019-08-26 12:00:00,12
2078,23.277,0.012,534.768,938.932,2632.041,2019-08-26 13:00:00,13
2079,22.848,0.012,398.534,798.088,2190.534,2019-08-26 14:00:00,14
2080,21.705,0.012,246.971,615.32,811.681,2019-08-26 15:00:00,15
2081,20.527,0.013,126.908,403.055,426.676,2019-08-26 16:00:00,16
2082,18.715,0.013,37.072,175.914,237.129,2019-08-26 17:00:00,17
2083,17.006,0.012,1.282,14.679,0.0,2019-08-26 18:00:00,18
2084,17.074,0.012,0.0,0.0,0.0,2019-08-26 19:00:00,19
2085,16.779,0.012,0.0,0.0,0.0,2019-08-26 20:00:00,20
2086,16.49,0.012,0.0,0.0,0.0,2019-08-26 21:00:00,21
2087,16.194,0.012,0.0,0.0,0.0,2019-08-26 22:00:00,22
2088,15.944,0.012,0.0,0.0,0.0,2019-08-26 23:00:00,23
2089,15.788,0.012,0.0,0.0,0.0,2019-08-27 00:00:00,0
2090,15.693,0.012,0.0,0.0,0.0,2019-08-27 01:00:00,1
2091,15.682,0.011,0.0,0.0,0.0,2019-08-27 02:00:00,2
2092,15.721,0.011,0.0,0.0,0.0,2019-08-27 03:00:00,3
2093,15.876,0.011,2.79,14.697,0.0,2019-08-27 04:00:00,4
2094,16.148,0.011,42.541,186.207,18.389,2019-08-27 05:00:00,5
2095,16.508,0.011,126.4,412.789,92.999,2019-08-27 06:00:00,6
2096,16.939,0.012,229.655,623.492,196.27,2019-08-27 07:00:00,7
2097,17.31,0.012,332.937,803.925,421.92,2019-08-27 08:00:00,8
2098,17.659,0.012,420.293,941.775,995.085,2019-08-27 09:00:00,9
2099,18.315,0.012,479.278,1027.63,1633.435,2019-08-27 10:00:00,10
2100,19.293,0.012,503.889,1055.622,2337.053,2019-08-27 11:00:00,11
2101,20.321,0.012,498.791,1023.821,2479.927,2019-08-27 12:00:00,12
2102,20.999,0.012,455.61,934.328,2403.294,2019-08-27 13:00:00,13
2103,20.99,0.012,375.24,793.262,2155.377,2019-08-27 14:00:00,14
2104,20.48,0.012,273.257,610.213,1606.598,2019-08-27 15:00:00,15
2105,19.9,0.012,154.578,397.602,542.869,2019-08-27 16:00:00,16
2106,18.498,0.012,52.6,170.198,156.232,2019-08-27 17:00:00,17
2107,17.854,0.012,2.354,12.978,0.0,2019-08-27 18:00:00,18
2108,17.675,0.011,0.0,0.0,0.0,2019-08-27 19:00:00,19
2109,17.247,0.011,0.0,0.0,0.0,2019-08-27 20:00:00,20
2110,16.543,0.011,0.0,0.0,0.0,2019-08-27 21:00:00,21
2111,15.633,0.011,0.0,0.0,0.0,2019-08-27 22:00:00,22
2112,14.577,0.011,0.0,0.0,0.0,2019-08-27 23:00:00,23
2113,13.529,0.011,0.0,0.0,0.0,2019-08-28 00:00:00,0
2114,12.641,0.01,0.0,0.0,0.0,2019-08-28 01:00:00,1
2115,11.917,0.01,0.0,0.0,0.0,2019-08-28 02:00:00,2
2116,11.391,0.01,0.0,0.0,0.0,2019-08-28 03:00:00,3
2117,10.992,0.01,1.876,12.9,10.079,2019-08-28 04:00:00,4
2118,12.596,0.01,47.12,180.4,987.451,2019-08-28 05:00:00,5
2119,15.267,0.011,140.935,407.327,2048.573,2019-08-28 06:00:00,6
2120,17.801,0.011,256.247,618.346,2977.937,2019-08-28 07:00:00,7
2121,19.813,0.011,362.863,799.052,3398.599,2019-08-28 08:00:00,8
2122,20.936,0.011,446.078,937.128,3606.094,2019-08-28 09:00:00,9
2123,21.973,0.011,497.184,1023.113,3677.169,2019-08-28 10:00:00,10
2124,22.552,0.011,499.284,1051.134,3580.911,2019-08-28 11:00:00,11
2125,22.443,0.011,457.572,1019.27,3214.277,2019-08-28 12:00:00,12
2126,21.924,0.011,386.101,929.648,2588.716,2019-08-28 13:00:00,13
2127,21.124,0.011,291.906,788.36,1782.716,2019-08-28 14:00:00,14
2128,20.424,0.012,201.875,605.02,1388.963,2019-08-28 15:00:00,15
2129,19.564,0.012,114.459,392.091,495.76,2019-08-28 16:00:00,16
2130,17.665,0.012,38.736,164.455,60.714,2019-08-28 17:00:00,17
2131,16.339,0.011,2.166,11.398,0.0,2019-08-28 18:00:00,18
2132,15.93,0.011,0.0,0.0,0.0,2019-08-28 19:00:00,19
2133,15.593,0.011,0.0,0.0,0.0,2019-08-28 20:00:00,20
2134,15.306,0.011,0.0,0.0,0.0,2019-08-28 21:00:00,21
2135,14.972,0.011,0.0,0.0,0.0,2019-08-28 22:00:00,22
2136,14.656,0.01,0.0,0.0,0.0,2019-08-28 23:00:00,23
2137,14.405,0.01,0.0,0.0,0.0,2019-08-29 00:00:00,0
2138,14.13,0.01,0.0,0.0,0.0,2019-08-29 01:00:00,1
2139,13.689,0.01,0.0,0.0,0.0,2019-08-29 02:00:00,2
2140,13.373,0.01,0.0,0.0,0.0,2019-08-29 03:00:00,3
2141,13.242,0.01,2.024,11.249,0.0,2019-08-29 04:00:00,4
