Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour
1059,15.995,0.012,0.0,0.0,0.0,2019-07-15 02:00:00,2
1060,15.837,0.012,1.919,9.973,0.0,2019-07-15 03:00:00,3
1061,16.395,0.012,47.809,154.667,317.825,2019-07-15 04:00:00,4
1062,17.374,0.013,153.677,366.683,1038.387,2019-07-15 05:00:00,5
1063,18.83,0.013,293.316,578.328,2230.241,2019-07-15 06:00:00,6
1064,20.625,0.013,436.428,775.152,2819.701,2019-07-15 07:00:00,7
1065,22.307,0.013,566.719,943.711,3173.518,2019-07-15 08:00:00,8
1066,23.461,0.013,657.416,1072.503,3279.385,2019-07-15 09:00:00,9
1067,24.012,0.013,699.93,1152.75,3090.06,2019-07-15 10:00:00,10
1068,24.299,0.013,695.991,1178.991,3019.336,2019-07-15 11:00:00,11
1069,24.12,0.013,651.464,1149.417,2541.064,2019-07-15 12:00:00,12
1070,23.918,0.013,565.725,1066.024,2294.571,2019-07-15 13:00:00,13
1071,23.505,0.013,454.916,934.453,1852.53,2019-07-15 14:00:00,14
1072,22.875,0.013,334.24,763.713,1383.76,2019-07-15 15:00:00,15
1073,22.132,0.014,216.551,565.403,962.278,2019-07-15 16:00:00,16
1074,21.288,0.014,110.578,353.021,639.721,2019-07-15 17:00:00,17
1075,19.832,0.014,31.479,141.894,177.935,2019-07-15 18:00:00,18
1076,18.374,0.014,1.342,12.505,0.0,2019-07-15 19:00:00,19
1077,18.116,0.013,0.0,0.0,0.0,2019-07-15 20:00:00,20
1078,17.759,0.013,0.0,0.0,0.0,2019-07-15 21:00:00,21
1079,17.394,0.013,0.0,0.0,0.0,2019-07-15 22:00:00,22
1080,16.979,0.013,0.0,0.0,0.0,2019-07-15 23:00:00,23
1081,16.553,0.013,0.0,0.0,0.0,2019-07-16 00:00:00,0
1082,16.256,0.013,0.0,0.0,0.0,2019-07-16 01:00:00,1
1083,16.032,0.012,0.0,0.0,0.0,2019-07-16 02:00:00,2
1084,15.869,0.012,1.894,9.238,0.0,2019-07-16 03:00:00,3
1085,16.561,0.012,44.237,152.064,107.327,2019-07-16 04:00:00,4
1086,17.253,0.013,134.923,364.308,220.08,2019-07-16 05:00:00,5
1087,18.081,0.013,248.194,576.198,419.133,2019-07-16 06:00:00,6
1088,19.309,0.014,365.6,773.247,838.187,2019-07-16 07:00:00,7
1089,20.721,0.014,476.63,941.988,1482.129,2019-07-16 08:00:00,8
1090,22.161,0.014,567.957,1070.94,2269.521,2019-07-16 09:00:00,9
1091,23.759,0.014,621.6,1151.288,3219.563,2019-07-16 10:00:00,10
1092,24.782,0.013,611.086,1177.553,3166.515,2019-07-16 11:00:00,11
1093,25.127,0.013,569.956,1147.931,2962.934,2019-07-16 12:00:00,12
1094,24.992,0.014,495.484,1064.427,2341.835,2019-07-16 13:00:00,13
1095,24.813,0.014,409.721,932.716,2153.41,2019-07-16 14:00:00,14
1096,24.277,0.014,306.809,761.767,1543.238,2019-07-16 15:00:00,15
1097,23.531,0.014,205.088,563.213,976.155,2019-07-16 16:00:00,16
1098,22.358,0.014,111.616,350.587,415.715,2019-07-16 17:00:00,17
1099,20.81,0.014,35.962,139.325,60.925,2019-07-16 18:00:00,18
1100,19.913,0.014,2.939,11.785,0.0,2019-07-16 19:00:00,19
1101,19.619,0.013,0.0,0.0,0.0,2019-07-16 20:00:00,20
1102,19.271,0.013,0.0,0.0,0.0,2019-07-16 21:00:00,21
1103,18.944,0.013,0.0,0.0,0.0,2019-07-16 22:00:00,22
1104,18.823,0.013,0.0,0.0,0.0,2019-07-16 23:00:00,23
1105,18.679,0.013,0.0,0.0,0.0,2019-07-17 00:00:00,0
1106,18.256,0.013,0.0,0.0,0.0,2019-07-17 01:00:00,1
1107,18.183,0.012,0.0,0.0,0.0,2019-07-17 02:00:00,2
1108,17.926,0.012,1.441,8.511,0.0,2019-07-17 03:00:00,3
1109,18.205,0.012,37.452,149.36,35.054,2019-07-17 04:00:00,4
1110,18.855,0.013,117.566,361.831,168.278,2019-07-17 05:00:00,5
1111,19.784,0.013,220.274,573.977,530.565,2019-07-17 06:00:00,6
1112,20.617,0.013,337.621,771.247,1109.8,2019-07-17 07:00:00,7
1113,21.512,0.014,443.628,940.189,2393.071,2019-07-17 08:00:00,8
1114,22.39,0.014,536.418,1069.301,3211.513,2019-07-17 09:00:00,9
1115,23.404,0.014,599.82,1149.753,3583.251,2019-07-17 10:00:00,10
1116,24.164,0.014,622.643,1176.032,3657.503,2019-07-17 11:00:00,11
1117,24.48,0.014,608.971,1146.388,3591.66,2019-07-17 12:00:00,12
1118,24.414,0.014,556.756,1062.777,3475.29,2019-07-17 13:00:00,13
1119,23.99,0.014,464.16,930.904,3144.765,2019-07-17 14:00:00,14
1120,23.315,0.014,362.291,759.738,2670.775,2019-07-17 15:00:00,15
1121,22.527,0.014,250.368,560.937,2187.946,2019-07-17 16:00:00,16
1122,21.534,0.015,137.756,348.045,1396.27,2019-07-17 17:00:00,17
1123,20.052,0.015,44.533,136.671,383.877,2019-07-17 18:00:00,18
1124,18.614,0.014,2.646,11.068,0.0,2019-07-17 19:00:00,19
1125,18.306,0.014,0.0,0.0,0.0,2019-07-17 20:00:00,20
1126,17.993,0.013,0.0,0.0,0.0,2019-07-17 21:00:00,21
1127,17.665,0.013,0.0,0.0,0.0,2019-07-17 22:00:00,22
1128,17.446,0.013,0.0,0.0,0.0,2019-07-17 23:00:00,23
1129,17.211,0.013,0.0,0.0,0.0,2019-07-18 00:00:00,0
1130,16.906,0.013,0.0,0.0,0.0,2019-07-18 01:00:00,1
1131,16.637,0.013,0.0,0.0,0.0,2019-07-18 02:00:00,2
1132,16.347,0.013,1.761,7.798,0.0,2019-07-18 03:00:00,3
1133,16.84,0.013,50.688,146.555,360.905,2019-07-18 04:00:00,4
1134,17.73,0.013,163.593,359.261,956.7,2019-07-18 05:00:00,5
1135,18.821,0.014,309.724,571.664,1582.121,2019-07-18 06:00:00,6
1136,19.99,0.014,463.862,769.189,1962.262,2019-07-18 07:00:00,7
1137,21.301,0.014,598.549,938.342,2293.767,2019-07-18 08:00:00,8
1138,23.061,0.014,706.061,1067.591,2970.587,2019-07-18 09:00:00,9
1139,24.437,0.014,777.179,1148.142,3316.994,2019-07-18 10:00:00,10
1140,25.077,0.014,785.128,1174.46,3258.022,2019-07-18 11:00:00,11
1141,25.098,0.014,746.418,1144.774,2886.591,2019-07-18 12:00:00,12
1142,24.674,0.014,665.03,1061.062,2125.1,2019-07-18 13:00:00,13
1143,24.081,0.014,555.298,929.008,1493.486,2019-07-18 14:00:00,14
1144,23.481,0.014,426.306,757.636,1102.68,2019-07-18 15:00:00,15
1145,22.961,0.014,295.336,558.579,1037.085,2019-07-18 16:00:00,16
1146,22.265,0.015,165.494,345.411,831.809,2019-07-18 17:00:00,17
1147,20.441,0.015,54.732,133.933,240.643,2019-07-18 18:00:00,18
1148,18.678,0.014,3.386,10.358,0.0,2019-07-18 19:00:00,19
1149,18.146,0.013,0.0,0.0,0.0,2019-07-18 20:00:00,20
1150,17.728,0.013,0.0,0.0,0.0,2019-07-18 21:00:00,21
1151,17.396,0.013,0.0,0.0,0.0,2019-07-18 22:00:00,22
1152,17.075,0.013,0.0,0.0,0.0,2019-07-18 23:00:00,23
1153,16.839,0.013,0.0,0.0,0.0,2019-07-19 00:00:00,0
1154,16.599,0.013,0.0,0.0,0.0,2019-07-19 01:00:00,1
1155,16.37,0.013,0.0,0.0,0.0,2019-07-19 02:00:00,2
1156,16.107,0.012,1.709,7.103,0.0,2019-07-19 03:00:00,3
1157,16.784,0.013,58.275,143.653,551.478,2019-07-19 04:00:00,4
1158,18.536,0.013,188.889,356.595,1413.848,2019-07-19 05:00:00,5
1159,20.651,0.014,353.667,569.276,2383.018,2019-07-19 06:00:00,6
1160,22.116,0.014,506.208,767.035,2642.919,2019-07-19 07:00:00,7
1161,23.699,0.014,642.756,936.419,3475.205,2019-07-19 08:00:00,8
1162,25.021,0.014,746.151,1065.856,3658.847,2019-07-19 09:00:00,9
1163,25.94,0.014,802.002,1146.482,3704.718,2019-07-19 10:00:00,10
1164,26.61,0.014,806.467,1172.829,3715.519,2019-07-19 11:00:00,11
1165,27.011,0.014,757.475,1143.111,3674.815,2019-07-19 12:00:00,12
1166,27.119,0.014,664.608,1059.261,3574.962,2019-07-19 13:00:00,13
1167,26.938,0.014,533.97,927.059,3389.945,2019-07-19 14:00:00,14
1168,26.425,0.014,391.546,755.448,2977.102,2019-07-19 15:00:00,15
1169,27.574,0.015,245.736,556.136,1735.916,2019-07-19 16:00:00,16
1170,25.535,0.016,121.471,342.686,578.424,2019-07-19 17:00:00,17
1171,23.69,0.015,32.094,131.109,100.644,2019-07-19 18:00:00,18
1172,23.23,0.015,1.416,9.658,0.0,2019-07-19 19:00:00,19
1173,22.569,0.014,0.0,0.0,0.0,2019-07-19 20:00:00,20
1174,21.606,0.014,0.0,0.0,0.0,2019-07-19 21:00:00,21
1175,20.523,0.014,0.0,0.0,0.0,2019-07-19 22:00:00,22
1176,19.501,0.014,0.0,0.0,0.0,2019-07-19 23:00:00,23
1177,18.774,0.014,0.0,0.0,0.0,2019-07-20 00:00:00,0
1178,18.414,0.014,0.0,0.0,0.0,2019-07-20 01:00:00,1
1179,18.175,0.014,0.0,0.0,0.0,2019-07-20 02:00:00,2
1180,17.777,0.014,1.394,6.428,0.0,2019-07-20 03:00:00,3
1181,18.349,0.014,43.149,140.657,570.379,2019-07-20 04:00:00,4
1182,20.681,0.014,140.374,353.843,1620.264,2019-07-20 05:00:00,5
1183,22.61,0.015,263.706,566.789,2429.243,2019-07-20 06:00:00,6
1184,24.923,0.015,393.235,764.818,2844.818,2019-07-20 07:00:00,7
1185,26.269,0.015,512.692,934.406,3064.276,2019-07-20 08:00:00,8
1186,27.263,0.015,600.49,1064.003,3304.543,2019-07-20 09:00:00,9
1187,27.983,0.016,647.161,1144.75,3488.002,2019-07-20 10:00:00,10
1188,28.417,0.015,643.695,1171.14,3525.65,2019-07-20 11:00:00,11
1189,28.463,0.015,602.067,1141.362,3250.312,2019-07-20 12:00:00,12
1190,28.095,0.015,529.905,1057.419,2556.217,2019-07-20 13:00:00,13
1191,27.513,0.016,437.402,925.027,1824.641,2019-07-20 14:00:00,14
1192,26.685,0.016,329.344,753.19,1023.484,2019-07-20 15:00:00,15
1193,25.549,0.016,216.289,553.6,501.127,2019-07-20 16:00:00,16
1194,24.177,0.016,110.027,339.858,197.914,2019-07-20 17:00:00,17
1195,22.994,0.016,27.584,128.211,28.123,2019-07-20 18:00:00,18
1196,22.386,0.016,0.914,8.971,0.0,2019-07-20 19:00:00,19
1197,21.97,0.016,0.0,0.0,0.0,2019-07-20 20:00:00,20
1198,21.642,0.015,0.0,0.0,0.0,2019-07-20 21:00:00,21
1199,21.34,0.015,0.0,0.0,0.0,2019-07-20 22:00:00,22
1200,20.963,0.015,0.0,0.0,0.0,2019-07-20 23:00:00,23
1201,20.512,0.015,0.0,0.0,0.0,2019-07-21 00:00:00,0
1202,19.838,0.015,0.0,0.0,0.0,2019-07-21 01:00:00,1
1203,19.42,0.015,0.0,0.0,0.0,2019-07-21 02:00:00,2
1204,19.384,0.015,1.093,5.78,0.0,2019-07-21 03:00:00,3
1205,19.718,0.015,33.28,137.564,191.64,2019-07-21 04:00:00,4
1206,20.821,0.015,102.533,350.982,723.348,2019-07-21 05:00:00,5
1207,22.558,0.016,202.081,564.221,1559.151,2019-07-21 06:00:00,6
1208,24.274,0.016,311.828,762.513,2097.834,2019-07-21 07:00:00,7
1209,25.866,0.016,419.57,932.348,2658.715,2019-07-21 08:00:00,8
1210,27.3,0.017,501.833,1062.113,3244.241,2019-07-21 09:00:00,9
1211,28.231,0.017,538.383,1142.967,3479.93,2019-07-21 10:00:00,10
1212,27.893,0.017,530.021,1169.387,2957.989,2019-07-21 11:00:00,11
1213,26.68,0.017,504.317,1139.553,2254.108,2019-07-21 12:00:00,12
1214,25.605,0.017,442.116,1055.5,1731.26,2019-07-21 13:00:00,13
1215,24.772,0.017,350.119,922.918,1200.04,2019-07-21 14:00:00,14
1216,24.146,0.017,252.783,750.838,762.887,2019-07-21 15:00:00,15
1217,23.527,0.018,163.542,550.983,335.251,2019-07-21 16:00:00,16
1218,22.949,0.018,82.648,336.943,103.903,2019-07-21 17:00:00,17
1219,22.257,0.017,24.002,125.236,11.128,2019-07-21 18:00:00,18
1220,21.801,0.017,1.595,8.299,0.0,2019-07-21 19:00:00,19
1221,21.443,0.017,0.0,0.0,0.0,2019-07-21 20:00:00,20
1222,21.107,0.016,0.0,0.0,0.0,2019-07-21 21:00:00,21
1223,20.787,0.016,0.0,0.0,0.0,2019-07-21 22:00:00,22
1224,20.505,0.016,0.0,0.0,0.0,2019-07-21 23:00:00,23
1225,20.226,0.015,0.0,0.0,0.0,2019-07-22 00:00:00,0
1226,19.973,0.015,0.0,0.0,0.0,2019-07-22 01:00:00,1
1227,19.733,0.015,0.0,0.0,0.0,2019-07-22 02:00:00,2
1228,19.541,0.015,0.587,5.16,0.0,2019-07-22 03:00:00,3
1229,19.52,0.015,22.375,134.384,8.654,2019-07-22 04:00:00,4
1230,19.796,0.015,82.512,348.036,81.481,2019-07-22 05:00:00,5
1231,20.221,0.015,173.981,561.567,220.29,2019-07-22 06:00:00,6
1232,20.857,0.015,289.462,760.142,404.229,2019-07-22 07:00:00,7
1233,22.063,0.015,395.203,930.188,660.839,2019-07-22 08:00:00,8
1234,24.696,0.015,483.565,1060.155,1032.879,2019-07-22 09:00:00,9
1235,25.644,0.014,548.962,1141.132,1157.029,2019-07-22 10:00:00,10
1236,26.097,0.014,584.348,1167.577,1273.002,2019-07-22 11:00:00,11
1237,27.142,0.014,587.506,1137.668,1767.001,2019-07-22 12:00:00,12
1238,27.655,0.014,553.441,1053.5,1859.054,2019-07-22 13:00:00,13
1239,26.857,0.015,478.983,920.739,1792.062,2019-07-22 14:00:00,14
1240,24.887,0.015,387.12,748.426,1687.776,2019-07-22 15:00:00,15
1241,23.576,0.015,274.482,548.269,1535.387,2019-07-22 16:00:00,16
1242,22.313,0.015,155.52,333.929,1270.863,2019-07-22 17:00:00,17
1243,20.384,0.015,45.046,122.185,385.456,2019-07-22 18:00:00,18
1244,18.531,0.014,1.623,7.646,0.0,2019-07-22 19:00:00,19
1245,17.847,0.014,0.0,0.0,0.0,2019-07-22 20:00:00,20
1246,17.267,0.014,0.0,0.0,0.0,2019-07-22 21:00:00,21
1247,16.792,0.013,0.0,0.0,0.0,2019-07-22 22:00:00,22
1248,16.449,0.013,0.0,0.0,0.0,2019-07-22 23:00:00,23
1249,16.279,0.013,0.0,0.0,0.0,2019-07-23 00:00:00,0
1250,16.132,0.013,0.0,0.0,0.0,2019-07-23 01:00:00,1
1251,15.866,0.013,0.0,0.0,0.0,2019-07-23 02:00:00,2
1252,15.565,0.012,1.047,4.572,0.0,2019-07-23 03:00:00,3
1253,16.283,0.013,50.63,131.115,582.278,2019-07-23 04:00:00,4
1254,18.099,0.013,172.517,344.998,1589.246,2019-07-23 05:00:00,5
1255,20.341,0.014,319.848,558.833,2667.227,2019-07-23 06:00:00,6
1256,22.927,0.014,451.863,757.683,3121.174,2019-07-23 07:00:00,7
1257,24.766,0.014,544.972,927.982,3304.687,2019-07-23 08:00:00,8
1258,25.814,0.014,598.932,1058.13,2981.805,2019-07-23 09:00:00,9
1259,26.266,0.014,613.863,1139.192,2633.494,2019-07-23 10:00:00,10
1260,25.972,0.014,595.12,1165.678,2131.192,2019-07-23 11:00:00,11
1261,25.327,0.014,557.101,1135.781,1768.565,2019-07-23 12:00:00,12
1262,24.886,0.014,485.944,1051.449,1669.076,2019-07-23 13:00:00,13
1263,24.223,0.015,377.621,918.5,1205.524,2019-07-23 14:00:00,14
1264,23.254,0.015,266.268,745.912,590.877,2019-07-23 15:00:00,15
1265,22.423,0.015,165.637,545.485,275.443,2019-07-23 16:00:00,16
1266,21.685,0.015,86.893,330.828,96.303,2019-07-23 17:00:00,17
1267,21.081,0.015,26.889,119.074,11.477,2019-07-23 18:00:00,18
1268,20.608,0.015,1.726,7.013,0.0,2019-07-23 19:00:00,19
1269,20.205,0.014,0.0,0.0,0.0,2019-07-23 20:00:00,20
1270,19.717,0.014,0.0,0.0,0.0,2019-07-23 21:00:00,21
1271,19.229,0.014,0.0,0.0,0.0,2019-07-23 22:00:00,22
1272,18.794,0.014,0.0,0.0,0.0,2019-07-23 23:00:00,23
1273,18.411,0.013,0.0,0.0,0.0,2019-07-24 00:00:00,0
1274,18.023,0.013,0.0,0.0,0.0,2019-07-24 01:00:00,1
1275,17.835,0.013,0.0,0.0,0.0,2019-07-24 02:00:00,2
1276,17.817,0.013,0.459,4.02,0.0,2019-07-24 03:00:00,3
1277,17.975,0.013,25.856,127.767,11.682,2019-07-24 04:00:00,4
1278,18.359,0.013,102.091,341.859,198.658,2019-07-24 05:00:00,5
1279,19.172,0.014,219.602,555.998,884.464,2019-07-24 06:00:00,6
1280,19.894,0.014,348.964,755.151,872.234,2019-07-24 07:00:00,7
1281,20.417,0.014,436.651,925.69,1055.217,2019-07-24 08:00:00,8
1282,21.12,0.014,495.49,1056.001,1530.667,2019-07-24 09:00:00,9
1283,22.084,0.014,524.929,1137.211,1962.221,2019-07-24 10:00:00,10
1284,23.12,0.014,525.749,1163.73,2304.435,2019-07-24 11:00:00,11
1285,24.109,0.014,508.02,1133.774,2419.043,2019-07-24 12:00:00,12
1286,24.866,0.014,463.588,1049.329,2337.397,2019-07-24 13:00:00,13
1287,25.101,0.014,385.472,916.175,2006.357,2019-07-24 14:00:00,14
1288,24.709,0.014,290.978,743.351,1355.635,2019-07-24 15:00:00,15
1289,24.161,0.014,195.046,542.605,870.872,2019-07-24 16:00:00,16
1290,22.516,0.014,99.948,327.628,136.989,2019-07-24 17:00:00,17
1291,21.001,0.014,25.928,115.895,6.232,2019-07-24 18:00:00,18
1292,20.168,0.013,0.906,6.403,0.0,2019-07-24 19:00:00,19
1293,19.728,0.013,0.0,0.0,0.0,2019-07-24 20:00:00,20
1294,19.286,0.013,0.0,0.0,0.0,2019-07-24 21:00:00,21
1295,19.025,0.013,0.0,0.0,0.0,2019-07-24 22:00:00,22
1296,18.738,0.012,0.0,0.0,0.0,2019-07-24 23:00:00,23
1297,18.341,0.012,0.0,0.0,0.0,2019-07-25 00:00:00,0
1298,18.291,0.012,0.0,0.0,0.0,2019-07-25 01:00:00,1
1299,18.456,0.012,0.0,0.0,0.0,2019-07-25 02:00:00,2
1300,18.17,0.012,0.342,3.505,0.0,2019-07-25 03:00:00,3
1301,17.871,0.012,27.322,124.335,12.563,2019-07-25 04:00:00,4
1302,18.246,0.012,108.18,338.637,176.869,2019-07-25 05:00:00,5
1303,19.668,0.012,217.797,553.091,814.742,2019-07-25 06:00:00,6
1304,20.281,0.013,329.41,752.529,1567.998,2019-07-25 07:00:00,7
1305,20.78,0.013,433.252,923.33,2922.232,2019-07-25 08:00:00,8
1306,21.648,0.013,517.644,1053.832,3397.76,2019-07-25 09:00:00,9
1307,22.659,0.013,572.306,1135.167,3590.585,2019-07-25 10:00:00,10
1308,23.444,0.013,598.064,1161.741,3654.338,2019-07-25 11:00:00,11
1309,23.802,0.013,585.668,1131.701,3499.613,2019-07-25 12:00:00,12
1310,23.761,0.013,511.751,1047.149,3182.822,2019-07-25 13:00:00,13
1311,23.47,0.013,407.43,913.778,2823.317,2019-07-25 14:00:00,14
1312,22.815,0.014,301.708,740.686,2081.713,2019-07-25 15:00:00,15
1313,21.866,0.014,206.645,539.637,1306.473,2019-07-25 16:00:00,16
1314,20.769,0.014,117.37,324.341,824.696,2019-07-25 17:00:00,17
1315,19.045,0.014,33.831,112.655,213.397,2019-07-25 18:00:00,18
1316,17.325,0.013,0.944,5.818,0.0,2019-07-25 19:00:00,19
1317,16.791,0.013,0.0,0.0,0.0,2019-07-25 20:00:00,20
1318,16.435,0.012,0.0,0.0,0.0,2019-07-25 21:00:00,21
1319,16.192,0.012,0.0,0.0,0.0,2019-07-25 22:00:00,22
1320,15.894,0.012,0.0,0.0,0.0,2019-07-25 23:00:00,23
1321,15.481,0.012,0.0,0.0,0.0,2019-07-26 00:00:00,0
1322,15.243,0.012,0.0,0.0,0.0,2019-07-26 01:00:00,1
1323,15.165,0.012,0.0,0.0,0.0,2019-07-26 02:00:00,2
1324,15.223,0.011,0.342,3.029,0.0,2019-07-26 03:00:00,3
1325,15.616,0.011,30.443,120.828,327.711,2019-07-26 04:00:00,4
1326,16.662,0.012,107.698,335.325,664.02,2019-07-26 05:00:00,5
1327,17.479,0.012,211.499,550.104,690.588,2019-07-26 06:00:00,6
1328,18.05,0.013,319.057,749.838,769.153,2019-07-26 07:00:00,7
1329,18.544,0.013,411.955,920.885,716.601,2019-07-26 08:00:00,8
1330,18.787,0.013,482.082,1051.608,790.961,2019-07-26 09:00:00,9
1331,19.229,0.013,517.35,1133.043,1028.041,2019-07-26 10:00:00,10
1332,19.838,0.013,514.913,1159.641,1265.593,2019-07-26 11:00:00,11
1333,20.65,0.013,476.031,1129.584,1401.501,2019-07-26 12:00:00,12
1334,21.615,0.013,420.005,1044.875,1531.438,2019-07-26 13:00:00,13
1335,21.657,0.013,347.759,911.322,1267.12,2019-07-26 14:00:00,14
1336,21.094,0.014,268.992,737.956,865.723,2019-07-26 15:00:00,15
1337,20.851,0.014,187.647,536.597,806.033,2019-07-26 16:00:00,16
1338,20.051,0.014,103.683,320.959,476.31,2019-07-26 17:00:00,17
1339,18.369,0.014,30.051,109.364,69.768,2019-07-26 18:00:00,18
1340,17.28,0.013,1.248,5.259,0.0,2019-07-26 19:00:00,19
1341,16.565,0.013,0.0,0.0,0.0,2019-07-26 20:00:00,20
1342,16.034,0.012,0.0,0.0,0.0,2019-07-26 21:00:00,21
1343,15.798,0.012,0.0,0.0,0.0,2019-07-26 22:00:00,22
1344,15.571,0.012,0.0,0.0,0.0,2019-07-26 23:00:00,23
1345,15.373,0.012,0.0,0.0,0.0,2019-07-27 00:00:00,0
1346,15.057,0.012,0.0,0.0,0.0,2019-07-27 01:00:00,1
1347,14.699,0.012,0.0,0.0,0.0,2019-07-27 02:00:00,2
1348,14.452,0.011,0.42,2.595,0.0,2019-07-27 03:00:00,3
1349,14.918,0.011,38.19,117.249,234.217,2019-07-27 04:00:00,4
1350,16.121,0.012,150.971,331.919,885.26,2019-07-27 05:00:00,5
1351,17.972,0.013,297.765,547.025,1835.283,2019-07-27 06:00:00,6
1352,19.784,0.013,451.342,747.061,2934.826,2019-07-27 07:00:00,7
1353,21.021,0.013,588.831,918.387,3426.647,2019-07-27 08:00:00,8
1354,22.747,0.013,708.493,1049.297,3607.752,2019-07-27 09:00:00,9
1355,24.147,0.013,786.355,1130.845,3710.825,2019-07-27 10:00:00,10
1356,24.935,0.013,820.555,1157.49,3742.922,2019-07-27 11:00:00,11
1357,25.397,0.013,801.339,1127.403,3680.328,2019-07-27 12:00:00,12
1358,25.541,0.013,732.7,1042.537,3573.829,2019-07-27 13:00:00,13
1359,25.374,0.013,611.026,908.774,3357.183,2019-07-27 14:00:00,14
1360,24.849,0.014,463.81,735.134,2993.075,2019-07-27 15:00:00,15
1361,24.479,0.014,300.941,533.461,2406.511,2019-07-27 16:00:00,16
1362,24.207,0.015,149.872,317.493,1447.125,2019-07-27 17:00:00,17
1363,22.395,0.015,36.949,106.02,234.135,2019-07-27 18:00:00,18
1364,21.488,0.014,1.286,4.729,0.0,2019-07-27 19:00:00,19
1365,20.157,0.014,0.0,0.0,0.0,2019-07-27 20:00:00,20
1366,19.243,0.014,0.0,0.0,0.0,2019-07-27 21:00:00,21
1367,18.692,0.014,0.0,0.0,0.0,2019-07-27 22:00:00,22
1368,18.31,0.014,0.0,0.0,0.0,2019-07-27 23:00:00,23
1369,18.113,0.013,0.0,0.0,0.0,2019-07-28 00:00:00,0
1370,17.822,0.013,0.0,0.0,0.0,2019-07-28 01:00:00,1
1371,17.495,0.013,0.0,0.0,0.0,2019-07-28 02:00:00,2
1372,17.302,0.013,0.419,2.203,0.0,2019-07-28 03:00:00,3
1373,17.393,0.014,22.634,113.607,8.401,2019-07-28 04:00:00,4
1374,17.703,0.014,82.847,328.423,91.228,2019-07-28 05:00:00,5
1375,18.329,0.014,173.748,543.87,294.825,2019-07-28 06:00:00,6
1376,19.725,0.015,276.786,744.204,1042.625,2019-07-28 07:00:00,7
1377,21.696,0.016,372.789,915.807,1760.867,2019-07-28 08:00:00,8
1378,23.474,0.016,451.831,1046.917,1924.673,2019-07-28 09:00:00,9
1379,25.057,0.017,509.707,1128.623,2223.914,2019-07-28 10:00:00,10
1380,25.7,0.017,534.611,1155.285,1737.494,2019-07-28 11:00:00,11
1381,25.578,0.017,524.57,1125.115,1275.85,2019-07-28 12:00:00,12
1382,25.376,0.017,488.967,1040.158,968.28,2019-07-28 13:00:00,13
1383,25.427,0.018,424.377,906.164,873.348,2019-07-28 14:00:00,14
1384,25.263,0.018,331.716,732.251,637.845,2019-07-28 15:00:00,15
1385,24.864,0.018,221.952,530.253,425.301,2019-07-28 16:00:00,16
1386,24.275,0.019,108.903,313.935,209.266,2019-07-28 17:00:00,17
1387,23.361,0.018,24.701,102.632,25.2,2019-07-28 18:00:00,18
1388,22.438,0.017,0.477,4.228,0.0,2019-07-28 19:00:00,19
1389,22.418,0.017,0.0,0.0,0.0,2019-07-28 20:00:00,20
1390,22.248,0.017,0.0,0.0,0.0,2019-07-28 21:00:00,21
1391,21.951,0.017,0.0,0.0,0.0,2019-07-28 22:00:00,22
1392,21.682,0.016,0.0,0.0,0.0,2019-07-28 23:00:00,23
1393,21.44,0.016,0.0,0.0,0.0,2019-07-29 00:00:00,0
1394,21.147,0.016,0.0,0.0,0.0,2019-07-29 01:00:00,1
1395,20.862,0.016,0.0,0.0,0.0,2019-07-29 02:00:00,2
1396,20.619,0.015,0.25,1.853,0.0,2019-07-29 03:00:00,3
1397,20.776,0.015,28.313,109.904,214.926,2019-07-29 04:00:00,4
1398,21.424,0.016,121.638,324.833,785.351,2019-07-29 05:00:00,5
1399,22.343,0.016,257.797,540.638,1513.569,2019-07-29 06:00:00,6
1400,23.466,0.017,410.599,741.279,2410.743,2019-07-29 07:00:00,7
1401,24.892,0.017,534.986,913.158,2863.403,2019-07-29 08:00:00,8
1402,26.823,0.017,607.134,1044.476,3103.429,2019-07-29 09:00:00,9
1403,27.899,0.017,615.126,1126.285,3098.751,2019-07-29 10:00:00,10
1404,27.528,0.016,567.692,1153.001,1953.3,2019-07-29 11:00:00,11
1405,26.741,0.016,492.027,1122.798,1241.689,2019-07-29 12:00:00,12
1406,26.22,0.017,413.949,1037.68,970.319,2019-07-29 13:00:00,13
1407,25.795,0.017,328.314,903.475,742.876,2019-07-29 14:00:00,14
1408,25.281,0.017,243.185,729.268,535.611,2019-07-29 15:00:00,15
1409,24.476,0.017,155.844,526.948,287.43,2019-07-29 16:00:00,16
1410,23.644,0.018,74.835,310.283,115.379,2019-07-29 17:00:00,17
1411,22.713,0.017,18.869,99.208,10.813,2019-07-29 18:00:00,18
1412,21.683,0.017,0.583,3.757,0.0,2019-07-29 19:00:00,19
1413,21.414,0.016,0.0,0.0,0.0,2019-07-29 20:00:00,20
1414,21.233,0.016,0.0,0.0,0.0,2019-07-29 21:00:00,21
1415,21.487,0.016,0.0,0.0,0.0,2019-07-29 22:00:00,22
1416,21.929,0.016,0.0,0.0,0.0,2019-07-29 23:00:00,23
1417,21.43,0.016,0.0,0.0,0.0,2019-07-30 00:00:00,0
1418,21.386,0.016,0.0,0.0,0.0,2019-07-30 01:00:00,1
