Date - Time ,Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW)
2019-05-23 16:00:00,2009,18.123,0.007,321.124,552.022,2778.785
2019-05-23 17:00:00,2010,15.394,0.008,170.573,336.487,657.885
2019-05-23 18:00:00,2011,11.939,0.008,47.739,123.554,209.938
2019-05-23 19:00:00,2012,9.758,0.007,1.911,7.852,0.0
2019-05-23 20:00:00,2013,8.799,0.007,0.0,0.0,0.0
2019-05-23 21:00:00,2014,8.183,0.007,0.0,0.0,0.0
2019-05-23 22:00:00,2015,7.485,0.007,0.0,0.0,0.0
2019-05-23 23:00:00,2016,8.561,0.007,0.0,0.0,0.0
2019-05-24 00:00:00,2017,8.184,0.007,0.0,0.0,0.0
2019-05-24 01:00:00,2018,8.221,0.007,0.0,0.0,0.0
2019-05-24 02:00:00,2019,8.131,0.007,0.0,0.0,0.0
2019-05-24 03:00:00,2020,7.866,0.007,0.908,5.169,0.0
2019-05-24 04:00:00,2021,8.803,0.007,34.885,135.323,103.07
2019-05-24 05:00:00,2022,10.421,0.007,128.332,350.644,291.479
2019-05-24 06:00:00,2023,12.243,0.007,266.867,565.794,671.223
2019-05-24 07:00:00,2024,14.091,0.007,400.5,765.834,692.992
2019-05-24 08:00:00,2025,16.336,0.007,523.257,937.132,1118.163
2019-05-24 09:00:00,2026,19.811,0.008,648.963,1068.04,2456.96
2019-05-24 10:00:00,2027,22.978,0.008,736.02,1149.657,3449.16
2019-05-24 11:00:00,2028,24.681,0.008,766.156,1176.394,3599.413
2019-05-24 12:00:00,2029,25.419,0.008,737.515,1146.517,3471.56
2019-05-24 13:00:00,2030,25.939,0.008,677.181,1062.001,3300.717
2019-05-24 14:00:00,2031,26.17,0.008,592.871,928.681,3113.654
2019-05-24 15:00:00,2032,26.035,0.009,470.648,755.622,2988.943
2019-05-24 16:00:00,2033,24.78,0.009,322.469,554.652,2344.205
2019-05-24 17:00:00,2034,22.252,0.01,167.069,339.457,1383.255
2019-05-24 18:00:00,2035,20.079,0.01,43.681,126.604,431.333
2019-05-24 19:00:00,2036,20.106,0.009,1.281,8.518,0.0
2019-05-24 20:00:00,2037,20.417,0.009,0.0,0.0,0.0
2019-05-24 21:00:00,2038,20.57,0.009,0.0,0.0,0.0
2019-05-24 22:00:00,2039,20.398,0.009,0.0,0.0,0.0
2019-05-24 23:00:00,2040,19.67,0.008,0.0,0.0,0.0
2019-05-25 00:00:00,2041,18.774,0.008,0.0,0.0,0.0
2019-05-25 01:00:00,2042,18.11,0.008,0.0,0.0,0.0
2019-05-25 02:00:00,2043,17.963,0.008,0.0,0.0,0.0
2019-05-25 03:00:00,2044,17.143,0.008,1.275,5.795,0.0
2019-05-25 04:00:00,2045,16.719,0.008,43.85,138.517,311.822
2019-05-25 05:00:00,2046,17.658,0.008,153.167,353.547,1065.026
2019-05-25 06:00:00,2047,19.563,0.008,301.239,568.363,2236.095
2019-05-25 07:00:00,2048,21.611,0.008,456.002,768.056,2945.572
2019-05-25 08:00:00,2049,23.281,0.008,587.628,939.084,3169.805
2019-05-25 09:00:00,2050,24.764,0.008,688.801,1069.772,3406.342
2019-05-25 10:00:00,2051,26.176,0.008,744.658,1151.269,3518.677
2019-05-25 11:00:00,2052,27.249,0.008,751.025,1177.966,3550.634
2019-05-25 12:00:00,2053,27.784,0.008,724.038,1148.108,3471.343
2019-05-25 13:00:00,2054,27.846,0.008,669.022,1063.749,3317.566
2019-05-25 14:00:00,2055,27.4,0.008,572.599,930.62,2961.077
2019-05-25 15:00:00,2056,26.431,0.009,444.765,757.843,2259.497
2019-05-25 16:00:00,2057,25.076,0.009,293.086,557.186,1505.756
2019-05-25 17:00:00,2058,23.103,0.009,143.834,342.331,731.909
2019-05-25 18:00:00,2059,20.272,0.009,40.133,129.578,175.695
2019-05-25 19:00:00,2060,17.153,0.009,2.117,9.201,0.0
2019-05-25 20:00:00,2061,15.783,0.009,0.0,0.0,0.0
2019-05-25 21:00:00,2062,14.496,0.008,0.0,0.0,0.0
2019-05-25 22:00:00,2063,12.871,0.008,0.0,0.0,0.0
2019-05-25 23:00:00,2064,12.217,0.008,0.0,0.0,0.0
2019-05-26 00:00:00,2065,11.633,0.008,0.0,0.0,0.0
2019-05-26 01:00:00,2066,11.045,0.008,0.0,0.0,0.0
2019-05-26 02:00:00,2067,10.511,0.007,0.0,0.0,0.0
2019-05-26 03:00:00,2068,10.089,0.007,1.41,6.449,0.0
2019-05-26 04:00:00,2069,9.918,0.007,43.897,141.614,23.738
2019-05-26 05:00:00,2070,10.215,0.007,141.159,356.353,190.072
2019-05-26 06:00:00,2071,10.891,0.007,253.553,570.816,435.82
2019-05-26 07:00:00,2072,11.623,0.007,362.632,770.216,605.353
2019-05-26 08:00:00,2073,12.711,0.007,452.52,940.96,1008.266
2019-05-26 09:00:00,2074,14.238,0.007,527.886,1071.441,1685.132
2019-05-26 10:00:00,2075,15.39,0.007,620.787,1152.769,2168.55
2019-05-26 11:00:00,2076,16.762,0.007,666.596,1179.468,3021.018
2019-05-26 12:00:00,2077,17.327,0.007,595.414,1149.655,2351.244
2019-05-26 13:00:00,2078,17.082,0.007,481.581,1065.417,1643.564
2019-05-26 14:00:00,2079,15.868,0.007,389.747,932.486,1057.423
2019-05-26 15:00:00,2080,14.39,0.007,293.766,759.987,664.777
2019-05-26 16:00:00,2081,13.055,0.008,181.368,559.63,374.084
2019-05-26 17:00:00,2082,11.67,0.008,84.019,345.107,129.823
2019-05-26 18:00:00,2083,10.423,0.008,26.088,132.472,12.81
2019-05-26 19:00:00,2084,9.59,0.008,2.209,9.898,0.0
2019-05-26 20:00:00,2085,9.099,0.008,0.0,0.0,0.0
2019-05-26 21:00:00,2086,8.537,0.008,0.0,0.0,0.0
2019-05-26 22:00:00,2087,8.004,0.008,0.0,0.0,0.0
2019-05-26 23:00:00,2088,7.5,0.007,0.0,0.0,0.0
2019-05-27 00:00:00,2089,7.044,0.007,0.0,0.0,0.0
2019-05-27 01:00:00,2090,6.572,0.007,0.0,0.0,0.0
2019-05-27 02:00:00,2091,6.15,0.007,0.0,0.0,0.0
2019-05-27 03:00:00,2092,5.688,0.007,0.797,7.129,0.0
2019-05-27 04:00:00,2093,5.336,0.007,24.056,144.615,5.776
2019-05-27 05:00:00,2094,5.347,0.007,79.928,359.063,88.407
2019-05-27 06:00:00,2095,5.493,0.007,162.42,573.181,169.059
2019-05-27 07:00:00,2096,5.708,0.007,263.754,772.276,298.555
2019-05-27 08:00:00,2097,6.165,0.007,358.735,942.762,386.664
2019-05-27 09:00:00,2098,6.829,0.007,419.899,1073.038,551.23
2019-05-27 10:00:00,2099,7.783,0.007,442.266,1154.249,801.106
2019-05-27 11:00:00,2100,8.791,0.007,426.981,1180.873,1159.021
2019-05-27 12:00:00,2101,9.687,0.007,387.211,1151.11,1304.051
2019-05-27 13:00:00,2102,10.175,0.007,341.916,1067.025,1203.663
2019-05-27 14:00:00,2103,10.078,0.007,282.796,934.295,829.851
2019-05-27 15:00:00,2104,9.687,0.007,215.481,762.033,513.856
2019-05-27 16:00:00,2105,9.156,0.007,149.057,561.983,223.262
2019-05-27 17:00:00,2106,8.71,0.007,85.221,347.777,72.944
2019-05-27 18:00:00,2107,8.414,0.007,31.497,135.282,3.029
2019-05-27 19:00:00,2108,8.232,0.007,2.534,10.608,0.0
2019-05-27 20:00:00,2109,8.116,0.007,0.0,0.0,0.0
2019-05-27 21:00:00,2110,7.961,0.007,0.0,0.0,0.0
2019-05-27 22:00:00,2111,7.779,0.007,0.0,0.0,0.0
2019-05-27 23:00:00,2112,7.596,0.007,0.0,0.0,0.0
2019-05-28 00:00:00,2113,7.445,0.006,0.0,0.0,0.0
2019-05-28 01:00:00,2114,7.34,0.006,0.0,0.0,0.0
2019-05-28 02:00:00,2115,7.183,0.006,0.0,0.0,0.0
2019-05-28 03:00:00,2116,7.039,0.006,0.568,7.83,0.0
2019-05-28 04:00:00,2117,6.974,0.006,31.253,147.515,28.773
2019-05-28 05:00:00,2118,7.108,0.006,114.123,361.67,165.465
2019-05-28 06:00:00,2119,7.557,0.006,223.805,575.477,388.916
2019-05-28 07:00:00,2120,8.424,0.006,340.383,774.261,721.782
2019-05-28 08:00:00,2121,9.33,0.006,428.077,944.484,1067.143
2019-05-28 09:00:00,2122,10.127,0.005,495.201,1074.574,1494.609
2019-05-28 10:00:00,2123,10.699,0.005,525.683,1155.641,1724.026
2019-05-28 11:00:00,2124,10.78,0.005,517.236,1182.245,1759.708
2019-05-28 12:00:00,2125,10.103,0.005,472.666,1152.521,1185.697
2019-05-28 13:00:00,2126,9.245,0.005,405.346,1068.533,904.015
2019-05-28 14:00:00,2127,8.41,0.005,316.859,936.005,670.213
2019-05-28 15:00:00,2128,7.676,0.005,225.244,764.006,430.062
2019-05-28 16:00:00,2129,7.086,0.006,143.371,564.244,262.742
2019-05-28 17:00:00,2130,6.645,0.006,74.002,350.357,78.181
2019-05-28 18:00:00,2131,6.376,0.006,23.238,138.011,8.561
2019-05-28 19:00:00,2132,6.271,0.006,2.319,11.326,0.0
2019-05-28 20:00:00,2133,6.351,0.006,0.0,0.0,0.0
2019-05-28 21:00:00,2134,6.439,0.006,0.0,0.0,0.0
2019-05-28 22:00:00,2135,6.506,0.006,0.0,0.0,0.0
2019-05-28 23:00:00,2136,6.533,0.006,0.0,0.0,0.0
2019-05-29 00:00:00,2137,6.517,0.006,0.0,0.0,0.0
2019-05-29 01:00:00,2138,6.442,0.006,0.0,0.0,0.0
2019-05-29 02:00:00,2139,6.344,0.006,0.0,0.0,0.0
2019-05-29 03:00:00,2140,6.311,0.006,0.989,8.549,0.0
2019-05-29 04:00:00,2141,6.508,0.006,38.634,150.315,47.694
2019-05-29 05:00:00,2142,7.049,0.006,134.172,364.18,277.867
2019-05-29 06:00:00,2143,7.773,0.006,261.93,577.672,516.81
2019-05-29 07:00:00,2144,8.778,0.006,398.004,776.147,1064.875
2019-05-29 08:00:00,2145,10.123,0.006,512.34,946.137,1789.692
2019-05-29 09:00:00,2146,11.365,0.006,602.311,1076.025,2176.488
2019-05-29 10:00:00,2147,12.472,0.006,665.441,1157.008,2645.553
2019-05-29 11:00:00,2148,13.481,0.006,692.592,1183.534,2922.646
2019-05-29 12:00:00,2149,14.244,0.006,692.326,1153.85,2882.806
2019-05-29 13:00:00,2150,14.766,0.006,650.246,1069.982,2808.383
2019-05-29 14:00:00,2151,15.194,0.006,557.18,937.649,2904.235
2019-05-29 15:00:00,2152,15.186,0.006,429.71,765.897,2545.334
2019-05-29 16:00:00,2153,14.764,0.006,283.735,566.418,1929.025
2019-05-29 17:00:00,2154,13.727,0.007,158.602,352.834,1363.446
2019-05-29 18:00:00,2155,10.728,0.007,49.969,140.644,566.96
2019-05-29 19:00:00,2156,8.992,0.007,2.692,12.05,0.0
2019-05-29 20:00:00,2157,9.008,0.007,0.0,0.0,0.0
2019-05-29 21:00:00,2158,8.935,0.007,0.0,0.0,0.0
2019-05-29 22:00:00,2159,8.811,0.007,0.0,0.0,0.0
2019-05-29 23:00:00,2160,8.367,0.007,0.0,0.0,0.0
2019-05-30 00:00:00,2161,7.685,0.007,0.0,0.0,0.0
2019-05-30 01:00:00,2162,7.365,0.007,0.0,0.0,0.0
2019-05-30 02:00:00,2163,7.507,0.007,0.0,0.0,0.0
2019-05-30 03:00:00,2164,7.152,0.007,1.936,9.281,0.0
2019-05-30 04:00:00,2165,7.129,0.007,50.221,153.012,637.559
2019-05-30 05:00:00,2166,9.253,0.007,159.994,366.586,1212.787
2019-05-30 06:00:00,2167,11.11,0.007,305.074,579.754,1523.324
2019-05-30 07:00:00,2168,12.908,0.007,451.766,777.975,1652.094
2019-05-30 08:00:00,2169,14.275,0.007,575.088,947.713,1897.056
2019-05-30 09:00:00,2170,15.134,0.007,634.606,1077.417,1946.157
2019-05-30 10:00:00,2171,15.179,0.007,639.72,1158.259,1609.273
2019-05-30 11:00:00,2172,15.052,0.007,615.284,1184.776,1420.187
2019-05-30 12:00:00,2173,14.81,0.007,533.358,1155.125,1162.21
2019-05-30 13:00:00,2174,14.472,0.007,446.41,1071.372,916.951
2019-05-30 14:00:00,2175,14.087,0.007,359.538,939.216,738.329
2019-05-30 15:00:00,2176,13.679,0.007,270.6,767.694,577.135
2019-05-30 16:00:00,2177,13.116,0.007,178.418,568.506,274.953
2019-05-30 17:00:00,2178,12.018,0.007,97.347,355.216,102.44
2019-05-30 18:00:00,2179,10.938,0.007,34.327,143.189,14.284
2019-05-30 19:00:00,2180,10.066,0.007,2.621,12.777,0.0
2019-05-30 20:00:00,2181,9.449,0.007,0.0,0.001,0.0
2019-05-30 21:00:00,2182,8.784,0.007,0.0,0.0,0.0
2019-05-30 22:00:00,2183,8.136,0.007,0.0,0.0,0.0
2019-05-30 23:00:00,2184,7.731,0.007,0.0,0.0,0.0
2019-05-31 00:00:00,2185,7.452,0.007,0.0,0.0,0.0
2019-05-31 01:00:00,2186,7.282,0.007,0.0,0.0,0.0
2019-05-31 02:00:00,2187,7.093,0.007,0.0,0.0,0.0
2019-05-31 03:00:00,2188,6.914,0.007,1.693,10.023,0.0
2019-05-31 04:00:00,2189,6.923,0.007,40.727,155.606,36.86
2019-05-31 05:00:00,2190,7.348,0.007,135.508,368.899,229.9
2019-05-31 06:00:00,2191,8.496,0.007,288.168,581.782,1126.937
2019-05-31 07:00:00,2192,10.764,0.007,457.463,779.705,2736.834
2019-05-31 08:00:00,2193,12.891,0.006,583.005,949.207,3444.162
2019-05-31 09:00:00,2194,14.162,0.006,641.446,1078.731,3507.108
2019-05-31 10:00:00,2195,14.642,0.006,630.523,1159.477,3318.064
2019-05-31 11:00:00,2196,14.602,0.006,590.91,1185.932,2950.684
2019-05-31 12:00:00,2197,14.352,0.006,564.591,1156.348,2509.998
2019-05-31 13:00:00,2198,13.941,0.006,511.749,1072.68,2004.964
2019-05-31 14:00:00,2199,13.715,0.006,416.294,940.717,1789.113
2019-05-31 15:00:00,2200,13.683,0.006,317.622,769.42,1727.796
2019-05-31 16:00:00,2201,13.293,0.007,214.756,570.489,1180.129
2019-05-31 17:00:00,2202,12.472,0.007,121.34,357.486,881.299
2019-05-31 18:00:00,2203,10.094,0.008,40.614,145.637,277.317
2019-05-31 19:00:00,2204,8.088,0.007,2.973,13.503,0.0
2019-05-31 20:00:00,2205,7.612,0.007,0.0,0.001,0.0
2019-05-31 21:00:00,2206,7.144,0.007,0.0,0.0,0.0
2019-05-31 22:00:00,2207,6.787,0.007,0.0,0.0,0.0
2019-05-31 23:00:00,2208,6.47,0.007,0.0,0.0,0.0
2019-05-31 23:00:00,2209,6.47,0.007,463.889,781.357,2463.576
