Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation 
1688,13.72,0.011,214.295,700.16,480.424,2019-08-10 07:00:00,7.0,,1688,1.151,5.072,664.842
1689,14.981,0.011,271.907,875.518,1532.811,2019-08-10 08:00:00,8.0,,1689,1.152,5.738,967.54
1690,15.869,0.011,326.421,1009.524,1375.249,2019-08-10 09:00:00,9.0,,1690,1.153,5.637,917.282
1691,16.318,0.012,358.815,1092.982,1098.618,2019-08-10 10:00:00,10.0,,1691,1.155,5.643,920.325
1692,16.636,0.012,367.232,1120.24,1182.712,2019-08-10 11:00:00,11.0,,1692,1.157,5.59,894.531
1693,17.845,0.012,363.293,1089.35,2102.672,2019-08-10 12:00:00,12.0,,1693,1.158,5.265,744.121
1694,18.483,0.012,326.104,1002.471,1891.955,2019-08-10 13:00:00,13.0,,1694,1.159,5.032,649.282
1695,18.49,0.012,265.367,865.424,1435.007,2019-08-10 14:00:00,14.0,,1695,1.16,5.022,641.915
1696,17.669,0.012,193.093,687.594,586.456,2019-08-10 15:00:00,15.0,,1696,1.161,4.768,542.203
1697,16.664,0.013,113.633,481.055,160.788,2019-08-10 16:00:00,16.0,,1697,1.162,4.974,621.93
1698,15.899,0.013,47.986,259.868,33.614,2019-08-10 17:00:00,17.0,,1698,1.162,5.252,738.428
1699,15.293,0.012,8.789,57.338,0.0,2019-08-10 18:00:00,18.0,,1699,1.163,5.659,928.152
1700,14.901,0.012,0.077,0.473,0.0,2019-08-10 19:00:00,19.0,,1700,1.164,5.787,997.272
1701,14.616,0.012,0.0,0.0,0.0,2019-08-10 20:00:00,20.0,,1701,1.165,6.228,1235.274
1702,14.367,0.012,0.0,0.0,0.0,2019-08-10 21:00:00,21.0,,1702,1.165,6.458,1369.744
1703,14.179,0.012,0.0,0.0,0.0,2019-08-10 22:00:00,22.0,,1703,1.164,5.984,1099.02
1704,14.054,0.012,0.0,0.0,0.0,2019-08-10 23:00:00,23.0,,1704,1.161,5.469,837.253
1705,13.934,0.011,0.0,0.0,0.0,2019-08-11 00:00:00,0.0,,1705,1.158,5.115,679.789
1706,13.837,0.011,0.0,0.0,0.0,2019-08-11 01:00:00,1.0,,1706,1.155,5.377,794.158
1707,13.746,0.011,0.0,0.0,0.0,2019-08-11 02:00:00,2.0,,1707,1.152,5.394,802.23
1708,13.726,0.011,0.003,0.062,0.0,2019-08-11 03:00:00,3.0,,1708,1.149,5.24,733.32
1709,13.76,0.011,5.961,60.44,0.0,2019-08-11 04:00:00,4.0,,1709,1.147,4.92,600.635
1710,13.972,0.011,41.016,270.514,80.549,2019-08-11 05:00:00,5.0,,1710,1.145,3.932,276.186
1711,14.492,0.012,98.964,491.1,270.517,2019-08-11 06:00:00,6.0,,1711,1.145,2.486,31.701
1712,15.194,0.012,168.35,696.219,505.819,2019-08-11 07:00:00,7.0,,1712,1.145,1.69,2.355
1713,15.847,0.012,242.466,871.903,707.631,2019-08-11 08:00:00,8.0,,1713,1.145,1.465,0.783
1714,16.549,0.012,304.618,1006.118,916.079,2019-08-11 09:00:00,9.0,,1714,1.147,1.753,3.09
1715,17.199,0.012,350.748,1089.736,1051.027,2019-08-11 10:00:00,10.0,,1715,1.149,2.153,12.913
1716,17.775,0.013,383.913,1117.019,1074.012,2019-08-11 11:00:00,11.0,,1716,1.151,2.496,32.183
1717,18.28,0.013,380.655,1086.108,964.2,2019-08-11 12:00:00,12.0,,1717,1.153,2.643,44.599
1718,18.645,0.013,348.463,999.036,828.813,2019-08-11 13:00:00,13.0,,1718,1.155,2.812,62.195
1719,18.943,0.013,288.794,861.77,690.328,2019-08-11 14:00:00,14.0,,1719,1.157,3.025,89.892
1720,19.554,0.013,218.77,683.633,590.929,2019-08-11 15:00:00,15.0,,1720,1.158,3.057,94.572
1721,19.335,0.013,144.127,476.733,298.93,2019-08-11 16:00:00,16.0,,1721,1.159,2.722,53.247
1722,18.456,0.013,70.119,255.141,101.874,2019-08-11 17:00:00,17.0,,1722,1.16,2.098,10.931
1723,17.672,0.013,14.062,54.006,0.211,2019-08-11 18:00:00,18.0,,1723,1.162,1.674,2.187
1724,17.282,0.012,0.087,0.361,0.0,2019-08-11 19:00:00,19.0,,1724,1.163,1.413,0.603
1725,16.961,0.012,0.0,0.0,0.0,2019-08-11 20:00:00,20.0,,1725,1.164,1.247,0.21
1726,16.621,0.012,0.0,0.0,0.0,2019-08-11 21:00:00,21.0,,1726,1.165,1.417,0.607
1727,16.282,0.012,0.0,0.0,0.0,2019-08-11 22:00:00,22.0,,1727,1.162,1.788,3.659
1728,15.998,0.011,0.0,0.0,0.0,2019-08-11 23:00:00,23.0,,1728,1.156,2.077,10.439
1729,15.786,0.011,0.0,0.0,0.0,2019-08-12 00:00:00,0.0,,1729,1.15,2.236,16.452
1730,15.504,0.011,0.0,0.0,0.0,2019-08-12 01:00:00,1.0,,1730,1.146,2.468,30.746
1731,15.152,0.011,0.0,0.0,0.0,2019-08-12 02:00:00,2.0,,1731,1.142,2.846,66.24
1732,14.722,0.011,0.005,0.04,0.0,2019-08-12 03:00:00,3.0,,1732,1.139,3.184,114.571
1733,14.425,0.011,12.043,56.846,28.269,2019-08-12 04:00:00,4.0,,1733,1.136,3.79,240.013
1734,15.563,0.011,87.954,265.778,289.253,2019-08-12 05:00:00,5.0,,1734,1.135,3.868,261.541
1735,16.465,0.012,212.345,486.747,813.498,2019-08-12 06:00:00,6.0,,1735,1.134,2.949,80.461
1736,17.947,0.012,347.78,692.223,1484.34,2019-08-12 07:00:00,7.0,,1736,1.134,3.04,92.08
1737,19.2,0.012,468.659,868.206,1817.178,2019-08-12 08:00:00,8.0,,1737,1.135,3.153,109.553
1738,20.339,0.012,567.874,1002.667,2091.552,2019-08-12 09:00:00,9.0,,1738,1.137,3.042,92.35
1739,21.511,0.012,638.729,1086.421,2476.316,2019-08-12 10:00:00,10.0,,1739,1.139,3.061,95.238
1740,23.055,0.013,671.852,1113.761,2946.265,2019-08-12 11:00:00,11.0,,1740,1.143,3.014,88.34
1741,23.847,0.013,656.467,1082.769,2891.002,2019-08-12 12:00:00,12.0,,1741,1.146,2.774,58.385
1742,24.024,0.013,600.106,995.563,2446.871,2019-08-12 13:00:00,13.0,,1742,1.149,2.642,44.519
1743,23.712,0.013,498.825,858.047,1922.159,2019-08-12 14:00:00,14.0,,1743,1.152,2.878,70.153
1744,23.116,0.013,373.583,679.594,1477.328,2019-08-12 15:00:00,15.0,,1744,1.155,3.319,138.373
1745,22.269,0.013,240.783,472.312,1075.953,2019-08-12 16:00:00,16.0,,1745,1.157,3.559,186.542
1746,20.931,0.014,111.715,250.338,517.107,2019-08-12 17:00:00,17.0,,1746,1.159,4.093,320.513
1747,18.699,0.013,17.806,50.735,41.076,2019-08-12 18:00:00,18.0,,1747,1.16,5.207,720.076
1748,17.718,0.012,0.057,0.268,0.0,2019-08-12 19:00:00,19.0,,1748,1.162,6.021,1116.154
1749,17.215,0.012,0.0,0.0,0.0,2019-08-12 20:00:00,20.0,,1749,1.163,6.373,1318.625
1750,16.689,0.012,0.0,0.0,0.0,2019-08-12 21:00:00,21.0,,1750,1.163,6.106,1164.63
1751,16.202,0.012,0.0,0.0,0.0,2019-08-12 22:00:00,22.0,,1751,1.159,6.088,1153.655
1752,15.806,0.012,0.0,0.0,0.0,2019-08-12 23:00:00,23.0,,1752,1.152,6.13,1175.926
1753,15.523,0.011,0.0,0.0,0.0,2019-08-13 00:00:00,0.0,,1753,1.146,6.142,1182.729
1754,15.251,0.011,0.0,0.0,0.0,2019-08-13 01:00:00,1.0,,1754,1.141,6.046,1132.756
1755,15.021,0.011,0.0,0.0,0.0,2019-08-13 02:00:00,2.0,,1755,1.137,5.895,1048.816
1756,14.831,0.011,0.005,0.024,0.0,2019-08-13 03:00:00,3.0,,1756,1.135,5.911,1056.986
1757,14.844,0.011,16.255,53.322,80.112,2019-08-13 04:00:00,4.0,,1757,1.133,5.848,1023.877
1758,15.951,0.012,101.505,260.959,490.878,2019-08-13 05:00:00,5.0,,1758,1.132,5.408,808.371
1759,17.326,0.012,227.639,482.305,1033.882,2019-08-13 06:00:00,6.0,,1759,1.131,6.051,1136.948
1760,18.855,0.012,366.524,688.154,1689.891,2019-08-13 07:00:00,7.0,,1760,1.132,6.83,1600.199
1761,20.362,0.013,488.734,864.435,2210.434,2019-08-13 08:00:00,8.0,,1761,1.134,6.705,1518.053
1762,21.726,0.013,571.686,999.109,2665.17,2019-08-13 09:00:00,9.0,,1762,1.135,6.322,1286.556
1763,23.009,0.013,613.913,1083.016,3060.494,2019-08-13 10:00:00,10.0,,1763,1.137,5.883,1042.272
1764,24.041,0.013,610.787,1110.411,3281.428,2019-08-13 11:00:00,11.0,,1764,1.14,5.339,777.168
1765,24.407,0.013,562.089,1079.345,2868.698,2019-08-13 12:00:00,12.0,,1765,1.142,5.203,719.942
1766,23.989,0.014,481.45,991.994,2003.449,2019-08-13 13:00:00,13.0,,1766,1.144,5.347,780.836
1767,23.069,0.014,383.42,854.247,1236.064,2019-08-13 14:00:00,14.0,,1767,1.145,5.472,838.3
1768,22.015,0.014,269.54,675.463,767.804,2019-08-13 15:00:00,15.0,,1768,1.147,5.284,756.736
1769,20.963,0.014,159.226,467.824,438.637,2019-08-13 16:00:00,16.0,,1769,1.148,4.943,609.343
1770,19.997,0.015,68.658,245.46,207.935,2019-08-13 17:00:00,17.0,,1770,1.149,5.42,813.97
1771,18.896,0.014,10.32,47.528,6.963,2019-08-13 18:00:00,18.0,,1771,1.149,5.87,1035.303
1772,18.434,0.014,0.031,0.192,0.0,2019-08-13 19:00:00,19.0,,1772,1.15,5.875,1038.281
1773,18.221,0.014,0.0,0.0,0.0,2019-08-13 20:00:00,20.0,,1773,1.151,6.008,1113.355
1774,18.144,0.014,0.0,0.0,0.0,2019-08-13 21:00:00,21.0,,1774,1.151,6.034,1126.091
1775,18.107,0.013,0.0,0.0,0.0,2019-08-13 22:00:00,22.0,,1775,1.15,5.695,948.696
1776,18.028,0.013,0.0,0.0,0.0,2019-08-13 23:00:00,23.0,,1776,1.145,5.629,913.309
1777,17.966,0.013,0.0,0.0,0.0,2019-08-14 00:00:00,0.0,,1777,1.141,5.563,885.803
1778,17.968,0.013,0.0,0.0,0.0,2019-08-14 01:00:00,1.0,,1778,1.136,5.492,847.742
1779,17.968,0.013,0.0,0.0,0.0,2019-08-14 02:00:00,2.0,,1779,1.133,5.585,894.31
1780,17.978,0.013,0.001,0.013,0.0,2019-08-14 03:00:00,3.0,,1780,1.13,5.721,959.022
1781,17.991,0.013,7.141,49.874,0.0,2019-08-14 04:00:00,4.0,,1781,1.128,5.759,978.195
1782,18.126,0.013,53.238,256.068,40.111,2019-08-14 05:00:00,5.0,,1782,1.126,5.55,879.903
1783,18.383,0.013,129.439,477.807,121.21,2019-08-14 06:00:00,6.0,,1783,1.125,5.018,639.676
1784,18.803,0.014,223.083,684.002,259.223,2019-08-14 07:00:00,7.0,,1784,1.125,4.078,316.165
1785,19.445,0.014,313.277,860.58,541.455,2019-08-14 08:00:00,8.0,,1785,1.126,3.581,191.305
1786,20.208,0.014,387.803,995.492,657.697,2019-08-14 09:00:00,9.0,,1786,1.128,3.506,175.923
1787,20.817,0.014,449.896,1079.54,752.918,2019-08-14 10:00:00,10.0,,1787,1.13,2.835,64.895
1788,22.059,0.015,492.851,1106.986,928.447,2019-08-14 11:00:00,11.0,,1788,1.132,1.819,4.152
1789,24.396,0.015,509.19,1075.875,1135.217,2019-08-14 12:00:00,12.0,,1789,1.134,0.915,0.01
1790,26.391,0.015,478.64,988.353,1260.72,2019-08-14 13:00:00,13.0,,1790,1.136,1.643,1.963
1791,26.902,0.015,412.412,850.361,1297.274,2019-08-14 14:00:00,14.0,,1791,1.138,2.846,66.296
1792,25.456,0.015,309.161,671.269,936.165,2019-08-14 15:00:00,15.0,,1792,1.14,3.81,244.818
1793,23.976,0.015,193.388,463.265,578.572,2019-08-14 16:00:00,16.0,,1793,1.142,4.415,420.392
1794,22.361,0.015,81.93,240.511,147.47,2019-08-14 17:00:00,17.0,,1794,1.143,4.315,386.756
1795,21.116,0.014,12.35,44.393,0.594,2019-08-14 18:00:00,18.0,,1795,1.145,4.602,482.264
1796,20.496,0.014,0.029,0.132,0.0,2019-08-14 19:00:00,19.0,,1796,1.147,4.614,487.562
1797,20.17,0.013,0.0,0.0,0.0,2019-08-14 20:00:00,20.0,,1797,1.149,3.927,274.758
1798,19.855,0.013,0.0,0.0,0.0,2019-08-14 21:00:00,21.0,,1798,1.15,3.179,113.746
1799,19.648,0.013,0.0,0.0,0.0,2019-08-14 22:00:00,22.0,,1799,1.149,3.141,107.651
1800,19.186,0.013,0.0,0.0,0.0,2019-08-14 23:00:00,23.0,,1800,1.146,3.672,211.832
1801,18.41,0.013,0.0,0.0,0.0,2019-08-15 00:00:00,0.0,,1801,1.14,4.37,407.073
1802,17.66,0.012,0.0,0.0,0.0,2019-08-15 01:00:00,1.0,,1802,1.136,5.131,686.428
1803,17.363,0.012,0.0,0.0,0.0,2019-08-15 02:00:00,2.0,,1803,1.132,5.409,808.773
1804,17.257,0.012,0.0,0.006,0.0,2019-08-15 03:00:00,3.0,,1804,1.13,5.326,772.947
1805,17.189,0.012,7.815,46.509,7.371,2019-08-15 04:00:00,4.0,,1805,1.129,5.353,783.589
1806,18.207,0.012,60.979,251.1,220.766,2019-08-15 05:00:00,5.0,,1806,1.128,5.399,804.312
1807,19.089,0.013,148.873,473.219,775.501,2019-08-15 06:00:00,6.0,,1807,1.128,4.594,479.245
1808,20.082,0.013,265.531,679.77,1088.713,2019-08-15 07:00:00,7.0,,1808,1.128,4.683,511.036
1809,20.852,0.013,380.958,856.657,1427.542,2019-08-15 08:00:00,8.0,,1809,1.129,5.042,653.153
1810,21.457,0.014,477.508,991.824,1609.432,2019-08-15 09:00:00,9.0,,1810,1.131,5.308,767.21
1811,22.005,0.014,533.535,1076.01,1830.16,2019-08-15 10:00:00,10.0,,1811,1.134,5.078,665.019
1812,21.968,0.014,535.459,1103.454,1434.558,2019-08-15 11:00:00,11.0,,1812,1.136,4.511,450.682
1813,21.41,0.014,495.944,1072.322,844.482,2019-08-15 12:00:00,12.0,,1813,1.138,3.963,286.996
1814,20.961,0.014,430.382,984.654,553.124,2019-08-15 13:00:00,13.0,,1814,1.14,4.176,344.438
1815,20.519,0.014,348.485,846.415,354.89,2019-08-15 14:00:00,14.0,,1815,1.142,5.112,678.471
1816,19.985,0.014,250.224,667.0,232.636,2019-08-15 15:00:00,15.0,,1816,1.143,5.551,880.153
1817,19.504,0.014,160.428,458.638,130.164,2019-08-15 16:00:00,16.0,,1817,1.144,5.869,1035.165
1818,18.969,0.014,74.796,235.486,31.866,2019-08-15 17:00:00,17.0,,1818,1.145,6.394,1327.062
1819,18.415,0.014,12.117,41.336,0.0,2019-08-15 18:00:00,18.0,,1819,1.146,7.012,1716.093
1820,17.967,0.014,0.015,0.086,0.0,2019-08-15 19:00:00,19.0,,1820,1.147,6.982,1693.178
1821,17.524,0.013,0.0,0.0,0.0,2019-08-15 20:00:00,20.0,,1821,1.147,6.987,1699.725
1822,17.115,0.013,0.0,0.0,0.0,2019-08-15 21:00:00,21.0,,1822,1.148,6.795,1572.168
1823,16.753,0.013,0.0,0.0,0.0,2019-08-15 22:00:00,22.0,,1823,1.146,6.585,1444.482
1824,16.463,0.013,0.0,0.0,0.0,2019-08-15 23:00:00,23.0,,1824,1.143,6.293,1267.95
1825,16.272,0.013,0.0,0.0,0.0,2019-08-16 00:00:00,0.0,,1825,1.14,5.821,1010.245
1826,16.16,0.013,0.0,0.0,0.0,2019-08-16 01:00:00,1.0,,1826,1.137,5.89,1045.775
1827,16.081,0.013,0.0,0.0,0.0,2019-08-16 02:00:00,2.0,,1827,1.135,5.93,1067.089
1828,16.022,0.012,0.0,0.003,0.0,2019-08-16 03:00:00,3.0,,1828,1.132,5.883,1042.514
1829,16.018,0.012,5.279,43.234,0.101,2019-08-16 04:00:00,4.0,,1829,1.13,5.766,981.922
1830,16.367,0.012,49.0,246.065,128.64,2019-08-16 05:00:00,5.0,,1830,1.129,5.299,763.148
1831,17.022,0.013,113.292,468.56,355.931,2019-08-16 06:00:00,6.0,,1831,1.129,4.822,562.653
1832,17.958,0.013,187.169,675.483,634.264,2019-08-16 07:00:00,7.0,,1832,1.13,5.032,648.975
1833,18.767,0.013,262.596,852.682,850.354,2019-08-16 08:00:00,8.0,,1833,1.131,5.521,861.555
1834,19.128,0.014,334.751,988.065,995.334,2019-08-16 09:00:00,9.0,,1834,1.133,5.635,916.337
1835,19.326,0.014,384.809,1072.394,1063.583,2019-08-16 10:00:00,10.0,,1835,1.136,6.086,1153.577
1836,19.465,0.014,407.601,1099.898,1122.877,2019-08-16 11:00:00,11.0,,1836,1.138,6.577,1440.274
1837,19.568,0.014,398.6,1068.701,1004.607,2019-08-16 12:00:00,12.0,,1837,1.14,6.911,1646.311
1838,19.607,0.014,357.837,980.869,860.97,2019-08-16 13:00:00,13.0,,1838,1.142,7.0,1703.31
1839,19.589,0.014,294.033,842.387,742.503,2019-08-16 14:00:00,14.0,,1839,1.143,6.33,1295.089
1840,19.47,0.014,217.549,662.659,550.96,2019-08-16 15:00:00,15.0,,1840,1.145,5.466,837.161
1841,19.182,0.014,137.137,453.925,289.309,2019-08-16 16:00:00,16.0,,1841,1.146,4.958,615.603
1842,18.641,0.014,60.832,230.387,86.691,2019-08-16 17:00:00,17.0,,1842,1.147,4.684,511.516
1843,17.897,0.013,8.106,38.365,0.0,2019-08-16 18:00:00,18.0,,1843,1.147,5.175,705.262
1844,17.528,0.013,0.008,0.053,0.0,2019-08-16 19:00:00,19.0,,1844,1.148,5.486,844.889
1845,17.146,0.013,0.0,0.0,0.0,2019-08-16 20:00:00,20.0,,1845,1.15,5.417,812.495
1846,16.623,0.013,0.0,0.0,0.0,2019-08-16 21:00:00,21.0,,1846,1.15,5.35,782.137
1847,16.218,0.012,0.0,0.0,0.0,2019-08-16 22:00:00,22.0,,1847,1.149,5.079,665.053
1848,15.898,0.012,0.0,0.0,0.0,2019-08-16 23:00:00,23.0,,1848,1.146,4.799,557.378
1849,15.548,0.012,0.0,0.0,0.0,2019-08-17 00:00:00,0.0,,1849,1.144,4.675,508.254
1850,15.204,0.012,0.0,0.0,0.0,2019-08-17 01:00:00,1.0,,1850,1.141,4.634,496.929
1851,14.899,0.012,0.0,0.0,0.0,2019-08-17 02:00:00,2.0,,1851,1.138,4.428,423.002
1852,14.582,0.011,0.0,0.001,0.0,2019-08-17 03:00:00,3.0,,1852,1.135,4.155,339.724
1853,14.476,0.011,8.327,40.054,31.331,2019-08-17 04:00:00,4.0,,1853,1.133,4.246,365.597
1854,15.39,0.012,72.306,240.955,357.684,2019-08-17 05:00:00,5.0,,1854,1.133,3.515,177.02
1855,16.048,0.012,166.224,463.846,714.07,2019-08-17 06:00:00,6.0,,1855,1.133,2.465,30.48
1856,16.792,0.012,260.37,671.112,1258.509,2019-08-17 07:00:00,7.0,,1856,1.134,2.366,23.422
1857,17.588,0.012,348.702,848.61,1451.086,2019-08-17 08:00:00,8.0,,1857,1.135,2.266,17.891
1858,18.41,0.012,417.716,984.238,1603.806,2019-08-17 09:00:00,9.0,,1858,1.138,2.194,14.722
1859,19.078,0.012,466.916,1068.71,1622.466,2019-08-17 10:00:00,10.0,,1859,1.141,2.165,13.379
1860,19.601,0.012,476.265,1096.273,1611.949,2019-08-17 11:00:00,11.0,,1860,1.145,2.076,10.389
1861,19.732,0.013,453.845,1064.989,1185.243,2019-08-17 12:00:00,12.0,,1861,1.147,1.983,7.42
1862,19.642,0.013,402.351,977.006,880.313,2019-08-17 13:00:00,13.0,,1862,1.149,1.891,5.336
1863,19.544,0.013,328.768,838.275,663.046,2019-08-17 14:00:00,14.0,,1863,1.151,1.852,4.592
1864,19.644,0.013,238.835,658.241,603.35,2019-08-17 15:00:00,15.0,,1864,1.153,2.277,18.726
1865,19.738,0.013,147.822,449.149,383.731,2019-08-17 16:00:00,16.0,,1865,1.154,2.51,33.234
1866,18.865,0.013,59.099,225.225,125.6,2019-08-17 17:00:00,17.0,,1866,1.156,2.929,76.688
1867,17.577,0.013,6.783,35.487,0.0,2019-08-17 18:00:00,18.0,,1867,1.157,3.46,167.41
1868,16.959,0.012,0.004,0.03,0.0,2019-08-17 19:00:00,19.0,,1868,1.159,3.672,211.732
1869,16.59,0.012,0.0,0.0,0.0,2019-08-17 20:00:00,20.0,,1869,1.16,3.787,239.19
1870,16.395,0.012,0.0,0.0,0.0,2019-08-17 21:00:00,21.0,,1870,1.161,3.756,231.597
1871,16.342,0.012,0.0,0.0,0.0,2019-08-17 22:00:00,22.0,,1871,1.161,3.842,253.01
1872,16.227,0.011,0.0,0.0,0.0,2019-08-17 23:00:00,23.0,,1872,1.159,4.148,339.125
1873,16.172,0.011,0.0,0.0,0.0,2019-08-18 00:00:00,0.0,,1873,1.156,4.448,429.854
1874,16.153,0.011,0.0,0.0,0.0,2019-08-18 01:00:00,1.0,,1874,1.154,4.569,470.786
1875,15.995,0.011,0.0,0.0,0.0,2019-08-18 02:00:00,2.0,,1875,1.152,4.802,558.642
1876,15.813,0.011,0.0,0.0,0.0,2019-08-18 03:00:00,3.0,,1876,1.15,4.99,628.383
1877,15.635,0.011,7.757,36.976,0.0,2019-08-18 04:00:00,4.0,,1877,1.148,5.233,730.255
1878,15.571,0.011,63.464,235.777,49.776,2019-08-18 05:00:00,5.0,,1878,1.148,5.715,958.506
1879,15.775,0.011,157.195,459.046,198.896,2019-08-18 06:00:00,6.0,,1879,1.148,5.777,990.574
1880,16.153,0.011,264.334,666.666,380.634,2019-08-18 07:00:00,7.0,,1880,1.149,6.478,1381.261
1881,16.311,0.011,365.393,844.465,609.937,2019-08-18 08:00:00,8.0,,1881,1.151,6.869,1624.792
1882,16.404,0.011,457.004,980.319,826.78,2019-08-18 09:00:00,9.0,,1882,1.153,7.075,1755.18
1883,16.483,0.011,519.728,1064.938,1072.273,2019-08-18 10:00:00,10.0,,1883,1.156,7.083,1761.904
1884,16.72,0.011,545.943,1092.553,1385.334,2019-08-18 11:00:00,11.0,,1884,1.16,6.956,1678.457
1885,17.33,0.011,525.709,1061.224,1524.033,2019-08-18 12:00:00,12.0,,1885,1.163,6.933,1662.227
1886,17.852,0.011,462.92,973.078,1291.383,2019-08-18 13:00:00,13.0,,1886,1.165,6.941,1670.675
1887,18.045,0.011,360.479,834.111,1028.555,2019-08-18 14:00:00,14.0,,1887,1.168,6.769,1556.211
1888,17.912,0.011,252.635,653.758,764.997,2019-08-18 15:00:00,15.0,,1888,1.17,6.104,1164.557
1889,17.526,0.011,157.123,444.298,512.956,2019-08-18 16:00:00,16.0,,1889,1.172,5.738,967.509
1890,16.668,0.012,69.626,219.985,239.879,2019-08-18 17:00:00,17.0,,1890,1.174,5.871,1036.248
1891,15.246,0.011,8.527,32.71,0.134,2019-08-18 18:00:00,18.0,,1891,1.176,6.129,1175.055
1892,14.746,0.011,0.002,0.015,0.0,2019-08-18 19:00:00,19.0,,1892,1.178,6.118,1169.482
1893,14.61,0.011,0.0,0.0,0.0,2019-08-18 20:00:00,20.0,,1893,1.179,5.632,914.743
1894,14.376,0.01,0.0,0.0,0.0,2019-08-18 21:00:00,21.0,,1894,1.18,5.01,636.516
1895,14.235,0.01,0.0,0.0,0.0,2019-08-18 22:00:00,22.0,,1895,1.178,4.337,393.846
1896,14.098,0.01,0.0,0.0,0.0,2019-08-18 23:00:00,23.0,,1896,1.173,3.741,228.004
1897,13.874,0.01,0.0,0.0,0.0,2019-08-19 00:00:00,0.0,,1897,1.168,3.34,142.262
1898,13.574,0.01,0.0,0.0,0.0,2019-08-19 01:00:00,1.0,,1898,1.163,3.224,122.941
1899,13.29,0.01,0.0,0.0,0.0,2019-08-19 02:00:00,2.0,,1899,1.159,3.275,130.315
1900,13.079,0.009,0.0,0.0,0.0,2019-08-19 03:00:00,3.0,,1900,1.156,3.274,130.172
1901,13.034,0.009,8.241,34.006,0.939,2019-08-19 04:00:00,4.0,,1901,1.154,3.134,106.513
1902,13.646,0.01,74.499,230.53,96.487,2019-08-19 05:00:00,5.0,,1902,1.152,2.61,41.566
1903,14.509,0.01,189.226,454.173,236.448,2019-08-19 06:00:00,6.0,,1903,1.151,1.676,2.215
1904,15.347,0.01,333.345,662.151,349.84,2019-08-19 07:00:00,7.0,,1904,1.152,2.107,11.208
1905,16.055,0.01,469.638,840.256,515.418,2019-08-19 08:00:00,8.0,,1905,1.153,2.982,84.782
1906,16.685,0.01,574.398,976.34,780.043,2019-08-19 09:00:00,9.0,,1906,1.155,3.686,215.014
1907,17.657,0.01,635.019,1061.094,1286.684,2019-08-19 10:00:00,10.0,,1907,1.157,4.203,352.607
1908,17.886,0.01,643.103,1088.735,1640.62,2019-08-19 11:00:00,11.0,,1908,1.161,4.301,382.596
1909,18.506,0.01,606.937,1057.365,1800.756,2019-08-19 12:00:00,12.0,,1909,1.164,4.241,364.2
1910,19.269,0.01,542.416,969.06,1898.464,2019-08-19 13:00:00,13.0,,1910,1.167,4.263,370.666
1911,19.333,0.01,439.015,829.855,1566.211,2019-08-19 14:00:00,14.0,,1911,1.169,4.448,429.591
1912,18.79,0.011,322.384,649.184,1047.771,2019-08-19 15:00:00,15.0,,1912,1.172,4.603,482.623
1913,17.982,0.011,195.747,439.381,655.05,2019-08-19 16:00:00,16.0,,1913,1.174,4.573,471.963
1914,16.576,0.011,81.523,214.68,238.153,2019-08-19 17:00:00,17.0,,1914,1.176,4.951,612.863
1915,14.628,0.011,9.246,30.04,0.0,2019-08-19 18:00:00,18.0,,1915,1.178,5.825,1012.396
1916,13.745,0.01,0.001,0.007,0.0,2019-08-19 19:00:00,19.0,,1916,1.18,6.252,1245.402
1917,12.931,0.01,0.0,0.0,0.0,2019-08-19 20:00:00,20.0,,1917,1.182,6.264,1254.823
1918,11.969,0.01,0.0,0.0,0.0,2019-08-19 21:00:00,21.0,,1918,1.182,5.649,923.282
1919,11.27,0.01,0.0,0.0,0.0,2019-08-19 22:00:00,22.0,,1919,1.179,5.069,664.442
1920,10.853,0.01,0.0,0.0,0.0,2019-08-19 23:00:00,23.0,,1920,1.173,4.595,479.787
1921,10.42,0.009,0.0,0.0,0.0,2019-08-20 00:00:00,0.0,,1921,1.167,4.116,328.883
1922,9.892,0.009,0.0,0.0,0.0,2019-08-20 01:00:00,1.0,,1922,1.163,4.112,326.546
1923,9.434,0.009,0.0,0.0,0.0,2019-08-20 02:00:00,2.0,,1923,1.159,4.396,415.837
1924,9.088,0.009,0.0,0.0,0.0,2019-08-20 03:00:00,3.0,,1924,1.156,4.784,551.528
1925,9.118,0.009,8.007,31.15,53.319,2019-08-20 04:00:00,4.0,,1925,1.153,4.834,567.21
1926,11.042,0.009,80.288,225.213,423.932,2019-08-20 05:00:00,5.0,,1926,1.151,4.175,344.382
1927,13.138,0.01,201.117,449.241,1529.478,2019-08-20 06:00:00,6.0,,1927,1.15,2.097,10.922
1928,16.212,0.01,331.09,657.566,3050.863,2019-08-20 07:00:00,7.0,,1928,1.15,2.488,31.731
1929,18.149,0.01,432.424,835.961,3299.55,2019-08-20 08:00:00,8.0,,1929,1.151,2.703,51.287
1930,19.104,0.01,495.491,972.273,2624.881,2019-08-20 09:00:00,9.0,,1930,1.152,2.708,51.733
1931,20.078,0.01,530.093,1057.197,2788.601,2019-08-20 10:00:00,10.0,,1931,1.154,3.002,86.62
1932,21.354,0.01,532.453,1084.85,3553.435,2019-08-20 11:00:00,11.0,,1932,1.156,3.058,94.835
