Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation 
1,6.224,0.007,0.0,0.0,0.0,2019-06-01 00:00:00,0.0,,1,1.164,5.884,1042.746
2,6.071,0.007,0.0,0.0,0.0,2019-06-01 01:00:00,1.0,,2,1.16,5.827,1013.124
3,6.173,0.006,0.0,0.0,0.0,2019-06-01 02:00:00,2.0,,3,1.158,5.596,897.527
4,6.232,0.006,2.229,10.77,0.0,2019-06-01 03:00:00,3.0,,4,1.155,5.332,774.162
5,7.108,0.007,49.79,158.093,123.096,2019-06-01 04:00:00,4.0,,5,1.153,4.945,610.292
6,8.329,0.007,157.026,371.105,414.23,2019-06-01 05:00:00,5.0,,6,1.152,3.503,175.843
7,10.444,0.007,308.848,583.704,1259.843,2019-06-01 06:00:00,6.0,,7,1.151,2.863,68.288
8,13.464,0.007,463.889,781.357,2463.576,2019-06-01 07:00:00,7.0,,8,1.15,4.67,506.351
9,15.554,0.006,587.988,950.638,3269.984,2019-06-01 08:00:00,8.0,,9,1.151,6.064,1139.637
10,16.779,0.006,667.27,1079.979,3523.963,2019-06-01 09:00:00,9.0,,10,1.152,6.561,1427.225
11,17.679,0.006,697.486,1160.613,3577.048,2019-06-01 10:00:00,10.0,,11,1.155,6.671,1499.74
12,18.161,0.006,690.683,1187.036,3417.618,2019-06-01 11:00:00,11.0,,12,1.158,6.812,1582.685
13,18.427,0.006,656.784,1157.468,3234.215,2019-06-01 12:00:00,12.0,,13,1.161,6.824,1593.342
14,18.546,0.006,591.716,1073.917,3046.396,2019-06-01 13:00:00,13.0,,14,1.164,6.737,1541.439
15,18.388,0.006,490.91,942.139,2610.458,2019-06-01 14:00:00,14.0,,15,1.167,6.437,1356.278
16,17.722,0.007,374.816,771.054,1546.145,2019-06-01 15:00:00,15.0,,16,1.17,5.664,930.716
17,16.75,0.007,260.422,572.392,716.79,2019-06-01 16:00:00,16.0,,17,1.173,4.813,561.614
18,15.777,0.008,146.29,359.662,674.14,2019-06-01 17:00:00,17.0,,18,1.175,4.665,506.234
19,13.277,0.008,47.528,147.991,334.938,2019-06-01 18:00:00,18.0,,19,1.177,4.577,473.637
20,11.308,0.007,3.465,14.224,0.0,2019-06-01 19:00:00,19.0,,20,1.179,2.859,67.803
21,11.14,0.007,0.0,0.002,0.0,2019-06-01 20:00:00,20.0,,21,1.18,3.666,210.35
22,10.346,0.007,0.0,0.0,0.0,2019-06-01 21:00:00,21.0,,22,1.18,7.117,1783.851
23,9.663,0.007,0.0,0.0,0.0,2019-06-01 22:00:00,22.0,,23,1.174,8.248,2551.613
24,9.58,0.007,0.0,0.0,0.0,2019-06-01 23:00:00,23.0,,24,1.167,8.724,2871.287
25,9.353,0.007,0.0,0.0,0.0,2019-06-02 00:00:00,0.0,,25,1.16,8.961,3025.921
26,9.248,0.007,0.0,0.0,0.0,2019-06-02 01:00:00,1.0,,26,1.154,9.299,3237.726
27,9.366,0.007,0.0,0.0,0.0,2019-06-02 02:00:00,2.0,,27,1.15,9.05,3088.771
28,9.291,0.007,2.024,11.517,0.0,2019-06-02 03:00:00,3.0,,28,1.148,8.785,2914.937
29,9.447,0.007,49.723,160.468,252.435,2019-06-02 04:00:00,4.0,,29,1.146,8.216,2528.304
30,10.556,0.007,158.877,373.213,1061.822,2019-06-02 05:00:00,5.0,,30,1.145,6.432,1351.048
31,12.594,0.008,308.57,585.527,2672.863,2019-06-02 06:00:00,6.0,,31,1.145,7.801,2242.944
32,15.258,0.008,461.931,782.934,3327.424,2019-06-02 07:00:00,7.0,,32,1.145,8.086,2441.735
33,17.332,0.008,597.906,951.989,3565.182,2019-06-02 08:00:00,8.0,,33,1.147,8.25,2552.075
34,18.7,0.008,701.659,1081.165,3606.945,2019-06-02 09:00:00,9.0,,34,1.15,8.744,2888.618
35,19.449,0.008,760.515,1161.68,3642.581,2019-06-02 10:00:00,10.0,,35,1.153,9.151,3152.359
36,19.584,0.008,772.469,1188.057,3571.898,2019-06-02 11:00:00,11.0,,36,1.157,9.501,3359.638
37,19.349,0.008,731.012,1158.535,3469.284,2019-06-02 12:00:00,12.0,,37,1.161,9.585,3410.978
38,19.029,0.008,652.787,1075.119,3319.971,2019-06-02 13:00:00,13.0,,38,1.165,9.416,3312.673
39,18.349,0.008,540.15,943.481,2825.412,2019-06-02 14:00:00,14.0,,39,1.168,9.108,3119.522
40,17.416,0.008,406.755,772.621,2367.504,2019-06-02 15:00:00,15.0,,40,1.171,8.478,2706.893
41,16.11,0.008,278.148,574.192,1300.726,2019-06-02 16:00:00,16.0,,41,1.174,7.745,2207.533
42,14.723,0.009,161.715,361.742,695.207,2019-06-02 17:00:00,17.0,,42,1.176,6.572,1434.38
43,12.658,0.009,58.963,150.244,401.902,2019-06-02 18:00:00,18.0,,43,1.179,6.529,1407.394
44,9.774,0.008,4.696,14.938,0.0,2019-06-02 19:00:00,19.0,,44,1.181,7.336,1928.224
45,8.771,0.008,0.001,0.004,0.0,2019-06-02 20:00:00,20.0,,45,1.183,7.373,1955.092
46,7.964,0.008,0.0,0.0,0.0,2019-06-02 21:00:00,21.0,,46,1.183,7.088,1762.038
47,7.367,0.008,0.0,0.0,0.0,2019-06-02 22:00:00,22.0,,47,1.177,7.015,1716.183
48,6.923,0.008,0.0,0.0,0.0,2019-06-02 23:00:00,23.0,,48,1.167,6.726,1532.822
49,6.737,0.007,0.0,0.0,0.0,2019-06-03 00:00:00,0.0,,49,1.161,5.997,1102.983
50,6.796,0.007,0.0,0.0,0.0,2019-06-03 01:00:00,1.0,,50,1.158,5.508,855.191
51,6.936,0.007,0.0,0.0,0.0,2019-06-03 02:00:00,2.0,,51,1.154,5.861,1031.055
52,6.786,0.007,3.138,12.261,0.0,2019-06-03 03:00:00,3.0,,52,1.151,6.919,1656.216
53,7.784,0.007,64.86,162.737,382.025,2019-06-03 04:00:00,4.0,,53,1.149,6.298,1271.091
54,9.797,0.008,194.527,375.215,1695.966,2019-06-03 05:00:00,5.0,,54,1.147,3.492,174.195
55,12.386,0.008,352.479,587.266,2657.624,2019-06-03 06:00:00,6.0,,55,1.147,4.012,297.904
56,15.149,0.008,513.103,784.429,3486.801,2019-06-03 07:00:00,7.0,,56,1.147,5.097,672.245
57,17.094,0.007,650.033,953.27,3777.686,2019-06-03 08:00:00,8.0,,57,1.147,5.158,697.885
58,18.523,0.007,743.411,1082.293,3863.973,2019-06-03 09:00:00,9.0,,58,1.149,4.894,590.295
59,19.699,0.007,790.642,1162.711,3889.153,2019-06-03 10:00:00,10.0,,59,1.151,4.608,484.44
60,20.544,0.007,791.33,1189.066,3835.359,2019-06-03 11:00:00,11.0,,60,1.154,4.351,398.366
61,20.906,0.007,759.099,1159.553,3643.514,2019-06-03 12:00:00,12.0,,61,1.158,4.043,306.473
62,21.155,0.008,692.667,1076.221,3648.558,2019-06-03 13:00:00,13.0,,62,1.161,3.624,202.867
63,21.008,0.008,588.93,944.739,3413.569,2019-06-03 14:00:00,14.0,,63,1.164,3.336,141.558
64,20.412,0.008,460.385,774.097,2968.214,2019-06-03 15:00:00,15.0,,64,1.167,3.302,135.259
65,19.624,0.008,315.404,575.907,2316.736,2019-06-03 16:00:00,16.0,,65,1.17,3.457,166.782
66,18.593,0.009,172.074,363.705,1616.401,2019-06-03 17:00:00,17.0,,66,1.173,3.519,177.904
67,15.544,0.009,58.696,152.396,548.203,2019-06-03 18:00:00,18.0,,67,1.175,3.901,270.191
68,13.333,0.008,4.495,15.64,0.0,2019-06-03 19:00:00,19.0,,68,1.178,4.863,579.432
69,12.185,0.008,0.001,0.006,0.0,2019-06-03 20:00:00,20.0,,69,1.18,5.818,1008.296
70,11.393,0.008,0.0,0.0,0.0,2019-06-03 21:00:00,21.0,,70,1.18,6.783,1564.729
71,10.795,0.008,0.0,0.0,0.0,2019-06-03 22:00:00,22.0,,71,1.174,7.556,2074.727
72,10.279,0.007,0.0,0.0,0.0,2019-06-03 23:00:00,23.0,,72,1.163,7.386,1963.481
73,9.752,0.007,0.0,0.0,0.0,2019-06-04 00:00:00,0.0,,73,1.157,7.118,1785.286
74,9.345,0.007,0.0,0.0,0.0,2019-06-04 01:00:00,1.0,,74,1.153,6.959,1682.592
75,9.104,0.007,0.0,0.0,0.0,2019-06-04 02:00:00,2.0,,75,1.15,6.783,1564.372
76,9.177,0.007,3.766,12.998,11.172,2019-06-04 03:00:00,3.0,,76,1.147,6.597,1453.516
77,10.3,0.008,70.985,164.893,1052.826,2019-06-04 04:00:00,4.0,,77,1.145,6.274,1257.065
78,13.171,0.008,205.795,377.121,2399.474,2019-06-04 05:00:00,5.0,,78,1.143,3.853,255.656
79,15.857,0.008,363.181,588.908,3100.135,2019-06-04 06:00:00,6.0,,79,1.142,3.224,122.826
80,18.497,0.008,515.758,785.837,3485.181,2019-06-04 07:00:00,7.0,,80,1.142,3.799,242.184
81,19.891,0.008,650.034,954.47,3685.13,2019-06-04 08:00:00,8.0,,81,1.142,4.027,303.871
82,20.965,0.008,753.132,1083.329,3771.962,2019-06-04 09:00:00,9.0,,82,1.143,4.09,319.465
83,21.571,0.008,808.593,1163.656,3559.837,2019-06-04 10:00:00,10.0,,83,1.146,4.039,305.489
84,22.328,0.008,809.143,1189.964,3789.691,2019-06-04 11:00:00,11.0,,84,1.149,3.813,245.555
85,22.775,0.008,774.415,1160.522,3755.315,2019-06-04 12:00:00,12.0,,85,1.153,3.556,185.821
86,22.883,0.008,710.488,1077.265,3649.648,2019-06-04 13:00:00,13.0,,86,1.157,3.373,149.675
87,22.636,0.008,605.56,945.947,3438.327,2019-06-04 14:00:00,14.0,,87,1.16,3.265,128.584
88,22.055,0.008,480.391,775.491,3077.853,2019-06-04 15:00:00,15.0,,88,1.163,3.312,137.066
89,21.83,0.008,335.474,577.538,1840.968,2019-06-04 16:00:00,16.0,,89,1.166,3.561,186.827
90,20.354,0.009,191.129,365.572,1321.836,2019-06-04 17:00:00,17.0,,90,1.169,3.914,271.563
91,16.555,0.01,67.822,154.443,470.509,2019-06-04 18:00:00,18.0,,91,1.172,4.931,604.816
92,13.902,0.009,5.525,16.329,0.0,2019-06-04 19:00:00,19.0,,92,1.174,5.991,1099.75
93,12.613,0.008,0.002,0.01,0.0,2019-06-04 20:00:00,20.0,,93,1.176,6.854,1613.059
94,11.762,0.008,0.0,0.0,0.0,2019-06-04 21:00:00,21.0,,94,1.176,7.231,1856.111
95,11.184,0.008,0.0,0.0,0.0,2019-06-04 22:00:00,22.0,,95,1.169,7.269,1881.346
96,10.867,0.008,0.0,0.0,0.0,2019-06-04 23:00:00,23.0,,96,1.158,6.971,1684.51
97,10.707,0.008,0.0,0.0,0.0,2019-06-05 00:00:00,0.0,,97,1.152,6.507,1394.375
98,10.606,0.008,0.0,0.0,0.0,2019-06-05 01:00:00,1.0,,98,1.148,6.135,1178.461
99,10.534,0.008,0.0,0.0,0.0,2019-06-05 02:00:00,2.0,,99,1.146,5.831,1015.382
100,10.444,0.008,4.301,13.723,10.306,2019-06-05 03:00:00,3.0,,100,1.144,5.626,912.112
101,11.334,0.008,77.581,166.938,907.743,2019-06-05 04:00:00,4.0,,101,1.142,5.6,899.321
102,14.21,0.008,215.734,378.92,2155.078,2019-06-05 05:00:00,5.0,,102,1.142,3.908,270.353
103,16.605,0.009,376.797,590.476,3041.076,2019-06-05 06:00:00,6.0,,103,1.141,2.598,40.526
104,19.585,0.008,526.432,787.157,3428.557,2019-06-05 07:00:00,7.0,,104,1.141,3.833,250.582
105,21.213,0.008,647.963,955.601,3576.752,2019-06-05 08:00:00,8.0,,105,1.142,3.924,274.158
106,22.367,0.008,725.99,1084.315,3661.088,2019-06-05 09:00:00,9.0,,106,1.144,4.096,321.304
107,22.821,0.008,754.032,1164.542,3404.497,2019-06-05 10:00:00,10.0,,107,1.147,4.488,443.162
108,22.892,0.008,729.91,1190.836,3034.845,2019-06-05 11:00:00,11.0,,108,1.151,4.894,590.317
109,22.452,0.008,667.721,1161.399,2315.9,2019-06-05 12:00:00,12.0,,109,1.155,5.077,664.994
110,21.833,0.008,576.467,1078.253,1423.937,2019-06-05 13:00:00,13.0,,110,1.159,5.122,682.73
111,21.479,0.008,462.904,947.07,1023.402,2019-06-05 14:00:00,14.0,,111,1.163,5.161,699.149
112,21.445,0.009,343.444,776.809,887.487,2019-06-05 15:00:00,15.0,,112,1.167,5.138,689.35
113,20.667,0.009,226.076,579.069,577.465,2019-06-05 16:00:00,16.0,,113,1.169,4.921,600.99
114,18.917,0.01,127.034,367.34,309.176,2019-06-05 17:00:00,17.0,,114,1.172,4.34,394.759
115,17.205,0.01,45.219,156.391,147.692,2019-06-05 18:00:00,18.0,,115,1.174,4.107,324.595
116,16.035,0.01,4.195,16.999,0.0,2019-06-05 19:00:00,19.0,,116,1.176,3.952,283.863
117,15.128,0.009,0.002,0.013,0.0,2019-06-05 20:00:00,20.0,,117,1.178,3.936,277.314
118,14.393,0.009,0.0,0.0,0.0,2019-06-05 21:00:00,21.0,,118,1.178,3.871,262.754
119,13.825,0.009,0.0,0.0,0.0,2019-06-05 22:00:00,22.0,,119,1.174,3.876,263.982
120,13.537,0.009,0.0,0.0,0.0,2019-06-05 23:00:00,23.0,,120,1.166,4.478,439.55
121,13.034,0.009,0.0,0.0,0.0,2019-06-06 00:00:00,0.0,,121,1.16,5.868,1034.375
122,12.666,0.009,0.0,0.0,0.0,2019-06-06 01:00:00,1.0,,122,1.156,7.363,1946.069
123,12.306,0.009,0.0,0.0,0.0,2019-06-06 02:00:00,2.0,,123,1.153,7.398,1973.825
124,11.845,0.009,2.724,14.433,0.0,2019-06-06 03:00:00,3.0,,124,1.151,7.094,1767.699
125,12.194,0.009,55.587,168.875,186.615,2019-06-06 04:00:00,4.0,,125,1.149,6.582,1444.399
126,12.989,0.009,166.777,380.625,775.959,2019-06-06 05:00:00,5.0,,126,1.147,5.285,757.342
127,13.932,0.009,302.596,591.922,1179.541,2019-06-06 06:00:00,6.0,,127,1.147,6.636,1473.094
128,15.092,0.009,437.842,788.418,2469.473,2019-06-06 07:00:00,7.0,,128,1.147,7.983,2370.308
129,16.178,0.008,556.79,956.663,2460.94,2019-06-06 08:00:00,8.0,,129,1.148,9.532,3377.364
130,16.732,0.008,649.889,1085.232,2580.692,2019-06-06 09:00:00,9.0,,130,1.149,10.715,3977.541
131,16.978,0.008,705.271,1165.371,2557.167,2019-06-06 10:00:00,10.0,,131,1.152,11.357,4225.701
132,17.29,0.007,722.539,1191.629,2629.645,2019-06-06 11:00:00,11.0,,132,1.156,11.401,4242.969
133,17.997,0.007,706.445,1162.208,2831.143,2019-06-06 12:00:00,12.0,,133,1.16,10.806,4015.856
134,18.648,0.007,646.777,1079.167,2914.161,2019-06-06 13:00:00,13.0,,134,1.163,9.692,3473.787
135,19.013,0.008,550.073,948.122,2886.477,2019-06-06 14:00:00,14.0,,135,1.166,8.265,2565.289
136,18.872,0.008,428.975,778.03,2349.445,2019-06-06 15:00:00,15.0,,136,1.169,6.586,1444.516
137,18.427,0.008,296.378,580.509,2011.627,2019-06-06 16:00:00,16.0,,137,1.172,5.212,720.94
138,17.608,0.009,166.432,369.0,1367.411,2019-06-06 17:00:00,17.0,,138,1.175,4.755,537.375
139,15.554,0.01,57.241,158.228,558.398,2019-06-06 18:00:00,18.0,,139,1.177,5.324,772.882
140,13.934,0.009,5.031,17.649,0.0,2019-06-06 19:00:00,19.0,,140,1.179,6.282,1261.996
141,13.235,0.008,0.003,0.018,0.0,2019-06-06 20:00:00,20.0,,141,1.181,7.004,1708.046
142,12.86,0.008,0.0,0.0,0.0,2019-06-06 21:00:00,21.0,,142,1.18,7.066,1746.521
143,12.588,0.008,0.0,0.0,0.0,2019-06-06 22:00:00,22.0,,143,1.175,6.566,1430.256
144,12.235,0.008,0.0,0.0,0.0,2019-06-06 23:00:00,23.0,,144,1.167,6.401,1331.436
145,11.788,0.008,0.0,0.0,0.0,2019-06-07 00:00:00,0.0,,145,1.161,6.173,1203.629
146,11.238,0.008,0.0,0.0,0.0,2019-06-07 01:00:00,1.0,,146,1.156,5.126,684.18
147,10.675,0.008,0.0,0.0,0.0,2019-06-07 02:00:00,2.0,,147,1.152,4.83,565.627
148,10.372,0.008,4.698,15.122,4.514,2019-06-07 03:00:00,3.0,,148,1.148,4.079,316.61
149,11.035,0.008,69.21,170.698,250.086,2019-06-07 04:00:00,4.0,,149,1.145,3.156,110.086
150,11.814,0.009,179.354,382.22,386.657,2019-06-07 05:00:00,5.0,,150,1.143,2.873,69.578
151,13.254,0.009,303.677,593.316,683.217,2019-06-07 06:00:00,6.0,,151,1.141,2.125,11.837
152,15.545,0.009,437.021,789.572,1395.388,2019-06-07 07:00:00,7.0,,152,1.141,2.01,8.146
153,18.343,0.009,569.215,957.649,2743.871,2019-06-07 08:00:00,8.0,,153,1.141,3.343,142.859
154,20.61,0.009,676.376,1086.081,3661.142,2019-06-07 09:00:00,9.0,,154,1.143,4.681,510.159
155,22.025,0.009,746.734,1166.143,3828.055,2019-06-07 10:00:00,10.0,,155,1.146,5.336,775.856
156,22.894,0.009,768.766,1192.351,3806.097,2019-06-07 11:00:00,11.0,,156,1.149,5.819,1009.028
157,23.049,0.009,738.72,1162.986,3481.993,2019-06-07 12:00:00,12.0,,157,1.153,6.186,1209.9
158,22.681,0.009,662.626,1080.014,2968.764,2019-06-07 13:00:00,13.0,,158,1.156,6.236,1241.181
159,22.107,0.009,563.278,949.095,2455.784,2019-06-07 14:00:00,14.0,,159,1.159,6.038,1126.242
160,21.55,0.009,441.796,779.188,2185.031,2019-06-07 15:00:00,15.0,,160,1.161,5.72,958.652
161,20.472,0.009,302.943,581.859,1167.665,2019-06-07 16:00:00,16.0,,161,1.164,5.167,701.692
162,19.23,0.01,165.364,370.56,852.397,2019-06-07 17:00:00,17.0,,162,1.166,4.581,474.978
163,16.551,0.01,58.085,159.96,298.692,2019-06-07 18:00:00,18.0,,163,1.169,5.504,853.359
164,14.224,0.01,5.784,18.275,0.0,2019-06-07 19:00:00,19.0,,164,1.171,7.733,2198.009
165,13.385,0.009,0.005,0.023,0.0,2019-06-07 20:00:00,20.0,,165,1.172,8.901,2993.246
166,12.955,0.009,0.0,0.0,0.0,2019-06-07 21:00:00,21.0,,166,1.171,9.133,3135.505
167,12.581,0.009,0.0,0.0,0.0,2019-06-07 22:00:00,22.0,,167,1.165,9.09,3108.08
168,11.981,0.009,0.0,0.0,0.0,2019-06-07 23:00:00,23.0,,168,1.156,8.819,2933.838
169,11.164,0.009,0.0,0.0,0.0,2019-06-08 00:00:00,0.0,,169,1.149,8.425,2674.318
170,10.379,0.009,0.0,0.0,0.0,2019-06-08 01:00:00,1.0,,170,1.145,8.197,2514.972
171,9.916,0.008,0.0,0.0,0.0,2019-06-08 02:00:00,2.0,,171,1.141,8.03,2407.052
172,9.528,0.008,5.198,15.788,25.722,2019-06-08 03:00:00,3.0,,172,1.138,7.82,2255.58
173,11.005,0.009,76.102,172.407,1108.698,2019-06-08 04:00:00,4.0,,173,1.135,7.267,1881.305
174,14.107,0.009,205.498,383.715,2282.172,2019-06-08 05:00:00,5.0,,174,1.134,5.42,814.008
175,16.773,0.009,361.039,594.589,2907.304,2019-06-08 06:00:00,6.0,,175,1.134,5.02,640.616
176,19.041,0.009,519.261,790.649,3296.253,2019-06-08 07:00:00,7.0,,176,1.134,6.281,1261.57
177,20.623,0.009,658.188,958.568,3507.815,2019-06-08 08:00:00,8.0,,177,1.136,7.045,1732.825
178,21.858,0.009,764.596,1086.877,3604.692,2019-06-08 09:00:00,9.0,,178,1.138,6.955,1677.509
179,22.795,0.009,826.319,1166.853,3630.172,2019-06-08 10:00:00,10.0,,179,1.14,6.671,1499.76
180,23.33,0.009,842.749,1193.055,3557.142,2019-06-08 11:00:00,11.0,,180,1.143,6.196,1215.003
181,23.443,0.009,808.448,1163.681,3367.145,2019-06-08 12:00:00,12.0,,181,1.147,5.779,992.802
182,23.273,0.009,712.757,1080.794,3075.002,2019-06-08 13:00:00,13.0,,182,1.15,5.605,901.633
183,22.854,0.009,572.764,950.001,2663.719,2019-06-08 14:00:00,14.0,,183,1.154,5.451,832.806
184,22.322,0.009,420.41,780.264,2293.459,2019-06-08 15:00:00,15.0,,184,1.157,5.365,788.855
185,21.459,0.009,275.925,583.116,1883.214,2019-06-08 16:00:00,16.0,,185,1.16,5.47,837.282
186,19.82,0.01,144.931,372.019,1025.561,2019-06-08 17:00:00,17.0,,186,1.162,5.359,786.195
187,16.992,0.011,48.887,161.58,323.474,2019-06-08 18:00:00,18.0,,187,1.165,6.698,1512.402
188,14.932,0.01,5.007,18.875,0.0,2019-06-08 19:00:00,19.0,,188,1.167,8.41,2660.75
189,13.991,0.009,0.006,0.029,0.0,2019-06-08 20:00:00,20.0,,189,1.169,9.371,3281.657
190,13.202,0.009,0.0,0.0,0.0,2019-06-08 21:00:00,21.0,,190,1.169,9.3,3238.444
191,12.668,0.009,0.0,0.0,0.0,2019-06-08 22:00:00,22.0,,191,1.166,8.868,2966.195
192,12.439,0.009,0.0,0.0,0.0,2019-06-08 23:00:00,23.0,,192,1.159,8.501,2722.873
193,12.221,0.009,0.0,0.0,0.0,2019-06-09 00:00:00,0.0,,193,1.153,8.02,2393.573
194,11.954,0.009,0.0,0.0,0.0,2019-06-09 01:00:00,1.0,,194,1.15,7.734,2199.624
195,11.316,0.009,0.0,0.0,0.0,2019-06-09 02:00:00,2.0,,195,1.148,8.123,2469.218
196,10.891,0.009,3.713,16.427,9.346,2019-06-09 03:00:00,3.0,,196,1.146,7.411,1977.284
197,11.9,0.009,53.415,173.998,462.768,2019-06-09 04:00:00,4.0,,197,1.144,6.628,1469.094
198,13.307,0.01,151.528,385.109,851.644,2019-06-09 05:00:00,5.0,,198,1.143,5.488,845.529
199,14.71,0.01,272.19,595.777,1357.26,2019-06-09 06:00:00,6.0,,199,1.143,4.414,420.377
200,17.031,0.01,398.691,791.667,2108.993,2019-06-09 07:00:00,7.0,,200,1.144,4.815,561.677
201,19.482,0.01,496.667,959.413,2630.132,2019-06-09 08:00:00,8.0,,201,1.145,6.534,1410.795
202,20.993,0.009,563.332,1087.598,2958.145,2019-06-09 09:00:00,9.0,,202,1.147,7.88,2297.326
203,21.46,0.009,589.249,1167.483,2980.17,2019-06-09 10:00:00,10.0,,203,1.15,8.615,2798.839
204,21.289,0.009,557.734,1193.654,2595.074,2019-06-09 11:00:00,11.0,,204,1.153,8.737,2884.52
205,20.444,0.01,502.022,1164.323,1670.771,2019-06-09 12:00:00,12.0,,205,1.157,8.516,2735.167
206,19.341,0.01,439.265,1081.513,1041.248,2019-06-09 13:00:00,13.0,,206,1.16,8.624,2804.699
207,18.623,0.01,357.769,950.837,749.487,2019-06-09 14:00:00,14.0,,207,1.163,8.536,2748.631
208,18.054,0.01,273.212,781.246,496.632,2019-06-09 15:00:00,15.0,,208,1.165,8.055,2421.07
209,17.489,0.01,180.561,584.271,312.721,2019-06-09 16:00:00,16.0,,209,1.167,7.928,2331.533
210,16.782,0.011,101.84,373.371,147.125,2019-06-09 17:00:00,17.0,,210,1.17,7.708,2178.794
211,15.949,0.011,38.328,163.092,30.969,2019-06-09 18:00:00,18.0,,211,1.171,7.721,2187.832
212,15.082,0.011,4.315,19.444,0.0,2019-06-09 19:00:00,19.0,,212,1.173,7.394,1971.314
213,14.698,0.01,0.007,0.035,0.0,2019-06-09 20:00:00,20.0,,213,1.174,6.979,1689.633
214,14.414,0.01,0.0,0.0,0.0,2019-06-09 21:00:00,21.0,,214,1.173,6.782,1563.64
215,14.131,0.01,0.0,0.0,0.0,2019-06-09 22:00:00,22.0,,215,1.166,6.605,1456.719
216,13.875,0.01,0.0,0.0,0.0,2019-06-09 23:00:00,23.0,,216,1.158,6.382,1320.221
217,13.806,0.01,0.0,0.0,0.0,2019-06-10 00:00:00,0.0,,217,1.151,6.2,1215.38
218,13.587,0.01,0.0,0.0,0.0,2019-06-10 01:00:00,1.0,,218,1.147,6.033,1126.073
219,13.094,0.009,0.0,0.0,0.0,2019-06-10 02:00:00,2.0,,219,1.143,6.089,1153.686
220,12.711,0.009,4.881,17.036,0.0,2019-06-10 03:00:00,3.0,,220,1.14,6.058,1137.164
221,12.946,0.009,66.357,175.479,278.19,2019-06-10 04:00:00,4.0,,221,1.138,5.632,914.798
222,14.021,0.01,188.052,386.402,953.482,2019-06-10 05:00:00,5.0,,222,1.137,4.468,436.397
223,16.133,0.01,342.672,596.881,2262.981,2019-06-10 06:00:00,6.0,,223,1.136,4.162,340.513
224,18.7,0.01,499.464,792.585,2899.652,2019-06-10 07:00:00,7.0,,224,1.137,4.315,387.001
225,20.658,0.009,633.384,960.189,3295.7,2019-06-10 08:00:00,8.0,,225,1.138,4.241,364.129
226,21.893,0.009,729.831,1088.262,3447.883,2019-06-10 09:00:00,9.0,,226,1.14,3.94,278.459
227,22.724,0.009,775.349,1168.072,3448.523,2019-06-10 10:00:00,10.0,,227,1.142,3.492,174.145
228,22.971,0.009,762.502,1194.226,3111.746,2019-06-10 11:00:00,11.0,,228,1.146,3.406,154.807
229,22.847,0.009,696.675,1164.907,2650.631,2019-06-10 12:00:00,12.0,,229,1.149,3.7,220.395
230,22.391,0.009,607.873,1082.172,2065.764,2019-06-10 13:00:00,13.0,,230,1.153,3.945,280.852
231,21.824,0.009,497.463,951.606,1566.529,2019-06-10 14:00:00,14.0,,231,1.156,3.957,285.175
232,21.12,0.01,374.669,782.153,1056.212,2019-06-10 15:00:00,15.0,,232,1.159,3.808,244.423
233,20.397,0.01,252.345,585.356,792.308,2019-06-10 16:00:00,16.0,,233,1.161,3.754,231.248
234,19.395,0.011,140.982,374.619,398.097,2019-06-10 17:00:00,17.0,,234,1.164,3.449,164.985
235,17.572,0.011,48.745,164.494,104.244,2019-06-10 18:00:00,18.0,,235,1.166,3.08,98.137
236,16.681,0.01,4.231,19.983,0.0,2019-06-10 19:00:00,19.0,,236,1.168,2.963,82.435
237,16.5,0.01,0.008,0.042,0.0,2019-06-10 20:00:00,20.0,,237,1.17,3.004,86.921
238,16.139,0.01,0.0,0.0,0.0,2019-06-10 21:00:00,21.0,,238,1.169,3.257,127.084
239,15.287,0.01,0.0,0.0,0.0,2019-06-10 22:00:00,22.0,,239,1.163,3.694,217.679
240,14.161,0.01,0.0,0.0,0.0,2019-06-10 23:00:00,23.0,,240,1.156,4.068,313.384
241,13.26,0.01,0.0,0.0,0.0,2019-06-11 00:00:00,0.0,,241,1.15,4.28,378.945
242,12.554,0.01,0.0,0.0,0.0,2019-06-11 01:00:00,1.0,,242,1.146,4.448,429.836
243,12.088,0.01,0.0,0.0,0.0,2019-06-11 02:00:00,2.0,,243,1.144,4.822,562.447
244,11.829,0.009,3.961,17.61,3.141,2019-06-11 03:00:00,3.0,,244,1.142,5.147,693.159
245,13.308,0.01,60.597,176.845,344.128,2019-06-11 04:00:00,4.0,,245,1.141,4.904,594.149
246,15.25,0.01,171.122,387.588,933.748,2019-06-11 05:00:00,5.0,,246,1.141,3.059,94.938
247,17.408,0.01,313.674,597.885,1625.957,2019-06-11 06:00:00,6.0,,247,1.141,2.838,65.307
248,19.339,0.01,457.75,793.439,2138.99,2019-06-11 07:00:00,7.0,,248,1.141,3.32,138.509
249,20.145,0.01,566.598,960.891,2055.711,2019-06-11 08:00:00,8.0,,249,1.143,3.487,173.132
250,20.302,0.01,610.9,1088.861,1860.637,2019-06-11 09:00:00,9.0,,250,1.145,3.586,192.447
251,20.046,0.01,598.145,1168.605,1589.246,2019-06-11 10:00:00,10.0,,251,1.148,3.613,199.098
