Date - Time ,Time,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW)
2019-09-03 06:00:00,55,14.252,0.009,178.542,373.292,1780.119
2019-09-03 07:00:00,56,16.038,0.01,311.674,586.157,2155.68
2019-09-03 08:00:00,57,18.716,0.01,445.571,768.446,2587.551
2019-09-03 09:00:00,58,20.053,0.01,547.787,907.694,2118.231
2019-09-03 10:00:00,59,20.466,0.01,609.146,994.433,2000.581
2019-09-03 11:00:00,60,21.583,0.01,641.048,1022.677,3117.028
2019-09-03 12:00:00,61,22.51,0.01,631.408,990.514,3655.481
2019-09-03 13:00:00,62,22.773,0.01,572.676,900.105,3538.137
2019-09-03 14:00:00,63,22.555,0.01,468.774,757.555,3170.192
2019-09-03 15:00:00,64,21.944,0.011,332.512,572.601,2405.15
2019-09-03 16:00:00,65,21.944,0.012,181.684,357.808,1621.062
2019-09-03 17:00:00,66,19.48,0.012,48.105,129.805,479.558
2019-09-03 18:00:00,67,18.065,0.011,0.976,4.387,0.0
2019-09-03 19:00:00,68,17.469,0.011,0.0,0.0,0.0
2019-09-03 20:00:00,69,17.211,0.01,0.0,0.0,0.0
2019-09-03 21:00:00,70,16.707,0.01,0.0,0.0,0.0
2019-09-03 22:00:00,71,14.862,0.01,0.0,0.0,0.0
2019-09-03 23:00:00,72,13.237,0.01,0.0,0.0,0.0
2019-09-04 00:00:00,73,12.471,0.01,0.0,0.0,0.0
2019-09-04 01:00:00,74,12.087,0.01,0.0,0.0,0.0
2019-09-04 02:00:00,75,12.009,0.01,0.0,0.0,0.0
2019-09-04 03:00:00,76,12.029,0.01,0.0,0.0,0.0
2019-09-04 04:00:00,77,11.971,0.01,1.138,4.251,0.0
2019-09-04 05:00:00,78,13.053,0.01,50.757,138.757,135.476
2019-09-04 06:00:00,79,14.779,0.011,174.848,367.421,507.231
2019-09-04 07:00:00,80,16.905,0.011,326.061,580.575,1085.447
2019-09-04 08:00:00,81,19.729,0.012,471.631,763.109,1744.848
2019-09-04 09:00:00,82,21.992,0.013,584.935,902.549,2161.128
2019-09-04 10:00:00,83,23.554,0.013,649.364,989.397,2736.912
2019-09-04 11:00:00,84,24.515,0.013,666.515,1017.692,2895.584
2019-09-04 12:00:00,85,24.893,0.014,631.612,985.466,2648.487
2019-09-04 13:00:00,86,24.859,0.014,553.007,894.927,2315.434
2019-09-04 14:00:00,87,24.561,0.014,441.603,752.202,2041.564
2019-09-04 15:00:00,88,23.95,0.015,303.536,566.981,1676.679
2019-09-04 16:00:00,89,22.828,0.015,162.142,351.896,1082.154
2019-09-04 17:00:00,90,20.26,0.015,41.287,124.069,313.003
2019-09-04 18:00:00,91,18.393,0.014,0.633,3.6,0.0
2019-09-04 19:00:00,92,17.817,0.014,0.0,0.0,0.0
2019-09-04 20:00:00,93,17.336,0.014,0.0,0.0,0.0
2019-09-04 21:00:00,94,17.022,0.013,0.0,0.0,0.0
2019-09-04 22:00:00,95,16.705,0.013,0.0,0.0,0.0
2019-09-04 23:00:00,96,16.298,0.013,0.0,0.0,0.0
2019-09-05 00:00:00,97,15.888,0.013,0.0,0.0,0.0
2019-09-05 01:00:00,98,15.52,0.012,0.0,0.0,0.0
2019-09-05 02:00:00,99,15.145,0.012,0.0,0.0,0.0
2019-09-05 03:00:00,100,14.733,0.012,0.0,0.0,0.0
2019-09-05 04:00:00,101,14.36,0.012,0.841,3.516,0.0
2019-09-05 05:00:00,102,15.321,0.012,43.501,132.786,533.916
2019-09-05 06:00:00,103,17.549,0.012,159.921,361.499,1547.11
2019-09-05 07:00:00,104,19.709,0.012,307.405,574.931,2241.24
2019-09-05 08:00:00,105,22.111,0.013,447.22,757.71,2512.326
2019-09-05 09:00:00,106,23.744,0.013,545.174,897.325,2669.34
2019-09-05 10:00:00,107,24.644,0.013,598.427,984.295,2470.743
2019-09-05 11:00:00,108,25.167,0.013,607.287,1012.602,2478.447
2019-09-05 12:00:00,109,25.351,0.013,570.582,980.35,2210.929
2019-09-05 13:00:00,110,25.216,0.013,500.964,889.688,1828.245
2019-09-05 14:00:00,111,24.601,0.014,392.954,746.763,1217.163
2019-09-05 15:00:00,112,23.578,0.014,266.257,561.315,635.177
2019-09-05 16:00:00,113,22.148,0.015,137.48,345.936,300.953
2019-09-05 17:00:00,114,20.162,0.014,35.099,118.367,88.165
2019-09-05 18:00:00,115,18.647,0.013,0.608,2.91,0.0
2019-09-05 19:00:00,116,18.051,0.013,0.0,0.0,0.0
2019-09-05 20:00:00,117,17.766,0.013,0.0,0.0,0.0
2019-09-05 21:00:00,118,17.597,0.012,0.0,0.0,0.0
2019-09-05 22:00:00,119,17.157,0.012,0.0,0.0,0.0
2019-09-05 23:00:00,120,16.698,0.012,0.0,0.0,0.0
2019-09-06 00:00:00,121,16.27,0.012,0.0,0.0,0.0
2019-09-06 01:00:00,122,15.828,0.012,0.0,0.0,0.0
2019-09-06 02:00:00,123,15.57,0.012,0.0,0.0,0.0
2019-09-06 03:00:00,124,15.449,0.011,0.0,0.0,0.0
2019-09-06 04:00:00,125,15.328,0.011,0.57,2.882,0.0
2019-09-06 05:00:00,126,16.044,0.011,38.786,126.843,233.867
2019-09-06 06:00:00,127,17.822,0.012,145.952,355.523,818.929
2019-09-06 07:00:00,128,20.159,0.013,281.84,569.23,1524.557
2019-09-06 08:00:00,129,22.827,0.013,421.713,752.229,2431.047
2019-09-06 09:00:00,130,24.253,0.013,531.881,892.04,2977.653
2019-09-06 10:00:00,131,25.359,0.013,599.398,979.101,3290.905
2019-09-06 11:00:00,132,26.045,0.013,619.182,1007.471,3450.304
2019-09-06 12:00:00,133,26.382,0.013,589.113,975.172,3360.194
2019-09-06 13:00:00,134,26.263,0.013,521.925,884.375,2989.717
2019-09-06 14:00:00,135,25.895,0.013,419.678,741.275,2736.644
2019-09-06 15:00:00,136,25.446,0.014,287.763,555.573,2180.951
2019-09-06 16:00:00,137,25.326,0.014,150.996,339.925,1382.143
2019-09-06 17:00:00,138,22.966,0.014,38.664,112.711,412.568
2019-09-06 18:00:00,139,21.598,0.013,0.524,2.312,0.0
2019-09-06 19:00:00,140,20.895,0.013,0.0,0.0,0.0
2019-09-06 20:00:00,141,20.356,0.013,0.0,0.0,0.0
2019-09-06 21:00:00,142,19.897,0.013,0.0,0.0,0.0
2019-09-06 22:00:00,143,19.466,0.013,0.0,0.0,0.0
2019-09-06 23:00:00,144,18.972,0.013,0.0,0.0,0.0
2019-09-07 00:00:00,145,18.457,0.012,0.0,0.0,0.0
2019-09-07 01:00:00,146,17.929,0.012,0.0,0.0,0.0
2019-09-07 02:00:00,147,17.378,0.012,0.0,0.0,0.0
2019-09-07 03:00:00,148,16.691,0.012,0.0,0.0,0.0
2019-09-07 04:00:00,149,15.903,0.012,0.303,2.339,0.0
2019-09-07 05:00:00,150,15.978,0.012,31.584,120.947,259.924
2019-09-07 06:00:00,151,18.205,0.013,126.744,349.505,731.615
2019-09-07 07:00:00,152,19.92,0.013,242.365,563.485,1288.229
2019-09-07 08:00:00,153,21.889,0.014,351.522,746.716,1423.231
2019-09-07 09:00:00,154,22.836,0.014,436.941,886.682,1482.028
2019-09-07 10:00:00,155,23.283,0.014,488.401,973.86,1621.733
2019-09-07 11:00:00,156,23.484,0.014,492.702,1002.258,1717.817
2019-09-07 12:00:00,157,23.425,0.014,449.456,969.91,1343.906
2019-09-07 13:00:00,158,23.129,0.014,371.682,879.014,995.984
2019-09-07 14:00:00,159,22.54,0.015,281.541,735.723,643.021
2019-09-07 15:00:00,160,21.769,0.015,186.767,549.791,354.517
2019-09-07 16:00:00,161,20.862,0.016,96.626,333.866,145.868
2019-09-07 17:00:00,162,20.009,0.015,25.169,107.106,14.871
2019-09-07 18:00:00,163,19.57,0.015,0.357,1.803,0.0
2019-09-07 19:00:00,164,19.466,0.015,0.0,0.0,0.0
2019-09-07 20:00:00,165,19.412,0.015,0.0,0.0,0.0
2019-09-07 21:00:00,166,19.248,0.015,0.0,0.0,0.0
2019-09-07 22:00:00,167,19.089,0.014,0.0,0.0,0.0
2019-09-07 23:00:00,168,19.076,0.014,0.0,0.0,0.0
2019-09-08 00:00:00,169,19.021,0.014,0.0,0.0,0.0
2019-09-08 01:00:00,170,18.985,0.014,0.0,0.0,0.0
2019-09-08 02:00:00,171,18.873,0.014,0.0,0.0,0.0
2019-09-08 03:00:00,172,18.672,0.014,0.0,0.0,0.0
2019-09-08 04:00:00,173,18.393,0.014,0.098,1.877,0.0
2019-09-08 05:00:00,174,18.144,0.013,15.013,115.109,1.483
2019-09-08 06:00:00,175,18.14,0.014,71.436,343.429,81.137
2019-09-08 07:00:00,176,18.336,0.014,155.006,557.662,218.883
2019-09-08 08:00:00,177,18.563,0.014,257.85,741.123,429.566
2019-09-08 09:00:00,178,18.617,0.014,367.023,881.276,600.609
2019-09-08 10:00:00,179,18.626,0.013,464.629,968.542,744.093
2019-09-08 11:00:00,180,18.854,0.013,522.847,996.973,1068.964
2019-09-08 12:00:00,181,20.088,0.013,536.247,964.573,1813.693
2019-09-08 13:00:00,182,21.676,0.012,502.844,873.562,3090.912
2019-09-08 14:00:00,183,22.235,0.012,424.443,730.091,2484.43
2019-09-08 15:00:00,184,21.952,0.012,312.986,543.947,1289.351
2019-09-08 16:00:00,185,21.051,0.012,177.909,327.755,1091.859
2019-09-08 17:00:00,186,19.569,0.012,44.402,101.565,344.273
2019-09-08 18:00:00,187,18.251,0.011,0.36,1.376,0.0
2019-09-08 19:00:00,188,17.181,0.011,0.0,0.0,0.0
2019-09-08 20:00:00,189,16.046,0.01,0.0,0.0,0.0
2019-09-08 21:00:00,190,14.882,0.01,0.0,0.0,0.0
2019-09-08 22:00:00,191,13.826,0.009,0.0,0.0,0.0
2019-09-08 23:00:00,192,12.875,0.009,0.0,0.0,0.0
2019-09-09 00:00:00,193,12.061,0.009,0.0,0.0,0.0
2019-09-09 01:00:00,194,11.151,0.008,0.0,0.0,0.0
2019-09-09 02:00:00,195,10.366,0.008,0.0,0.0,0.0
2019-09-09 03:00:00,196,9.45,0.008,0.0,0.0,0.0
2019-09-09 04:00:00,197,8.625,0.007,0.42,1.485,0.0
2019-09-09 05:00:00,198,8.747,0.007,46.521,109.349,113.108
2019-09-09 06:00:00,199,10.072,0.007,189.136,337.307,1004.872
2019-09-09 07:00:00,200,12.325,0.007,350.898,551.791,2874.65
2019-09-09 08:00:00,201,13.827,0.007,491.973,735.468,2532.017
2019-09-09 09:00:00,202,14.444,0.007,588.234,875.775,1960.377
2019-09-09 10:00:00,203,15.867,0.007,654.38,963.156,3553.758
2019-09-09 11:00:00,204,16.922,0.007,669.25,991.611,3939.359
2019-09-09 12:00:00,205,17.401,0.007,620.515,959.176,3913.221
2019-09-09 13:00:00,206,17.443,0.007,535.459,868.063,3683.173
2019-09-09 14:00:00,207,17.099,0.007,419.854,724.417,3110.055
2019-09-09 15:00:00,208,16.122,0.007,278.28,538.036,1056.782
2019-09-09 16:00:00,209,15.119,0.008,142.267,321.599,662.459
2019-09-09 17:00:00,210,13.76,0.008,32.948,96.092,288.982
2019-09-09 18:00:00,211,12.542,0.008,0.214,1.025,0.0
2019-09-09 19:00:00,212,11.75,0.008,0.0,0.0,0.0
2019-09-09 20:00:00,213,11.161,0.008,0.0,0.0,0.0
2019-09-09 21:00:00,214,10.704,0.007,0.0,0.0,0.0
2019-09-09 22:00:00,215,10.281,0.007,0.0,0.0,0.0
2019-09-09 23:00:00,216,9.387,0.007,0.0,0.0,0.0
2019-09-10 00:00:00,217,8.222,0.007,0.0,0.0,0.0
2019-09-10 01:00:00,218,7.706,0.007,0.0,0.0,0.0
2019-09-10 02:00:00,219,7.585,0.007,0.0,0.0,0.0
2019-09-10 03:00:00,220,7.16,0.007,0.0,0.0,0.0
2019-09-10 04:00:00,221,7.126,0.007,0.285,1.157,0.0
2019-09-10 05:00:00,222,7.211,0.006,36.433,103.668,298.407
2019-09-10 06:00:00,223,8.575,0.007,159.592,331.135,2062.293
2019-09-10 07:00:00,224,10.798,0.007,315.93,545.874,3255.266
2019-09-10 08:00:00,225,12.74,0.006,457.086,729.751,3554.773
2019-09-10 09:00:00,226,14.087,0.006,560.625,870.231,3579.01
2019-09-10 10:00:00,227,14.957,0.006,622.519,957.697,3486.162
2019-09-10 11:00:00,228,15.227,0.006,639.814,986.186,3065.691
2019-09-10 12:00:00,229,14.97,0.007,608.984,953.716,2281.11
2019-09-10 13:00:00,230,14.441,0.007,521.687,862.475,1644.474
2019-09-10 14:00:00,231,13.708,0.007,409.21,718.686,1092.069
2019-09-10 15:00:00,232,12.94,0.007,267.668,532.094,657.498
2019-09-10 16:00:00,233,12.104,0.007,135.908,315.394,282.464
2019-09-10 17:00:00,234,10.824,0.008,33.554,90.701,66.177
2019-09-10 18:00:00,235,9.537,0.007,0.201,0.744,0.0
2019-09-10 19:00:00,236,8.689,0.007,0.0,0.0,0.0
2019-09-10 20:00:00,237,7.715,0.007,0.0,0.0,0.0
2019-09-10 21:00:00,238,6.96,0.007,0.0,0.0,0.0
2019-09-10 22:00:00,239,6.429,0.007,0.0,0.0,0.0
2019-09-10 23:00:00,240,6.079,0.007,0.0,0.0,0.0
2019-09-11 00:00:00,241,5.756,0.006,0.0,0.0,0.0
2019-09-11 01:00:00,242,5.584,0.006,0.0,0.0,0.0
2019-09-11 02:00:00,243,5.681,0.006,0.0,0.0,0.0
2019-09-11 03:00:00,244,5.686,0.006,0.0,0.0,0.0
2019-09-11 04:00:00,245,5.623,0.006,0.186,0.887,0.0
2019-09-11 05:00:00,246,6.337,0.006,39.143,98.085,195.733
2019-09-11 06:00:00,247,8.199,0.006,186.243,324.928,1445.395
2019-09-11 07:00:00,248,10.833,0.007,366.378,539.895,3144.774
2019-09-11 08:00:00,249,13.669,0.007,518.31,723.992,3691.123
2019-09-11 09:00:00,250,15.375,0.006,630.317,864.605,3874.661
2019-09-11 10:00:00,251,16.413,0.006,689.546,952.175,3931.043
2019-09-11 11:00:00,252,16.931,0.007,695.95,980.688,3824.812
2019-09-11 12:00:00,253,17.106,0.007,661.575,948.17,3789.401
2019-09-11 13:00:00,254,17.03,0.007,575.722,856.852,3661.893
2019-09-11 14:00:00,255,16.562,0.007,456.408,712.889,3057.58
2019-09-11 15:00:00,256,15.803,0.007,319.001,526.082,2178.924
2019-09-11 16:00:00,257,14.616,0.008,165.4,309.15,1663.029
2019-09-11 17:00:00,258,11.571,0.008,34.112,85.405,750.456
2019-09-11 18:00:00,259,10.07,0.007,0.095,0.524,0.0
2019-09-11 19:00:00,260,9.737,0.007,0.0,0.0,0.0
2019-09-11 20:00:00,261,9.501,0.007,0.0,0.0,0.0
2019-09-11 21:00:00,262,9.396,0.007,0.0,0.0,0.0
2019-09-11 22:00:00,263,9.287,0.007,0.0,0.0,0.0
2019-09-11 23:00:00,264,9.235,0.007,0.0,0.0,0.0
2019-09-12 00:00:00,265,9.056,0.007,0.0,0.0,0.0
2019-09-12 01:00:00,266,8.76,0.007,0.0,0.0,0.0
2019-09-12 02:00:00,267,8.446,0.007,0.0,0.0,0.0
2019-09-12 03:00:00,268,8.251,0.007,0.0,0.0,0.0
2019-09-12 04:00:00,269,8.168,0.006,0.158,0.667,0.0
2019-09-12 05:00:00,270,8.593,0.007,38.227,92.605,842.858
2019-09-12 06:00:00,271,10.815,0.007,167.336,318.67,2323.334
2019-09-12 07:00:00,272,13.521,0.007,313.564,533.87,3138.775
2019-09-12 08:00:00,273,16.585,0.007,447.453,718.151,3408.691
2019-09-12 09:00:00,274,18.304,0.007,554.713,858.934,3582.314
2019-09-12 10:00:00,275,19.574,0.008,615.124,946.585,3638.79
2019-09-12 11:00:00,276,20.371,0.008,621.069,975.136,3431.362
2019-09-12 12:00:00,277,20.289,0.008,591.214,942.586,2401.743
2019-09-12 13:00:00,278,19.78,0.008,518.974,851.153,1567.848
2019-09-12 14:00:00,279,19.544,0.008,403.741,707.033,1409.721
2019-09-12 15:00:00,280,18.826,0.009,267.171,520.03,1035.292
2019-09-12 16:00:00,281,17.038,0.01,136.13,302.866,467.458
2019-09-12 17:00:00,282,14.335,0.009,29.472,80.212,146.217
2019-09-12 18:00:00,283,12.877,0.009,0.057,0.357,0.0
2019-09-12 19:00:00,284,12.417,0.009,0.0,0.0,0.0
2019-09-12 20:00:00,285,11.946,0.009,0.0,0.0,0.0
2019-09-12 21:00:00,286,11.134,0.008,0.0,0.0,0.0
2019-09-12 22:00:00,287,10.511,0.008,0.0,0.0,0.0
2019-09-12 23:00:00,288,10.217,0.008,0.0,0.0,0.0
2019-09-13 00:00:00,289,9.902,0.008,0.0,0.0,0.0
2019-09-13 01:00:00,290,9.282,0.008,0.0,0.0,0.0
2019-09-13 02:00:00,291,9.147,0.008,0.0,0.0,0.0
2019-09-13 03:00:00,292,9.832,0.008,0.0,0.0,0.0
2019-09-13 04:00:00,293,10.159,0.008,0.13,0.49,0.0
2019-09-13 05:00:00,294,10.472,0.008,24.627,87.242,31.554
2019-09-13 06:00:00,295,11.862,0.009,93.626,312.37,309.187
2019-09-13 07:00:00,296,13.61,0.009,171.54,527.798,653.895
2019-09-13 08:00:00,297,15.002,0.009,243.446,712.274,672.697
2019-09-13 09:00:00,298,15.706,0.01,292.365,853.198,675.75
2019-09-13 10:00:00,299,16.107,0.01,314.323,940.935,728.997
2019-09-13 11:00:00,300,16.237,0.01,324.807,969.501,710.017
2019-09-13 12:00:00,301,16.38,0.01,323.785,936.925,522.102
2019-09-13 13:00:00,302,16.528,0.01,298.042,845.377,420.173
2019-09-13 14:00:00,303,16.747,0.01,249.997,701.125,412.799
2019-09-13 15:00:00,304,16.716,0.01,184.255,513.924,298.994
2019-09-13 16:00:00,305,16.371,0.01,102.388,296.538,132.005
2019-09-13 17:00:00,306,15.697,0.01,23.681,75.14,4.193
2019-09-13 18:00:00,307,15.117,0.009,0.051,0.232,0.0
2019-09-13 19:00:00,308,14.511,0.009,0.0,0.0,0.0
2019-09-13 20:00:00,309,14.113,0.009,0.0,0.0,0.0
2019-09-13 21:00:00,310,13.143,0.009,0.0,0.0,0.0
2019-09-13 22:00:00,311,11.718,0.009,0.0,0.0,0.0
2019-09-13 23:00:00,312,10.702,0.008,0.0,0.0,0.0
2019-09-14 00:00:00,313,10.081,0.008,0.0,0.0,0.0
2019-09-14 01:00:00,314,9.482,0.008,0.0,0.0,0.0
2019-09-14 02:00:00,315,8.805,0.008,0.0,0.0,0.0
2019-09-14 03:00:00,316,8.212,0.008,0.0,0.0,0.0
2019-09-14 04:00:00,317,7.877,0.007,0.033,0.349,0.0
2019-09-14 05:00:00,318,7.794,0.007,26.949,82.002,124.608
2019-09-14 06:00:00,319,8.566,0.007,147.205,306.034,1210.394
2019-09-14 07:00:00,320,10.788,0.007,329.3,521.67,2832.819
2019-09-14 08:00:00,321,13.94,0.007,501.175,706.326,3799.5
2019-09-14 09:00:00,322,16.459,0.007,636.655,847.376,3937.768
2019-09-14 10:00:00,323,17.888,0.007,720.928,935.217,3962.272
2019-09-14 11:00:00,324,18.633,0.007,742.113,963.813,3927.203
2019-09-14 12:00:00,325,18.796,0.007,705.263,931.194,3950.414
2019-09-14 13:00:00,326,18.555,0.007,615.34,839.573,3867.21
2019-09-14 14:00:00,327,17.937,0.007,486.861,695.153,3652.257
2019-09-14 15:00:00,328,16.991,0.007,327.385,507.775,3220.522
2019-09-14 16:00:00,329,15.356,0.008,160.56,290.169,2328.9
2019-09-14 17:00:00,330,11.984,0.008,27.807,70.196,598.276
2019-09-14 18:00:00,331,10.316,0.008,0.031,0.142,0.0
2019-09-14 19:00:00,332,9.854,0.007,0.0,0.0,0.0
2019-09-14 20:00:00,333,9.422,0.007,0.0,0.0,0.0
2019-09-14 21:00:00,334,8.907,0.007,0.0,0.0,0.0
2019-09-14 22:00:00,335,8.337,0.007,0.0,0.0,0.0
2019-09-14 23:00:00,336,7.837,0.007,0.0,0.0,0.0
2019-09-15 00:00:00,337,7.554,0.007,0.0,0.0,0.0
2019-09-15 01:00:00,338,7.237,0.007,0.0,0.0,0.0
2019-09-15 02:00:00,339,7.09,0.007,0.0,0.0,0.0
2019-09-15 03:00:00,340,7.022,0.007,0.0,0.0,0.0
2019-09-15 04:00:00,341,6.937,0.007,0.056,0.24,0.0
2019-09-15 05:00:00,342,7.363,0.007,31.742,76.896,1060.939
2019-09-15 06:00:00,343,9.289,0.007,152.176,299.657,2302.376
2019-09-15 07:00:00,344,11.849,0.007,309.43,515.507,2881.501
2019-09-15 08:00:00,345,14.987,0.008,458.389,700.334,3001.971
2019-09-15 09:00:00,346,17.007,0.007,567.589,841.508,3149.901
2019-09-15 10:00:00,347,18.229,0.007,642.521,929.44,3664.882
2019-09-15 11:00:00,348,18.925,0.007,672.502,958.044,3824.436
2019-09-15 12:00:00,349,19.239,0.007,644.474,925.408,3853.856
2019-09-15 13:00:00,350,19.179,0.007,559.249,833.685,3740.004
2019-09-15 14:00:00,351,18.725,0.007,432.71,689.137,3447.774
2019-09-15 15:00:00,352,17.875,0.007,284.028,501.578,2988.987
2019-09-15 16:00:00,353,16.305,0.008,133.365,283.763,1882.844
2019-09-15 17:00:00,354,14.139,0.007,22.069,65.39,255.37
2019-09-15 18:00:00,355,13.321,0.007,0.014,0.081,0.0
2019-09-15 19:00:00,356,12.97,0.007,0.0,0.0,0.0
2019-09-15 20:00:00,357,12.627,0.006,0.0,0.0,0.0
2019-09-15 21:00:00,358,11.72,0.006,0.0,0.0,0.0
2019-09-15 22:00:00,359,10.385,0.006,0.0,0.0,0.0
2019-09-15 23:00:00,360,8.792,0.006,0.0,0.0,0.0
2019-09-16 00:00:00,361,7.125,0.006,0.0,0.0,0.0
2019-09-16 01:00:00,362,5.486,0.005,0.0,0.0,0.0
2019-09-16 02:00:00,363,4.162,0.005,0.0,0.0,0.0
2019-09-16 03:00:00,364,2.97,0.005,0.0,0.0,0.0
2019-09-16 04:00:00,365,1.747,0.005,0.025,0.157,0.0
2019-09-16 05:00:00,366,1.638,0.005,27.782,71.934,1460.88
2019-09-16 06:00:00,367,3.983,0.005,167.478,293.242,2867.018
2019-09-16 07:00:00,368,6.939,0.004,347.829,509.29,3648.607
2019-09-16 08:00:00,369,9.051,0.004,518.823,694.285,4024.105
2019-09-16 09:00:00,370,10.284,0.004,653.39,835.598,4176.135
2019-09-16 10:00:00,371,11.245,0.004,735.379,923.593,4193.915
2019-09-16 11:00:00,372,11.925,0.004,761.156,952.232,4140.849
2019-09-16 12:00:00,373,12.286,0.004,730.344,919.555,4172.303
2019-09-16 13:00:00,374,12.327,0.004,646.452,827.757,4084.117
2019-09-16 14:00:00,375,12.021,0.004,516.779,683.073,3868.971
2019-09-16 15:00:00,376,11.354,0.004,352.983,495.339,3457.175
2019-09-16 16:00:00,377,9.928,0.005,174.585,277.323,2600.689
2019-09-16 17:00:00,378,6.381,0.005,28.765,60.734,593.915
2019-09-16 18:00:00,379,4.693,0.005,0.006,0.042,0.0
2019-09-16 19:00:00,380,4.131,0.005,0.0,0.0,0.0
2019-09-16 20:00:00,381,3.712,0.005,0.0,0.0,0.0
2019-09-16 21:00:00,382,3.281,0.005,0.0,0.0,0.0
2019-09-16 22:00:00,383,2.789,0.005,0.0,0.0,0.0
2019-09-16 23:00:00,384,2.37,0.005,0.0,0.0,0.0
2019-09-17 00:00:00,385,1.991,0.005,0.0,0.0,0.0
2019-09-17 01:00:00,386,1.627,0.005,0.0,0.0,0.0
2019-09-17 02:00:00,387,1.415,0.005,0.0,0.0,0.0
2019-09-17 03:00:00,388,1.331,0.005,0.0,0.0,0.0
2019-09-17 04:00:00,389,1.381,0.004,0.023,0.096,0.0
2019-09-17 05:00:00,390,1.933,0.005,29.031,67.117,1084.266
2019-09-17 06:00:00,391,5.363,0.005,153.437,286.788,2496.853
