Time_solar,Temperature©,Humidity ,Ground Radiation Intensity (W/m^2),Upper Atmosphere Radiation Intensity (W/m^2),PV Generation (KW),timestamp,hour,Date - Time ,Time_wind,Air Density,Wind Speed ,Power Generation ,clearness_index_kt,wind_power_coefficient_cp,complementarity_index,total_renewable_power,renewable_capacity_factor,solar_efficiency,wind_power_per_speed,day_of_week,day_of_year,month,week_of_year,hour_sin,hour_cos,day_sin,day_cos,solar_lag_1,solar_lag_2,solar_lag_3,solar_lag_6,solar_lag_12,solar_lag_24,wind_lag_1,wind_lag_2,wind_lag_3,wind_lag_6,wind_lag_12,wind_lag_24,solar_rolling_mean_6h,solar_rolling_std_6h,wind_rolling_mean_6h,wind_rolling_std_6h,solar_rate_of_change,solar_volatility,wind_rate_of_change,wind_volatility,total_rate_of_change,total_volatility
863,17.157,0.012,0.0,0.0,0.0,2019-07-06 22:00:00,22.0,,863,1.155,8.256,2559.439,0.0,0.593,0.39678112204053795,2559.439,0.30912394513283054,0.0,310.0095312488455,5,187,7,27,-0.5000000000000004,0.8660254037844384,-0.07738647923346322,-0.9970011699250151,0.0,0.0,0.0,1124.241,3160.656,0.0,1881.332,797.847,133.002,453.852,707.309,2118.205,100.19116666666629,184.68967335337666,948.3023333333334,1041.0318354195801,0.0,0.0,678.1069999999997,678.1069999999997,678.1069999999997,678.1069999999997
864,16.631,0.012,0.0,0.0,0.0,2019-07-06 23:00:00,23.0,,864,1.148,8.277,2574.988,0.0,0.593,0.3931164711801769,2574.988,0.3110019223859983,0.0,311.10156927611825,5,187,7,27,-0.25881904510252157,0.9659258262890681,-0.07738647923346322,-0.9970011699250151,0.0,0.0,0.0,458.833,3237.135,0.0,2559.439,1881.332,797.847,257.558,848.66,2167.489,23.71899999999962,58.09944720916427,1334.5406666666668,1156.9472446983311,0.0,0.0,15.548999999999978,15.548999999999978,15.548999999999978,15.548999999999978
865,16.267,0.012,0.0,0.0,0.0,2019-07-07 00:00:00,0.0,,865,1.142,8.048,2418.617,0.0,0.593,0.4299706174072988,2418.617,0.29211574442888905,0.0,300.52394377187585,6,188,7,27,0.0,1.0,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,142.314,3137.643,0.0,2574.988,2559.439,1881.332,60.636,968.168,1668.512,0.0,0.00010255790718937062,1727.5375000000001,1031.343198528353,0.0,0.0,-156.37099999999964,156.37099999999964,-156.37099999999964,156.37099999999964
866,16.154,0.012,0.0,0.0,0.0,2019-07-07 01:00:00,1.0,,866,1.136,7.573,2088.958,0.0,0.593,0.5076659764642009,2088.958,0.25230018694596257,0.0,275.84282637754836,6,188,7,27,0.25881904510252074,0.9659258262890683,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,0.0,2745.202,0.0,2418.617,2574.988,2559.439,133.002,994.025,1460.04,0.0,0.00010255790718937062,2053.530166666667,673.6168006353171,0.0,0.0,-329.6590000000001,329.6590000000001,-329.6590000000001,329.6590000000001
867,16.096,0.012,0.0,0.0,0.0,2019-07-07 02:00:00,2.0,,867,1.132,7.286,1894.651,0.0,0.593,0.5534610317554851,1894.651,0.228832174460834,0.0,260.0399039198595,6,188,7,27,0.49999999999999994,0.8660254037844387,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,0.0,2383.049,0.0,2088.958,2418.617,2574.988,797.847,871.767,1478.91,0.0,0.00010255790718937062,2236.3308333333334,321.4976959913719,0.0,0.0,-194.30700000000002,194.30700000000002,-194.30700000000002,194.30700000000002
868,16.048,0.012,3.712,15.717,2.786,2019-07-07 03:00:00,3.0,,868,1.128,7.171,1821.217,0.0,0.593,0.5714584226844767,1824.0030000000002,0.220299449720864,0.0,253.96970381122523,6,188,7,27,0.7071067811865476,0.7071067811865476,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,0.0,1849.071,0.0,1894.651,2088.958,2418.617,1881.332,597.158,1573.557,0.4643333333329544,1.1373797418557303,2226.3116666666665,335.40926146762945,2.786,2.786,-73.43399999999997,73.43399999999997,-70.64799999999991,70.64799999999991
869,17.534,0.012,63.56,171.677,502.66,2019-07-07 04:00:00,4.0,,869,1.126,6.142,1182.66,0.0,0.593,0.8457889339079163,1685.3200000000002,0.20354959317696653,1.0,192.55288300995068,6,188,7,27,0.8660254037844386,0.5000000000000001,-0.09453674981719933,-0.9955213724144752,2.786,0.0,0.0,0.0,1124.241,32.948,1821.217,1894.651,2088.958,2559.439,453.852,1475.726,84.24099999999963,204.98563896529518,1996.8485,494.9367182526406,499.874,499.874,-638.557,638.557,-138.683,138.683
870,19.401,0.012,188.738,382.171,1321.478,2019-07-07 05:00:00,5.0,,870,1.124,4.087,318.604,0.0,0.593,0.7477226570043968,1640.082,0.1980858376313493,1.0,77.9554494848423,6,188,7,27,0.9659258262890683,0.25881904510252074,-0.09453674981719933,-0.9955213724144752,502.66,2.786,0.0,0.0,458.833,140.559,1182.66,1821.217,1894.651,2574.988,257.558,952.741,304.48733333333297,537.1598877275522,1620.7845,756.111936569906,818.818,818.818,-864.056,864.056,-45.238000000000056,45.238000000000056
871,21.512,0.013,343.968,592.249,2281.661,2019-07-07 06:00:00,6.0,,871,1.124,3.562,187.134,0.0,0.593,0.47887298213521456,2468.795,0.2981761433361789,1.0,52.536200860134514,6,188,7,27,1.0,6.123233995736766e-17,-0.09453674981719933,-0.9955213724144752,1321.478,502.66,2.786,0.0,142.314,421.778,318.604,1182.66,1821.217,2418.617,60.636,717.863,684.7641666666663,937.1813140579446,1248.8706666666667,830.3522101690702,960.183,960.183,-131.47,131.47,828.713,828.713
872,23.637,0.013,498.023,787.616,2959.452,2019-07-07 07:00:00,7.0,,872,1.124,3.652,207.14,1.0,0.593,0.31568020977169786,3166.592,0.3824546752886317,1.0,56.71959016440575,6,188,7,27,0.9659258262890683,-0.25881904510252063,-0.09453674981719933,-0.9955213724144752,2281.661,1321.478,502.66,0.0,0.0,1221.24,187.134,318.604,1182.66,2088.958,133.002,621.268,1178.0061666666663,1235.8900298066067,935.2343333333333,804.5711306515163,677.7910000000002,677.7910000000002,20.006,20.006,697.797,697.797
873,25.433,0.013,631.391,954.92,3241.653,2019-07-07 08:00:00,8.0,,873,1.125,3.279,131.052,0.923761520228586,0.593,0.2278383703919995,3372.705,0.4073485929413529,1.0,39.96705094021014,6,188,7,27,0.8660254037844387,-0.4999999999999998,-0.09453674981719933,-0.9955213724144752,2959.452,2281.661,1321.478,0.0,0.0,2172.704,207.14,187.134,318.604,1894.651,797.847,530.975,1718.2816666666665,1323.3801311412658,641.3011666666667,699.2170146037346,282.20099999999957,282.20099999999957,-76.088,76.088,206.11299999999983,206.11299999999983
874,26.905,0.014,738.592,1082.764,3429.566,2019-07-07 09:00:00,9.0,,874,1.127,2.633,43.608,0.7641015525820528,0.593,0.16067788899793023,3473.174,0.41948303867088593,1.0,16.562090177709766,6,188,7,27,0.7071067811865476,-0.7071067811865475,-0.09453674981719933,-0.9955213724144752,3241.653,2959.452,2281.661,2.786,0.0,2951.49,131.052,207.14,187.134,1821.217,1881.332,633.41,2289.4116666666664,1164.9125875581708,345.03299999999996,420.216362319689,187.913,187.913,-87.44399999999999,87.44399999999999,100.46900000000005,100.46900000000005
875,28.043,0.014,806.403,1162.419,3480.978,2019-07-07 10:00:00,10.0,,875,1.13,1.981,7.37,0.6811660405735923,0.593,0.13940097506319316,3488.348,0.42131572417089025,1.0,3.7203413829675,6,188,7,27,0.49999999999999994,-0.8660254037844387,-0.09453674981719933,-0.9955213724144752,3429.566,3241.653,2959.452,502.66,0.0,3160.656,43.608,131.052,207.14,1182.66,2559.439,707.309,2785.7979999999993,840.7210167628768,149.15133333333333,114.0951376959536,51.41200000000026,51.41200000000026,-36.238,36.238,15.173999999999978,15.173999999999978
876,28.659,0.014,827.375,1188.501,3422.741,2019-07-07 11:00:00,11.0,,876,1.133,1.612,1.66,0.6265995823833861,0.593,0.15248215982157476,3424.401,0.4135923328654483,1.0,1.0297760361190842,6,188,7,27,0.258819045102521,-0.9659258262890682,-0.09453674981719933,-0.9955213724144752,3480.978,3429.566,3241.653,1321.478,0.0,3237.135,7.37,43.608,131.052,318.604,2574.988,848.66,3136.0085,460.35597033633115,96.32733333333333,90.97883219880637,-58.23700000000008,58.23700000000008,-5.71,5.71,-63.947000000000116,63.947000000000116
877,28.741,0.014,790.776,1159.15,3240.053,2019-07-07 12:00:00,12.0,,877,1.136,1.464,0.779,0.5784754933588327,0.593,0.19753147071192856,3240.832,0.39142123463490297,1.0,0.5321034616779634,6,188,7,27,1.2246467991473532e-16,-1.0,-0.09453674981719933,-0.9955213724144752,3422.741,3480.978,3429.566,2281.661,0.0,3137.643,1.66,7.37,43.608,187.134,2418.617,968.168,3295.7405,193.6325558378671,65.26816666666666,85.41819692406614,-182.6880000000001,182.6880000000001,-0.8809999999999999,0.8809999999999999,-183.56899999999996,183.56899999999996
878,28.33,0.014,705.129,1076.4,2723.308,2019-07-07 13:00:00,13.0,,878,1.14,1.465,0.783,0.5340184764180869,0.593,0.32554466307468777,2724.091,0.3290102857777964,1.0,0.5344706249347271,6,188,7,27,-0.2588190451025208,-0.9659258262890683,-0.09453674981719933,-0.9955213724144752,3240.053,3422.741,3480.978,2959.452,0.0,2745.202,0.779,1.66,7.37,207.14,2088.958,994.025,3256.3831666666665,280.2723129753838,30.87533333333333,51.79741218881993,-516.7449999999999,516.7449999999999,0.0040000000000000036,0.0040000000000000036,-516.741,516.741
879,27.776,0.014,585.355,945.866,2061.279,2019-07-07 14:00:00,14.0,,879,1.143,1.613,1.677,0.4944475004184695,0.593,0.4897585414148302,2062.956,0.24915971717061575,1.0,1.0396769747817889,6,188,7,27,-0.4999999999999997,-0.8660254037844388,-0.09453674981719933,-0.9955213724144752,2723.308,3240.053,3422.741,3241.653,0.0,2383.049,0.783,0.779,1.66,131.052,1894.651,871.767,3059.654166666666,563.6676399849223,9.312833333333332,16.984635614533897,-662.029,662.029,0.894,0.894,-661.1349999999998,661.1349999999998
880,28.12,0.014,443.849,776.462,1249.773,2019-07-07 15:00:00,15.0,,880,1.146,1.893,5.376,0.4591786940719525,0.593,0.6916631644979581,1255.149,0.15159439651014425,1.0,2.839935108327994,6,188,7,27,-0.7071067811865471,-0.7071067811865479,-0.09453674981719933,-0.9955213724144752,2061.279,2723.308,3240.053,3429.566,2.786,1849.071,1.677,0.783,0.779,43.608,1821.217,597.158,2696.355333333333,887.1893665996413,2.9408333333333334,2.7609828247361072,-811.5060000000001,811.5060000000001,3.6990000000000003,3.6990000000000003,-807.8070000000002,807.8070000000002
881,27.489,0.014,293.573,579.708,719.507,2019-07-07 16:00:00,16.0,,881,1.148,2.269,18.071,0.429514264185056,0.593,0.8260169542320516,737.578,0.08908320190603601,1.0,7.964297944337618,6,188,7,27,-0.8660254037844385,-0.5000000000000004,-0.09453674981719933,-0.9955213724144752,1249.773,2061.279,2723.308,3480.978,502.66,1124.241,5.376,1.677,0.783,7.37,1182.66,453.852,2236.110166666666,1091.500598657909,4.724333333333333,6.757726293546471,-530.266,530.266,12.695,12.695,-517.5709999999999,517.5709999999999
882,25.868,0.015,157.455,369.002,332.191,2019-07-07 17:00:00,17.0,,882,1.15,2.635,43.8,0.44503248148786173,0.593,0.9280299196650754,375.991,0.04541144416977239,1.0,16.62238458353526,6,188,7,27,-0.9659258262890683,-0.25881904510252063,-0.09453674981719933,-0.9955213724144752,719.507,1249.773,2061.279,3422.741,1321.478,458.833,18.071,5.376,1.677,1.66,318.604,257.558,1721.0184999999994,1147.3244260033462,11.747666666666666,17.028732444268876,-387.316,387.316,25.728999999999996,25.728999999999996,-361.587,361.587
883,23.877,0.015,53.538,158.97,115.329,2019-07-07 18:00:00,18.0,,883,1.152,2.983,84.816,1.0,0.593,0.9914195436308114,200.14499999999998,0.024173114498376544,1.0,28.433111487391386,6,188,7,27,-1.0,-1.8369701987210297e-16,-0.09453674981719933,-0.9955213724144752,332.191,719.507,1249.773,3240.053,2281.661,142.314,43.8,18.071,5.376,0.779,187.134,60.636,1200.2311666666662,1022.2742265534113,25.753833333333333,33.14067622361541,-216.86199999999997,216.86199999999997,41.016000000000005,41.016000000000005,-175.846,175.846
884,22.624,0.014,4.919,18.014,0.0,2019-07-07 19:00:00,19.0,,884,1.154,3.618,200.905,0.0,0.593,0.952649901530591,200.905,0.02426490578478773,0.0,55.529282606610664,6,188,7,27,-0.9659258262890684,0.2588190451025203,-0.09453674981719933,-0.9955213724144752,115.329,332.191,719.507,2723.308,2959.452,0.0,84.816,43.8,18.071,0.783,207.14,133.002,746.3464999999997,788.6630510893162,59.107499999999995,75.98829948019544,-115.329,115.329,116.089,116.089,0.7600000000000193,0.7600000000000193
885,21.931,0.013,0.004,0.021,0.0,2019-07-07 20:00:00,20.0,,885,1.155,4.145,338.251,0.0,0.593,0.9202796438248124,338.251,0.04085328213140656,0.0,81.60456414847668,6,188,7,27,-0.8660254037844386,0.5000000000000001,-0.09453674981719933,-0.9955213724144752,0.0,115.329,332.191,2061.279,3241.653,0.0,200.905,84.816,43.8,1.677,131.052,797.847,402.79999999999956,495.9410193359791,115.20316666666668,130.08735268179834,0.0,0.0,137.34599999999998,137.34599999999998,137.34599999999998,137.34599999999998
886,21.468,0.013,0.0,0.0,0.0,2019-07-07 21:00:00,21.0,,886,1.155,4.623,492.923,0.0,0.593,0.8838259247513178,492.923,0.05953425825218348,0.0,106.62403058100138,6,188,7,27,-0.7071067811865477,0.7071067811865474,-0.09453674981719933,-0.9955213724144752,0.0,0.0,115.329,1249.773,3429.566,0.0,338.251,200.905,84.816,5.376,43.608,1881.332,194.50449999999958,287.8714847460762,196.461,187.40696343837385,0.0,0.0,154.67200000000003,154.67200000000003,154.67200000000003,154.67200000000003
887,21.09,0.013,0.0,0.0,0.0,2019-07-07 22:00:00,22.0,,887,1.15,4.98,624.298,0.0,0.593,0.8528629363417779,624.298,0.07540146911043234,0.0,125.36101900381144,6,188,7,27,-0.5000000000000004,0.8660254037844384,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,719.507,3480.978,0.0,492.923,338.251,200.905,18.071,7.37,2559.439,74.58666666666629,134.36711923337958,297.4988333333333,230.46756544329344,0.0,0.0,131.375,131.375,131.375,131.375
888,20.654,0.013,0.0,0.0,0.0,2019-07-07 23:00:00,23.0,,888,1.141,5.364,788.515,0.0,0.593,0.8141596132768918,788.515,0.09523527132172865,0.0,147.00127759111155,6,188,7,27,-0.25881904510252157,0.9659258262890681,-0.09453674981719933,-0.9955213724144752,0.0,0.0,0.0,332.191,3422.741,0.0,624.298,492.923,338.251,43.8,1.66,2574.988,19.22149999999962,47.082867091020184,421.618,264.52858684685134,0.0,0.0,164.21699999999998,164.21699999999998,164.21699999999998,164.21699999999998
889,20.117,0.012,0.0,0.0,0.0,2019-07-08 00:00:00,0.0,,889,1.135,5.674,935.883,0.0,0.593,0.7794273303011576,935.883,0.11303408486889074,0.0,164.94233962947837,0,189,7,28,0.0,1.0,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,115.329,3240.053,0.0,788.515,624.298,492.923,84.816,0.779,2418.617,0.0,0.0001034620164214223,563.4625,275.75010289588704,0.0,0.0,147.36800000000005,147.36800000000005,147.36800000000005,147.36800000000005
890,19.656,0.012,0.0,0.0,0.0,2019-07-08 01:00:00,1.0,,890,1.13,5.908,1055.437,0.0,0.593,0.7512503627174155,1055.437,0.1274735788894204,0.0,178.6453658352461,0,189,7,28,0.25881904510252074,0.9659258262890683,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,0.0,2723.308,0.0,935.883,788.515,624.298,200.905,0.783,2088.958,0.0,0.0001034620164214223,705.8845,271.6900467722224,0.0,0.0,119.55399999999986,119.55399999999986,119.55399999999986,119.55399999999986
891,19.387,0.012,0.0,0.0,0.0,2019-07-08 02:00:00,2.0,,891,1.127,6.069,1142.405,0.0,0.593,0.73075339467935,1142.405,0.13797740072706216,0.0,188.2360869606052,0,189,7,28,0.49999999999999994,0.8660254037844387,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,0.0,2061.279,0.0,1055.437,935.883,788.515,338.251,1.677,1894.651,0.0,0.0001034620164214223,839.9101666666667,251.6727590426885,0.0,0.0,86.96800000000007,86.96800000000007,86.96800000000007,86.96800000000007
892,19.236,0.012,3.783,15.051,0.0,2019-07-08 03:00:00,3.0,,892,1.124,6.253,1246.615,0.0,0.593,0.7061927627314287,1246.615,0.15056367698615344,0.0,199.3626740184433,0,189,7,28,0.7071067811865476,0.7071067811865476,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,0.0,1249.773,2.786,1142.405,1055.437,935.883,492.923,5.376,1821.217,0.0,0.0001034620164214223,965.5255000000001,231.09709822300363,0.0,0.0,104.21000000000004,104.21000000000004,104.21000000000004,104.21000000000004
893,19.472,0.012,59.607,169.933,75.092,2019-07-08 04:00:00,4.0,,893,1.122,6.024,1119.911,0.0,0.593,0.7546572684822348,1195.0030000000002,0.14433008241476666,1.0,185.90816966995857,0,189,7,28,0.8660254037844386,0.5000000000000001,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,0.0,719.507,502.66,1246.615,1142.405,1055.437,624.298,18.071,1182.66,12.515333333332954,30.65618062768664,1048.1276666666665,163.39480546290113,75.092,75.092,-126.70399999999995,126.70399999999995,-51.61199999999985,51.61199999999985
894,20.307,0.013,171.538,380.575,260.048,2019-07-08 05:00:00,5.0,,894,1.121,5.018,639.693,0.0,0.593,0.9136557740416936,899.741,0.10866892608800525,1.0,127.47964777209091,0,189,7,28,0.9659258262890683,0.25881904510252074,-0.11165900712169444,-0.9937465804361781,75.092,0.0,0.0,0.0,332.191,1321.478,1119.911,1246.615,1142.405,788.515,43.8,318.604,55.856666666666285,104.44516982741365,1023.3240000000001,214.11124268564842,184.95600000000002,184.95600000000002,-480.2180000000001,480.2180000000001,-295.26200000000017,295.26200000000017
895,21.125,0.013,311.343,590.824,511.638,2019-07-08 06:00:00,6.0,,895,1.12,3.853,255.825,0.0,0.593,0.9335467626725305,767.463,0.0926926526881389,1.0,66.39629732771934,0,189,7,28,1.0,6.123233995736766e-17,-0.11165900712169444,-0.9937465804361781,260.048,75.092,0.0,0.0,115.329,2281.661,639.693,1119.911,1246.615,935.883,84.816,187.134,141.12966666666628,207.62067186645248,909.9809999999999,383.0266554296092,251.58999999999997,251.58999999999997,-383.868,383.868,-132.27800000000002,132.27800000000002
896,21.707,0.013,449.745,786.323,585.751,2019-07-08 07:00:00,7.0,,896,1.12,3.718,224.556,1.0,0.593,0.9078172873711727,810.307,0.0978672656815609,1.0,60.39697138327827,0,189,7,28,0.9659258262890683,-0.25881904510252063,-0.11165900712169444,-0.9937465804361781,511.638,260.048,75.092,0.0,0.0,2959.452,255.825,639.693,1119.911,1055.437,200.905,207.14,238.75483333333295,259.27523027581515,771.5008333333334,461.98193410063044,74.113,74.113,-31.268999999999977,31.268999999999977,42.84400000000005,42.84400000000005
897,23.273,0.013,565.547,953.753,695.366,2019-07-08 08:00:00,8.0,,897,1.121,3.818,246.885,0.8274279431932292,0.593,0.8859251617915818,942.251,0.1138031992266097,1.0,64.66341941764813,0,189,7,28,0.8660254037844387,-0.4999999999999998,-0.11165900712169444,-0.9937465804361781,585.751,511.638,260.048,0.0,0.0,3241.653,224.556,255.825,639.693,1142.405,338.251,131.052,354.6491666666663,285.3135584807998,622.2475,462.8453443307954,109.61500000000001,109.61500000000001,22.32899999999998,22.32899999999998,131.94399999999996,131.94399999999996
898,25.227,0.014,647.088,1081.691,923.8,2019-07-08 09:00:00,9.0,,898,1.123,3.66,209.071,0.6694371797382254,0.593,0.820423488657451,1132.8709999999999,0.13682590319463556,1.0,57.12320843628184,0,189,7,28,0.7071067811865476,-0.7071067811865475,-0.11165900712169444,-0.9937465804361781,695.366,585.751,511.638,0.0,0.0,3429.566,246.885,224.556,255.825,1246.615,492.923,43.608,508.615833333333,304.2832122430952,449.32349999999997,366.76773311824,228.43399999999997,228.43399999999997,-37.81399999999999,37.81399999999999,190.6199999999999,190.6199999999999
899,27.729,0.014,689.033,1161.429,1675.916,2019-07-08 10:00:00,10.0,,899,1.125,2.856,67.499,0.5820239761441166,0.593,0.6007369733964842,1743.415,0.21056619157704237,1.0,23.634095366213106,0,189,7,28,0.49999999999999994,-0.8660254037844387,-0.11165900712169444,-0.9937465804361781,923.8,695.366,585.751,75.092,0.0,3480.978,209.071,246.885,224.556,1119.911,624.298,7.37,775.4198333333329,492.03290231464814,273.9215,191.8854003323142,752.116,752.116,-141.572,141.572,610.5440000000001,610.5440000000001
900,29.317,0.014,695.463,1187.508,2525.811,2019-07-08 11:00:00,11.0,,900,1.129,2.763,56.705,0.5266980817200143,0.593,0.38765013869565257,2582.516,0.3119111392335028,1.0,20.522974837866506,0,189,7,28,0.258819045102521,-0.9659258262890682,-0.11165900712169444,-0.9937465804361781,1675.916,923.8,695.366,260.048,0.0,3422.741,67.499,209.071,246.885,639.693,788.515,1.66,1153.0469999999996,794.1195542894086,176.75683333333333,90.38630125499735,849.8950000000002,849.8950000000002,-10.793999999999997,10.793999999999997,839.1010000000001,839.1010000000001
901,27.799,0.014,655.226,1158.133,2242.822,2019-07-08 12:00:00,12.0,,901,1.132,3.78,237.406,0.47931675166107035,0.593,0.5003428004157011,2480.228,0.299556998306625,1.0,62.80580349052818,0,189,7,28,1.2246467991473532e-16,-1.0,-0.11165900712169444,-0.9937465804361781,2525.811,1675.916,923.8,511.638,0.0,3240.053,56.705,67.499,209.071,255.825,935.883,0.779,1441.5776666666663,828.2310914503723,173.68699999999998,87.42816531297262,-282.98900000000003,282.98900000000003,180.70100000000002,180.70100000000002,-102.28800000000001,102.28800000000001
902,27.224,0.014,582.122,1075.304,2064.481,2019-07-08 13:00:00,13.0,,902,1.135,4.336,393.59,0.44086103894386636,0.593,0.5813329482561636,2458.0710000000004,0.2968809199737138,1.0,90.77258054137901,0,189,7,28,-0.2588190451025208,-0.9659258262890683,-0.11165900712169444,-0.9937465804361781,2242.822,2525.811,1675.916,585.751,0.0,2723.308,237.406,56.705,67.499,224.556,1055.437,0.783,1688.0326666666663,737.6940533006041,201.85933333333332,125.8777283758296,-178.3409999999999,178.3409999999999,156.18399999999997,156.18399999999997,-22.156999999999698,22.156999999999698
903,26.71,0.014,486.538,944.692,2298.879,2019-07-08 14:00:00,14.0,,903,1.137,4.317,387.547,0.4109770958795967,0.593,0.521841741886757,2686.426,0.32446118209006325,1.0,89.77227478057105,0,189,7,28,-0.4999999999999997,-0.8660254037844388,-0.11165900712169444,-0.9937465804361781,2064.481,2242.822,2525.811,695.366,0.0,2061.279,393.59,237.406,56.705,246.885,1142.405,1.677,1955.2848333333332,579.6837740842623,225.303,147.22837930097742,234.39799999999968,234.39799999999968,-6.0429999999999495,6.0429999999999495,228.35499999999956,228.35499999999956
904,26.767,0.014,365.914,775.145,2223.691,2019-07-08 15:00:00,15.0,,904,1.139,4.069,313.548,0.3785519684907354,0.593,0.5230275392368515,2537.2389999999996,0.30644267334555647,1.0,77.0577348100922,0,189,7,28,-0.7071067811865471,-0.7071067811865479,-0.11165900712169444,-0.9937465804361781,2298.879,2064.481,2242.822,923.8,0.0,1249.773,387.547,393.59,237.406,209.071,1246.615,5.376,2171.933333333333,285.1763886710703,242.7158333333333,151.05326211028725,-75.1880000000001,75.1880000000001,-73.99900000000002,73.99900000000002,-149.18700000000035,149.18700000000035
905,26.259,0.015,245.202,578.221,1797.567,2019-07-08 16:00:00,16.0,,905,1.142,3.734,226.276,0.3587446958906442,0.593,0.6080218060317268,2023.843,0.2444357269266676,1.0,60.59880541006818,0,189,7,28,-0.8660254037844385,-0.5000000000000004,-0.11165900712169444,-0.9937465804361781,2223.691,2298.879,2064.481,1675.916,75.092,719.507,313.548,387.547,393.59,67.499,1119.911,18.071,2192.2084999999993,244.2450922919571,269.1786666666667,126.05798675157058,-426.1239999999998,426.1239999999998,-87.27199999999999,87.27199999999999,-513.3959999999995,513.3959999999995
906,25.597,0.016,138.182,367.357,948.062,2019-07-08 17:00:00,17.0,,906,1.144,3.392,152.188,0.3905590699371611,0.593,0.8010066956112821,1100.25,0.13288600378145243,1.0,44.86673205579833,0,189,7,28,-0.9659258262890683,-0.25881904510252063,-0.11165900712169444,-0.9937465804361781,1797.567,2223.691,2298.879,2525.811,260.048,332.191,226.276,313.548,387.547,56.705,639.693,43.8,1929.2503333333332,513.8105149759724,285.0925,96.4109294960508,-849.505,849.505,-74.08800000000002,74.08800000000002,-923.5930000000001,923.5930000000001
907,23.328,0.016,47.115,157.19,243.172,2019-07-08 18:00:00,18.0,,907,1.146,3.563,187.372,1.0,0.593,0.9839200525505029,430.544,0.05200024686396878,1.0,52.58825355367568,0,189,7,28,-1.0,-1.8369701987210297e-16,-0.11165900712169444,-0.9937465804361781,948.062,1797.567,2223.691,2242.822,511.638,115.329,152.188,226.276,313.548,237.406,255.825,84.816,1595.9753333333329,824.3913911182447,276.7535,103.27961748908871,-704.89,704.89,35.184000000000026,35.184000000000026,-669.706,669.706
908,22.017,0.015,3.646,17.381,0.0,2019-07-08 19:00:00,19.0,,908,1.148,4.143,337.417,0.0,0.593,0.9204762042992829,337.417,0.04075255327237112,0.0,81.44265473264427,0,189,7,28,-0.9659258262890684,0.2588190451025203,-0.11165900712169444,-0.9937465804361781,243.172,948.062,1797.567,2064.481,585.751,0.0,187.372,152.188,226.276,393.59,224.556,200.905,1251.8951666666665,1001.5386729526601,267.3913333333333,92.56002209949577,-243.172,243.172,150.04499999999996,150.04499999999996,-93.12700000000001,93.12700000000001
909,21.383,0.014,0.002,0.016,0.0,2019-07-08 20:00:00,20.0,,909,1.15,4.737,530.836,0.0,0.593,0.874890436419665,530.836,0.0641133148860087,0.0,112.06161873303382,0,189,7,28,-0.8660254037844386,0.5000000000000001,-0.11165900712169444,-0.9937465804361781,0.0,243.172,948.062,2298.879,695.366,0.0,337.417,187.372,152.188,387.547,246.885,338.251,868.7486666666664,959.7559570419329,291.2728333333334,137.39034927155234,0.0,0.0,193.41900000000004,193.41900000000004,193.41900000000004,193.41900000000004
910,20.734,0.014,0.0,0.0,0.0,2019-07-08 21:00:00,21.0,,910,1.149,5.289,758.844,0.0,0.593,0.8211525938980104,758.844,0.09165166703343103,0.0,143.47586623636488,0,189,7,28,-0.7071067811865477,0.7071067811865474,-0.11165900712169444,-0.9937465804361781,0.0,0.0,243.172,2223.691,923.8,0.0,530.836,337.417,187.372,313.548,209.071,492.923,498.13349999999963,734.8985500031353,365.48883333333333,236.41449417360002,0.0,0.0,228.00800000000004,228.00800000000004,228.00800000000004,228.00800000000004
911,19.995,0.014,0.0,0.0,0.0,2019-07-08 22:00:00,22.0,,911,1.145,5.742,969.942,0.0,0.593,0.7714001681908588,969.942,0.11714766305820452,0.0,168.92055574354654,0,189,7,28,-0.5000000000000004,0.8660254037844384,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,1797.567,1675.916,0.0,758.844,530.836,337.417,226.276,67.499,624.298,198.53899999999962,379.8546485965536,489.4331666666667,326.57902455999704,0.0,0.0,211.09799999999996,211.09799999999996,211.09799999999996,211.09799999999996
912,19.329,0.014,0.0,0.0,0.0,2019-07-08 23:00:00,23.0,,912,1.136,6.041,1127.34,0.0,0.593,0.734303974472992,1127.34,0.13615788002997734,0.0,186.6147679829882,0,189,7,28,-0.25881904510252157,0.9659258262890681,-0.11165900712169444,-0.9937465804361781,0.0,0.0,0.0,948.062,2525.811,0.0,969.942,758.844,530.836,152.188,56.705,788.515,40.52866666666629,99.27455328873664,651.9585,365.5060103843608,0.0,0.0,157.3979999999999,157.3979999999999,157.3979999999999,157.3979999999999
