Time,Air Density,Wind Speed,hour,day,month,weekday,is_weekend,sin_hour,cos_hour,wind_speed_cubed,wind_power_density,wind_lag_1,wind_roll_mean_3,wind_roll_std_3,wind_ramp,turbulence_intensity,power_per_ws,Power Generation
-0.5533468378860925,1.3607147298342408,0.02204931775543654,-0.5067803990640681,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,1.225656521282983,-0.7064193206210734,-0.26200244322928384,-0.21923629010852252,-0.17321841428987347,-0.1770303675532534,-0.33582690238673646,0.6257328479045707,-0.3734140894762497,0.0762355905604966,1203.8
-0.5517641315299023,1.387174680032617,0.16364398187686383,-0.362287890183148,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,1.0009004483118633,-0.9992981117389499,-0.16527734608065273,-0.11206725267087245,-0.17321841428987347,-0.08941668395589195,-0.33582690238673646,0.6257328479045707,-0.5582197918153718,0.2630376692779742,1410.415
-0.5501814251737123,1.4136346302309932,0.24836213765738077,-0.21779538130222792,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,0.7079926313157505,-1.2240319123703491,-0.1021196502054303,-0.04152572040320608,-0.0017621893744203224,-0.02142121717275378,-0.2091806103151674,0.41563160464551685,-0.5187612856221091,0.38330080098488223,1547.633
-0.5485987188175221,1.4268646053301828,0.2555214184275652,-0.07330287242130783,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,0.3668942539698762,-1.3653054853924065,-0.09659557068472172,-0.034875346844704835,0.11210602092226028,0.07816447779359967,-0.637791286746463,0.025749794111087777,-0.7326855622669499,0.3889668526511614,1556.072
-0.5470160124613319,1.4533245555285592,0.19228110495760195,0.07118963645961227,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,0.0008506069986392471,-1.4134912702692874,-0.1443807542430883,-0.08644660252288759,0.11910899303010086,0.09126062765794112,-0.7630879824019978,-0.30052671619956267,-0.787705793555909,0.3044802138251936,1456.741
-0.5454333061051418,1.4797845057269354,0.01767420172921261,0.21568214534053234,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.36519303997259767,-1.3653054853924067,-0.26482032569876596,-0.21843970047349953,0.03668071687843298,-0.006922049742105712,-0.15997169747577197,-0.7761087139601544,-0.5006981069632537,0.07431387523057373,1200.324
-0.5438505997489517,1.5062444559253116,-0.23329836304781176,0.36017465422145245,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.7062914173184722,-1.2240319123703494,-0.41022966534736477,-0.37845512588981317,-0.17610291850208507,-0.20002933936958475,0.35182974999127675,-0.9908450999981417,-0.14236834018597136,-0.2542471405916761,872.979
-0.5422678933927616,1.5459343812228745,-0.5148967400084029,0.5046671631023726,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.9991992343145848,-0.9992981117389506,-0.5382594470145861,-0.5194841630629805,-0.44774504489634015,-0.4521654198428856,0.4700771267095945,-0.9326954021830106,0.20003948454786857,-0.6161861959885064,564.841
-0.5406851870365714,1.598854281619627,-0.4826799765425728,0.6491596719832926,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-1.2239553072857048,-0.7064193206210744,-0.5253504273186108,-0.5042981606196303,-0.7034485428659837,-0.6229519240617645,-0.2256067958346794,0.09510436679547526,-0.13795286549668354,-0.576565326587423,596.188
-0.5391024806803812,1.6385442069171927,-0.3896093265301739,0.7936521808642127,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-1.3652428812858222,-0.3653547446263164,-0.48559951082039154,-0.45933754494791074,-0.6774357253918182,-0.6742201591489216,-0.7116352473969548,0.2891355004068638,-0.5729241811607939,-0.4606805978439133,691.624
-0.5375197743241912,1.6782341322147556,-0.36574505729622525,0.9381446897451328,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-1.4134334416355843,0.000652629027139646,-0.4748038568973784,-0.44652613674908165,-0.5982396540464116,-0.6303726798779145,-0.7172444579015375,0.08594609971103885,-0.6034432968187975,-0.42606290850581996,719.946
-0.535937067968001,1.7179240575123216,-0.3156300919049338,1.0826371986260528,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-1.3652428812858222,0.36666000268059584,-0.45130964660327816,-0.41944490720860994,-0.5747370854911011,-0.5803782705319981,-0.8276050889504222,0.16093489885629747,-0.7253511652082977,-0.36655891869901314,773.037
-0.5343543616118108,1.7443840077106978,-0.33671019639492156,1.227129707506973,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-1.2239553072857048,0.7077245786753535,-0.4613292081563203,-0.4301211145946393,-0.5306803498378991,-0.5635525194683245,-0.896364952440733,-0.06608416141691571,-0.7894127891138043,-0.39050389340168645,751.143
-0.5327716552556208,1.770843957909074,-0.5610343271940368,1.371622216387893,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.9991992343145856,1.0006033697932295,-0.5560064093704867,-0.5358864711958224,-0.5488487431699367,-0.6196067886875739,-0.3680090661741943,-0.6945622928298089,-0.2774903165241105,-0.6720682955351257,521.661
-0.5311889488994306,1.7840739330082607,-0.7698466829910853,1.5161147252688132,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.7062914173184732,1.2253371704246283,-0.6259733942698994,-0.6143123313675065,-0.7392807902432278,-0.7398258598637999,-0.07192650284104048,-0.5262378851073293,0.24000065365685275,-0.9179457599108302,347.777
-0.5296062425432404,1.7973039081074502,-0.956385720836449,1.6606072341497333,-1.6764150960116349,-1.6053634819689977,-0.9981735144570326,-0.6316462475921049,-0.3651930399725987,1.3666107434466859,-0.6752946074344051,-0.6696375656277921,-0.883575706939492,-0.8886783060628977,-0.3210267109051349,-0.3727332186669382,0.34552536103955783,-1.1194062552747817,224.596
-0.5280235361870503,1.770843957909074,-1.1262197702180485,-1.6627204701114289,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.0008506069986390738,1.4147965283235673,-0.7105986824270086,-0.7094674372856378,-0.9857955324183316,-0.9985136903102472,-0.5160102011033549,-0.2767091667274103,0.4936249096889061,-1.2968640221831915,133.132
-0.5264408298308602,1.6914641073139454,-1.2586664644664622,-1.5182279612305087,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.3668942539698757,1.3666107434466865,-0.7324775106702314,-0.7343197451722298,-1.0616955017122696,-1.073735559781017,-0.6818505870714042,-0.15554453631873844,0.6034191002449231,-1.4110262031747336,81.689
-0.52485812347467,1.5723943314212507,-1.3656579381986644,-1.3737354523495886,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.7079926313157505,1.2253371704246288,-0.746907437050933,-0.7507733217667827,-1.1043846703511664,-1.1233610515520733,-0.8226324813325712,-0.09860887655347804,0.5662396323660965,-1.4943958402594082,49.052
-0.5232754171184799,1.4533245555285592,-1.463501442057853,-1.2292429434686685,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.0009004483118633,1.0006033697932297,-0.7578064907090707,-0.763118480288941,-1.1314679741411413,-1.152918558032583,-0.8958648977261211,-0.061791129110888944,0.6345711182940055,-1.5525983629235125,28.576
-0.5216927107622897,1.3739447049334303,-1.577254458739674,-1.0847504345877486,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.2256565212829829,0.7077245786753535,-0.7679921424986044,-0.7744652358659954,-1.1484596623601417,-1.1723182512564867,-0.936875865947233,-0.04675946098717749,0.916074169635143,-1.602756464539265,13.065
-0.5201100044060996,1.321024804536678,-1.6178237164373863,-0.9402579257068283,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.3669440952831002,0.36666000268059634,-0.7710344959733534,-0.7778702118008951,-1.1613312230148067,-1.1834409041169218,-0.9743559900965331,-0.009965933755059607,0.8887336125609462,-1.6146148189051726,9.707
-0.5185272980499095,1.321024804536678,-1.5903798068183455,-0.7957654168259083,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.4151346556328623,0.0006526290271399923,-0.7690087677298517,-0.7756522757148137,-1.1641178067733242,-1.1881825550618468,-1.0136417535657556,0.006546194733706203,-0.4506786548948981,-1.6072035444768757,11.803
-0.5169445916937193,1.3474847547350541,-1.5883911177155166,-0.6512729079449882,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.3669440952831002,-0.3653547446263164,-0.7688567448846155,-0.7754502729003449,-1.1623784739687224,-1.1884844738127667,-1.0156429316245923,0.000787839694169607,-0.5523854977656354,-1.6065092374504102,11.997
-0.5153618853375291,1.387174680032617,-1.5864024286126874,-0.5067803990640681,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.225656521282983,-0.7064193206210734,-0.7687040063022555,-0.7752290809258309,-1.1622174861041743,-1.187789891068375,-1.020755415074139,0.0007060964838291846,-0.8519828825617506,-1.6059307029908145,12.164
-0.5137791789813391,1.4268646053301828,-1.2344044574119482,-0.362287890183148,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,1.0009004483118633,-0.9992981117389499,-0.7288143217962343,-0.7312385107357232,-1.1620789037671666,-1.1659669323642412,-0.8131511385605005,0.2328204835349288,2.678761870155856,-1.3944552553445781,88.999
-0.5121964726251489,1.4665545306277459,-0.7897335740193759,-0.21779538130222792,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.7079926313157505,-1.2240319123703491,-0.6317969368763721,-0.6239865025226721,-1.098318581228247,-1.0744425811256337,-0.22801840284196798,0.7472547264176934,2.6287296670238898,-0.9348656614548718,335.753
-0.5106137662689588,1.493014480826122,-0.5176809047523638,-0.07330287242130783,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.3668942539698762,-1.3653054853924065,-0.5393549425591977,-0.5215246097907381,-0.8935536352040586,-0.9189515974472734,0.08930756891741598,0.6857565845049138,1.287648268071724,-0.6195583523618993,562.194
-0.5090310599127686,1.5194744310244983,-0.36097220344943576,0.07118963645961227,-1.5626364425569088,-1.6053634819689977,-0.498172678918574,-0.6316462475921049,0.0008506069986392471,-1.4134912702692874,-0.47261459342522144,-0.44721597170148225,-0.7056451143992761,-0.7399411996113424,-0.11011386410124865,0.4847015898568668,0.19452506816815668,-0.4250063963243235,722.226
