Time,Air Density,Wind Speed ,Power Generation ,timestamp
41,1.178,3.763,233.264,2019-09-02 16:00:00
42,1.18,3.913,271.248,2019-09-02 17:00:00
43,1.182,3.811,245.065,2019-09-02 18:00:00
44,1.184,3.616,200.352,2019-09-02 19:00:00
45,1.186,3.31,136.721,2019-09-02 20:00:00
46,1.187,2.854,67.151,2019-09-02 21:00:00
47,1.186,2.346,22.718,2019-09-02 22:00:00
48,1.18,2.192,14.602,2019-09-02 23:00:00
49,1.171,2.383,24.46,2019-09-03 00:00:00
50,1.164,2.648,45.009,2019-09-03 01:00:00
51,1.158,3.302,135.182,2019-09-03 02:00:00
52,1.154,4.188,347.969,2019-09-03 03:00:00
53,1.151,4.879,588.106,2019-09-03 04:00:00
54,1.149,5.251,737.912,2019-09-03 05:00:00
55,1.147,3.902,270.212,2019-09-03 06:00:00
56,1.147,1.124,0.092,2019-09-03 07:00:00
57,1.148,1.028,0.039,2019-09-03 08:00:00
58,1.15,1.318,0.338,2019-09-03 09:00:00
59,1.153,1.189,0.145,2019-09-03 10:00:00
60,1.156,1.009,0.03,2019-09-03 11:00:00
61,1.159,1.364,0.45,2019-09-03 12:00:00
62,1.162,1.806,3.945,2019-09-03 13:00:00
63,1.164,2.309,20.605,2019-09-03 14:00:00
64,1.167,2.645,44.734,2019-09-03 15:00:00
65,1.169,2.652,45.415,2019-09-03 16:00:00
66,1.171,2.344,22.6,2019-09-03 17:00:00
67,1.173,1.952,6.847,2019-09-03 18:00:00
68,1.174,1.582,1.429,2019-09-03 19:00:00
69,1.176,1.772,3.334,2019-09-03 20:00:00
70,1.176,3.568,188.441,2019-09-03 21:00:00
71,1.174,6.605,1456.723,2019-09-03 22:00:00
72,1.167,8.496,2721.68,2019-09-03 23:00:00
73,1.157,7.775,2228.064,2019-09-04 00:00:00
74,1.149,7.03,1723.124,2019-09-04 01:00:00
75,1.143,7.004,1709.028,2019-09-04 02:00:00
76,1.138,6.93,1658.476,2019-09-04 03:00:00
77,1.135,6.625,1468.994,2019-09-04 04:00:00
78,1.132,6.396,1328.015,2019-09-04 05:00:00
79,1.131,4.888,588.661,2019-09-04 06:00:00
80,1.131,4.13,333.649,2019-09-04 07:00:00
81,1.133,5.11,677.757,2019-09-04 08:00:00
82,1.136,5.768,982.792,2019-09-04 09:00:00
83,1.14,6.119,1169.853,2019-09-04 10:00:00
84,1.144,6.103,1164.551,2019-09-04 11:00:00
85,1.147,5.872,1036.351,2019-09-04 12:00:00
86,1.15,5.697,949.95,2019-09-04 13:00:00
87,1.152,5.673,935.274,2019-09-04 14:00:00
88,1.154,5.49,846.636,2019-09-04 15:00:00
89,1.156,5.276,751.215,2019-09-04 16:00:00
90,1.158,6.228,1235.488,2019-09-04 17:00:00
91,1.16,7.294,1897.481,2019-09-04 18:00:00
92,1.161,7.836,2269.488,2019-09-04 19:00:00
93,1.163,8.1,2455.441,2019-09-04 20:00:00
94,1.164,8.087,2441.744,2019-09-04 21:00:00
95,1.162,7.859,2283.308,2019-09-04 22:00:00
96,1.157,7.506,2044.47,2019-09-04 23:00:00
97,1.15,7.347,1937.792,2019-09-05 00:00:00
98,1.144,7.237,1863.698,2019-09-05 01:00:00
99,1.139,6.91,1645.667,2019-09-05 02:00:00
100,1.135,6.661,1489.001,2019-09-05 03:00:00
101,1.133,6.832,1600.24,2019-09-05 04:00:00
102,1.132,6.682,1502.084,2019-09-05 05:00:00
103,1.131,4.946,610.88,2019-09-05 06:00:00
104,1.132,5.141,690.758,2019-09-05 07:00:00
105,1.134,5.655,926.212,2019-09-05 08:00:00
106,1.137,5.634,915.92,2019-09-05 09:00:00
107,1.141,5.355,784.52,2019-09-05 10:00:00
108,1.144,5.45,831.945,2019-09-05 11:00:00
109,1.148,5.65,923.857,2019-09-05 12:00:00
110,1.15,5.507,854.69,2019-09-05 13:00:00
111,1.153,4.933,605.484,2019-09-05 14:00:00
112,1.155,4.494,445.056,2019-09-05 15:00:00
113,1.158,4.389,413.567,2019-09-05 16:00:00
114,1.16,4.814,561.644,2019-09-05 17:00:00
115,1.161,5.252,738.45,2019-09-05 18:00:00
116,1.163,6.003,1107.521,2019-09-05 19:00:00
117,1.164,6.828,1598.001,2019-09-05 20:00:00
118,1.165,6.923,1657.855,2019-09-05 21:00:00
119,1.164,6.269,1254.977,2019-09-05 22:00:00
120,1.159,5.544,876.984,2019-09-05 23:00:00
121,1.152,5.591,895.044,2019-09-06 00:00:00
122,1.146,5.994,1101.454,2019-09-06 01:00:00
123,1.141,5.881,1041.293,2019-09-06 02:00:00
124,1.138,5.355,784.555,2019-09-06 03:00:00
125,1.135,4.84,569.266,2019-09-06 04:00:00
126,1.134,4.431,423.988,2019-09-06 05:00:00
127,1.133,3.119,105.49,2019-09-06 06:00:00
128,1.133,2.299,20.05,2019-09-06 07:00:00
129,1.134,2.462,30.323,2019-09-06 08:00:00
130,1.137,2.924,76.033,2019-09-06 09:00:00
131,1.139,3.173,112.783,2019-09-06 10:00:00
132,1.142,3.094,100.174,2019-09-06 11:00:00
133,1.145,2.759,56.285,2019-09-06 12:00:00
134,1.148,2.471,30.946,2019-09-06 13:00:00
135,1.15,2.305,20.342,2019-09-06 14:00:00
136,1.152,2.266,17.918,2019-09-06 15:00:00
137,1.154,2.361,23.138,2019-09-06 16:00:00
138,1.156,2.535,35.894,2019-09-06 17:00:00
139,1.157,2.635,43.806,2019-09-06 18:00:00
140,1.158,2.703,51.276,2019-09-06 19:00:00
141,1.159,2.742,54.451,2019-09-06 20:00:00
142,1.159,2.724,53.415,2019-09-06 21:00:00
143,1.159,2.916,74.966,2019-09-06 22:00:00
144,1.154,3.15,109.053,2019-09-06 23:00:00
145,1.147,3.253,126.359,2019-09-07 00:00:00
146,1.142,3.248,125.876,2019-09-07 01:00:00
147,1.137,3.228,123.634,2019-09-07 02:00:00
148,1.134,3.565,187.704,2019-09-07 03:00:00
149,1.132,4.193,349.461,2019-09-07 04:00:00
150,1.13,5.312,769.355,2019-09-07 05:00:00
151,1.13,5.156,696.822,2019-09-07 06:00:00
152,1.13,3.428,159.316,2019-09-07 07:00:00
153,1.131,3.258,127.339,2019-09-07 08:00:00
154,1.133,4.077,315.798,2019-09-07 09:00:00
155,1.136,4.621,492.223,2019-09-07 10:00:00
156,1.138,5.062,661.681,2019-09-07 11:00:00
157,1.139,5.297,762.368,2019-09-07 12:00:00
158,1.139,5.317,771.642,2019-09-07 13:00:00
159,1.139,5.245,735.472,2019-09-07 14:00:00
160,1.139,5.52,860.693,2019-09-07 15:00:00
161,1.138,5.893,1047.497,2019-09-07 16:00:00
162,1.137,6.639,1474.617,2019-09-07 17:00:00
163,1.136,7.05,1735.724,2019-09-07 18:00:00
164,1.135,7.337,1928.246,2019-09-07 19:00:00
165,1.135,7.885,2300.754,2019-09-07 20:00:00
166,1.135,8.23,2538.289,2019-09-07 21:00:00
167,1.135,8.09,2441.77,2019-09-07 22:00:00
168,1.134,8.809,2928.029,2019-09-07 23:00:00
169,1.132,9.131,3133.756,2019-09-08 00:00:00
170,1.13,9.1,3114.334,2019-09-08 01:00:00
171,1.128,8.915,2999.23,2019-09-08 02:00:00
172,1.127,8.4,2660.735,2019-09-08 03:00:00
173,1.126,8.32,2605.843,2019-09-08 04:00:00
174,1.126,8.81,2928.024,2019-09-08 05:00:00
175,1.127,9.466,3340.835,2019-09-08 06:00:00
176,1.129,10.879,4046.292,2019-09-08 07:00:00
177,1.132,12.667,4581.69,2019-09-08 08:00:00
178,1.136,12.686,4583.823,2019-09-08 09:00:00
179,1.143,12.651,4578.754,2019-09-08 10:00:00
180,1.148,12.278,4492.073,2019-09-08 11:00:00
181,1.153,12.383,4517.113,2019-09-08 12:00:00
182,1.158,12.681,4582.911,2019-09-08 13:00:00
183,1.163,11.843,4376.948,2019-09-08 14:00:00
184,1.168,11.727,4343.162,2019-09-08 15:00:00
185,1.172,11.437,4251.553,2019-09-08 16:00:00
186,1.177,10.943,4071.531,2019-09-08 17:00:00
187,1.181,10.412,3843.167,2019-09-08 18:00:00
188,1.184,9.301,3238.994,2019-09-08 19:00:00
189,1.187,8.91,2993.572,2019-09-08 20:00:00
190,1.189,8.638,2814.361,2019-09-08 21:00:00
191,1.187,8.546,2756.169,2019-09-08 22:00:00
192,1.18,8.499,2721.68,2019-09-08 23:00:00
193,1.174,7.168,1818.055,2019-09-09 00:00:00
194,1.169,6.482,1385.067,2019-09-09 01:00:00
195,1.166,6.402,1331.79,2019-09-09 02:00:00
196,1.164,5.927,1065.344,2019-09-09 03:00:00
197,1.163,5.015,638.495,2019-09-09 04:00:00
198,1.162,4.191,349.069,2019-09-09 05:00:00
199,1.162,3.171,112.482,2019-09-09 06:00:00
200,1.164,4.49,443.684,2019-09-09 07:00:00
201,1.166,5.589,894.438,2019-09-09 08:00:00
202,1.17,6.686,1507.635,2019-09-09 09:00:00
203,1.174,8.668,2840.251,2019-09-09 10:00:00
204,1.179,10.332,3807.895,2019-09-09 11:00:00
205,1.182,11.222,4177.222,2019-09-09 12:00:00
206,1.186,11.868,4383.95,2019-09-09 13:00:00
207,1.189,11.722,4341.451,2019-09-09 14:00:00
208,1.193,11.059,4116.619,2019-09-09 15:00:00
209,1.196,10.332,3807.89,2019-09-09 16:00:00
210,1.199,10.19,3739.217,2019-09-09 17:00:00
211,1.202,9.581,3411.087,2019-09-09 18:00:00
212,1.204,8.711,2868.81,2019-09-09 19:00:00
213,1.207,8.852,2955.362,2019-09-09 20:00:00
214,1.208,8.7,2855.517,2019-09-09 21:00:00
215,1.207,7.9,2317.644,2019-09-09 22:00:00
216,1.2,7.269,1881.342,2019-09-09 23:00:00
217,1.194,6.889,1637.409,2019-09-10 00:00:00
218,1.189,6.513,1398.076,2019-09-10 01:00:00
219,1.186,6.002,1106.195,2019-09-10 02:00:00
220,1.183,5.3,763.764,2019-09-10 03:00:00
221,1.181,4.277,377.297,2019-09-10 04:00:00
222,1.18,3.476,170.672,2019-09-10 05:00:00
223,1.18,2.792,60.896,2019-09-10 06:00:00
224,1.181,3.728,225.319,2019-09-10 07:00:00
225,1.182,5.113,678.907,2019-09-10 08:00:00
226,1.185,5.815,1007.179,2019-09-10 09:00:00
227,1.188,6.224,1231.391,2019-09-10 10:00:00
228,1.192,6.676,1499.907,2019-09-10 11:00:00
229,1.195,7.09,1762.536,2019-09-10 12:00:00
230,1.197,7.354,1941.64,2019-09-10 13:00:00
231,1.2,7.272,1884.151,2019-09-10 14:00:00
232,1.202,6.953,1674.503,2019-09-10 15:00:00
233,1.205,6.16,1192.671,2019-09-10 16:00:00
234,1.207,6.319,1283.435,2019-09-10 17:00:00
235,1.21,7.052,1736.963,2019-09-10 18:00:00
236,1.212,7.074,1754.5,2019-09-10 19:00:00
237,1.215,6.287,1264.563,2019-09-10 20:00:00
238,1.216,5.479,841.656,2019-09-10 21:00:00
239,1.214,4.692,514.208,2019-09-10 22:00:00
240,1.207,4.242,364.461,2019-09-10 23:00:00
241,1.195,4.242,364.263,2019-09-11 00:00:00
242,1.187,4.439,426.856,2019-09-11 01:00:00
243,1.182,4.78,550.111,2019-09-11 02:00:00
244,1.179,5.037,651.294,2019-09-11 03:00:00
245,1.177,5.014,637.911,2019-09-11 04:00:00
246,1.175,4.204,352.929,2019-09-11 05:00:00
247,1.175,2.42,26.853,2019-09-11 06:00:00
248,1.175,3.205,119.678,2019-09-11 07:00:00
249,1.177,5.004,633.993,2019-09-11 08:00:00
250,1.179,5.796,1002.193,2019-09-11 09:00:00
251,1.181,6.284,1262.872,2019-09-11 10:00:00
252,1.183,6.755,1553.017,2019-09-11 11:00:00
253,1.186,7.015,1716.172,2019-09-11 12:00:00
254,1.188,7.182,1823.429,2019-09-11 13:00:00
255,1.19,7.335,1928.2,2019-09-11 14:00:00
256,1.192,6.374,1318.649,2019-09-11 15:00:00
257,1.195,4.865,580.476,2019-09-11 16:00:00
258,1.198,3.961,286.319,2019-09-11 17:00:00
259,1.2,3.182,114.231,2019-09-11 18:00:00
260,1.202,2.485,31.677,2019-09-11 19:00:00
261,1.204,2.002,7.923,2019-09-11 20:00:00
262,1.205,1.376,0.494,2019-09-11 21:00:00
263,1.203,0.777,0.0,2019-09-11 22:00:00
264,1.196,0.472,0.0,2019-09-11 23:00:00
265,1.184,0.942,0.016,2019-09-12 00:00:00
266,1.175,1.47,0.804,2019-09-12 01:00:00
267,1.169,1.879,5.24,2019-09-12 02:00:00
268,1.164,2.421,26.905,2019-09-12 03:00:00
269,1.16,3.352,144.438,2019-09-12 04:00:00
270,1.158,4.221,358.101,2019-09-12 05:00:00
271,1.157,4.035,305.392,2019-09-12 06:00:00
272,1.157,2.169,13.522,2019-09-12 07:00:00
273,1.159,2.74,54.276,2019-09-12 08:00:00
274,1.161,2.91,74.248,2019-09-12 09:00:00
275,1.165,2.984,84.831,2019-09-12 10:00:00
276,1.169,3.2,118.831,2019-09-12 11:00:00
277,1.172,3.738,227.226,2019-09-12 12:00:00
278,1.176,4.359,400.68,2019-09-12 13:00:00
279,1.179,4.968,619.637,2019-09-12 14:00:00
280,1.181,5.071,664.813,2019-09-12 15:00:00
281,1.182,4.815,561.664,2019-09-12 16:00:00
282,1.183,6.203,1218.363,2019-09-12 17:00:00
283,1.183,8.712,2868.804,2019-09-12 18:00:00
284,1.183,9.486,3354.42,2019-09-12 19:00:00
285,1.183,8.808,2928.036,2019-09-12 20:00:00
286,1.183,8.319,2604.902,2019-09-12 21:00:00
287,1.181,8.404,2660.741,2019-09-12 22:00:00
288,1.176,8.343,2617.548,2019-09-12 23:00:00
289,1.171,7.885,2300.508,2019-09-13 00:00:00
290,1.166,7.723,2189.15,2019-09-13 01:00:00
291,1.163,7.657,2150.136,2019-09-13 02:00:00
292,1.16,8.001,2380.559,2019-09-13 03:00:00
293,1.159,7.651,2146.41,2019-09-13 04:00:00
294,1.158,7.471,2016.928,2019-09-13 05:00:00
295,1.158,7.178,1821.407,2019-09-13 06:00:00
296,1.159,6.986,1697.432,2019-09-13 07:00:00
297,1.16,7.399,1974.392,2019-09-13 08:00:00
298,1.163,7.695,2169.8,2019-09-13 09:00:00
299,1.167,7.16,1808.807,2019-09-13 10:00:00
300,1.17,7.024,1718.888,2019-09-13 11:00:00
301,1.173,7.352,1941.591,2019-09-13 12:00:00
302,1.176,7.514,2050.047,2019-09-13 13:00:00
303,1.179,7.352,1941.582,2019-09-13 14:00:00
304,1.181,7.044,1732.003,2019-09-13 15:00:00
305,1.184,6.827,1596.682,2019-09-13 16:00:00
306,1.186,6.526,1405.943,2019-09-13 17:00:00
307,1.189,5.949,1081.628,2019-09-13 18:00:00
308,1.192,6.899,1638.775,2019-09-13 19:00:00
309,1.195,7.488,2033.728,2019-09-13 20:00:00
310,1.198,8.082,2441.695,2019-09-13 21:00:00
311,1.199,7.565,2081.19,2019-09-13 22:00:00
312,1.194,7.244,1867.868,2019-09-13 23:00:00
313,1.186,6.982,1692.603,2019-09-14 00:00:00
314,1.177,6.381,1319.544,2019-09-14 01:00:00
315,1.17,5.787,997.425,2019-09-14 02:00:00
316,1.166,4.918,599.553,2019-09-14 03:00:00
317,1.164,4.172,343.245,2019-09-14 04:00:00
318,1.162,3.338,141.773,2019-09-14 05:00:00
319,1.162,2.105,11.113,2019-09-14 06:00:00
320,1.163,1.571,1.393,2019-09-14 07:00:00
321,1.165,2.433,27.715,2019-09-14 08:00:00
322,1.168,3.565,187.849,2019-09-14 09:00:00
323,1.171,4.062,311.688,2019-09-14 10:00:00
324,1.175,4.554,465.656,2019-09-14 11:00:00
325,1.179,5.151,694.856,2019-09-14 12:00:00
326,1.183,5.64,918.688,2019-09-14 13:00:00
327,1.185,5.869,1034.987,2019-09-14 14:00:00
328,1.188,5.438,822.308,2019-09-14 15:00:00
329,1.191,4.895,590.497,2019-09-14 16:00:00
330,1.193,5.511,856.522,2019-09-14 17:00:00
331,1.195,6.747,1547.869,2019-09-14 18:00:00
332,1.196,7.661,2152.914,2019-09-14 19:00:00
333,1.198,8.168,2500.731,2019-09-14 20:00:00
334,1.198,8.302,2592.617,2019-09-14 21:00:00
335,1.195,8.536,2748.632,2019-09-14 22:00:00
336,1.188,8.903,2993.227,2019-09-14 23:00:00
337,1.177,8.875,2970.383,2019-09-15 00:00:00
338,1.168,8.277,2574.869,2019-09-15 01:00:00
339,1.162,8.108,2455.514,2019-09-15 02:00:00
340,1.159,8.062,2422.75,2019-09-15 03:00:00
341,1.157,7.952,2346.68,2019-09-15 04:00:00
342,1.157,7.659,2151.99,2019-09-15 05:00:00
343,1.159,5.908,1055.551,2019-09-15 06:00:00
344,1.161,5.238,732.421,2019-09-15 07:00:00
345,1.166,7.661,2153.449,2019-09-15 08:00:00
346,1.172,9.17,3164.843,2019-09-15 09:00:00
347,1.178,10.297,3787.068,2019-09-15 10:00:00
348,1.183,10.849,4037.364,2019-09-15 11:00:00
349,1.188,11.041,4109.598,2019-09-15 12:00:00
350,1.192,11.049,4112.8,2019-09-15 13:00:00
351,1.196,10.691,3967.191,2019-09-15 14:00:00
352,1.2,9.794,3526.097,2019-09-15 15:00:00
353,1.205,9.819,3539.551,2019-09-15 16:00:00
354,1.209,10.297,3787.065,2019-09-15 17:00:00
355,1.213,9.291,3233.12,2019-09-15 18:00:00
356,1.217,8.371,2634.489,2019-09-15 19:00:00
357,1.22,8.565,2768.424,2019-09-15 20:00:00
358,1.224,8.464,2697.284,2019-09-15 21:00:00
359,1.224,7.879,2297.097,2019-09-15 22:00:00
360,1.217,7.544,2066.462,2019-09-15 23:00:00
361,1.207,7.676,2159.483,2019-09-16 00:00:00
362,1.2,7.214,1844.142,2019-09-16 01:00:00
363,1.195,6.439,1359.201,2019-09-16 02:00:00
364,1.191,5.723,960.376,2019-09-16 03:00:00
365,1.189,5.162,699.767,2019-09-16 04:00:00
366,1.187,4.166,341.513,2019-09-16 05:00:00
367,1.186,2.279,18.946,2019-09-16 06:00:00
368,1.186,3.787,239.263,2019-09-16 07:00:00
369,1.188,5.962,1088.982,2019-09-16 08:00:00
370,1.19,6.645,1478.234,2019-09-16 09:00:00
371,1.194,6.967,1683.771,2019-09-16 10:00:00
372,1.197,7.185,1827.902,2019-09-16 11:00:00
373,1.2,7.444,2002.468,2019-09-16 12:00:00
374,1.204,7.669,2158.895,2019-09-16 13:00:00
375,1.207,7.563,2079.289,2019-09-16 14:00:00
376,1.21,6.809,1580.547,2019-09-16 15:00:00
377,1.213,5.909,1055.983,2019-09-16 16:00:00
378,1.215,5.769,983.206,2019-09-16 17:00:00
379,1.217,5.302,764.898,2019-09-16 18:00:00
380,1.218,4.848,572.6,2019-09-16 19:00:00
381,1.22,4.576,472.978,2019-09-16 20:00:00
382,1.221,4.967,619.19,2019-09-16 21:00:00
383,1.219,5.864,1032.666,2019-09-16 22:00:00
384,1.212,6.763,1556.019,2019-09-16 23:00:00
385,1.2,7.461,2009.812,2019-09-17 00:00:00
386,1.192,7.961,2352.794,2019-09-17 01:00:00
387,1.186,8.32,2606.334,2019-09-17 02:00:00
388,1.182,8.557,2762.077,2019-09-17 03:00:00
389,1.18,8.603,2791.18,2019-09-17 04:00:00
390,1.179,8.082,2441.693,2019-09-17 05:00:00
391,1.179,6.158,1191.572,2019-09-17 06:00:00
392,1.181,4.957,614.948,2019-09-17 07:00:00
393,1.184,7.194,1834.567,2019-09-17 08:00:00
394,1.188,9.165,3158.343,2019-09-17 09:00:00
395,1.193,9.887,3576.782,2019-09-17 10:00:00
396,1.197,10.089,3683.62,2019-09-17 11:00:00
397,1.202,9.945,3610.637,2019-09-17 12:00:00
398,1.206,9.406,3305.158,2019-09-17 13:00:00
399,1.21,8.554,2762.081,2019-09-17 14:00:00
400,1.213,7.957,2349.989,2019-09-17 15:00:00
401,1.217,8.482,2710.607,2019-09-17 16:00:00
402,1.221,8.561,2762.835,2019-09-17 17:00:00
403,1.224,7.442,2002.415,2019-09-17 18:00:00
404,1.227,7.05,1736.031,2019-09-17 19:00:00
405,1.23,8.761,2901.817,2019-09-17 20:00:00
406,1.232,9.424,3317.139,2019-09-17 21:00:00
407,1.231,8.041,2408.935,2019-09-17 22:00:00
408,1.227,7.667,2157.031,2019-09-17 23:00:00
409,1.221,9.363,3276.802,2019-09-18 00:00:00
410,1.216,11.094,4131.952,2019-09-18 01:00:00
411,1.212,11.455,4257.664,2019-09-18 02:00:00
412,1.209,11.066,4119.353,2019-09-18 03:00:00
413,1.207,10.184,3733.001,2019-09-18 04:00:00
414,1.205,9.245,3208.092,2019-09-18 05:00:00
415,1.204,9.065,3092.607,2019-09-18 06:00:00
416,1.205,9.881,3573.231,2019-09-18 07:00:00
417,1.206,10.863,4040.512,2019-09-18 08:00:00
418,1.209,11.821,4370.617,2019-09-18 09:00:00
419,1.212,12.753,4598.084,2019-09-18 10:00:00
420,1.215,13.507,4729.455,2019-09-18 11:00:00
421,1.217,14.053,4800.035,2019-09-18 12:00:00
422,1.219,14.429,4839.045,2019-09-18 13:00:00
423,1.221,14.335,4830.341,2019-09-18 14:00:00
424,1.223,13.572,4737.861,2019-09-18 15:00:00
425,1.226,12.493,4544.05,2019-09-18 16:00:00
426,1.229,11.495,4272.531,2019-09-18 17:00:00
427,1.232,10.936,4068.839,2019-09-18 18:00:00
428,1.234,10.475,3870.9,2019-09-18 19:00:00
429,1.236,10.166,3725.482,2019-09-18 20:00:00
430,1.238,9.744,3501.754,2019-09-18 21:00:00
431,1.236,9.283,3228.333,2019-09-18 22:00:00
432,1.229,8.941,3013.426,2019-09-18 23:00:00
433,1.219,8.074,2433.463,2019-09-19 00:00:00
434,1.211,7.946,2342.614,2019-09-19 01:00:00
435,1.206,7.636,2133.983,2019-09-19 02:00:00
436,1.201,7.337,1928.251,2019-09-19 03:00:00
437,1.197,7.394,1971.268,2019-09-19 04:00:00
438,1.194,7.154,1808.049,2019-09-19 05:00:00
439,1.192,5.484,843.657,2019-09-19 06:00:00
440,1.192,6.826,1595.295,2019-09-19 07:00:00
441,1.194,10.328,3805.569,2019-09-19 08:00:00
442,1.196,10.481,3874.404,2019-09-19 09:00:00
443,1.2,10.339,3807.593,2019-09-19 10:00:00
444,1.203,10.212,3749.402,2019-09-19 11:00:00
445,1.205,10.29,3783.351,2019-09-19 12:00:00
446,1.208,10.268,3772.721,2019-09-19 13:00:00
447,1.21,9.875,3570.416,2019-09-19 14:00:00
448,1.212,8.631,2809.543,2019-09-19 15:00:00
449,1.215,7.439,2000.818,2019-09-19 16:00:00
450,1.217,7.46,2009.361,2019-09-19 17:00:00
451,1.219,6.959,1681.955,2019-09-19 18:00:00
452,1.221,6.219,1226.437,2019-09-19 19:00:00
453,1.223,5.376,793.825,2019-09-19 20:00:00
454,1.224,4.477,439.318,2019-09-19 21:00:00
455,1.222,3.728,225.33,2019-09-19 22:00:00
456,1.217,3.079,98.002,2019-09-19 23:00:00
457,1.208,2.442,28.487,2019-09-20 00:00:00
458,1.2,2.055,9.695,2019-09-20 01:00:00
459,1.193,2.118,11.593,2019-09-20 02:00:00
460,1.19,2.573,39.059,2019-09-20 03:00:00
461,1.187,3.084,98.722,2019-09-20 04:00:00
462,1.186,3.537,181.64,2019-09-20 05:00:00
463,1.186,3.774,236.024,2019-09-20 06:00:00
464,1.188,2.286,19.341,2019-09-20 07:00:00
465,1.19,2.42,26.836,2019-09-20 08:00:00
466,1.193,3.228,123.629,2019-09-20 09:00:00
467,1.195,3.267,128.999,2019-09-20 10:00:00
468,1.199,3.337,141.726,2019-09-20 11:00:00
469,1.202,3.376,149.74,2019-09-20 12:00:00
470,1.205,3.237,125.093,2019-09-20 13:00:00
471,1.207,3.053,94.028,2019-09-20 14:00:00
472,1.211,3.01,87.729,2019-09-20 15:00:00
473,1.214,2.602,40.897,2019-09-20 16:00:00
474,1.217,1.826,4.203,2019-09-20 17:00:00
475,1.22,2.122,11.721,2019-09-20 18:00:00
476,1.223,3.731,225.499,2019-09-20 19:00:00
477,1.225,4.468,436.442,2019-09-20 20:00:00
478,1.228,4.492,444.356,2019-09-20 21:00:00
479,1.229,4.534,461.677,2019-09-20 22:00:00
480,1.225,5.166,701.274,2019-09-20 23:00:00
481,1.219,5.854,1027.404,2019-09-21 00:00:00
482,1.211,6.223,1229.744,2019-09-21 01:00:00
483,1.206,6.26,1254.683,2019-09-21 02:00:00
484,1.202,5.906,1054.636,2019-09-21 03:00:00
485,1.199,5.07,664.642,2019-09-21 04:00:00
486,1.196,4.093,320.508,2019-09-21 05:00:00
487,1.195,3.44,161.691,2019-09-21 06:00:00
488,1.195,4.007,296.363,2019-09-21 07:00:00
489,1.196,5.121,682.331,2019-09-21 08:00:00
490,1.198,6.11,1164.763,2019-09-21 09:00:00
491,1.201,6.569,1431.803,2019-09-21 10:00:00
492,1.204,6.71,1524.389,2019-09-21 11:00:00
493,1.207,6.962,1683.628,2019-09-21 12:00:00
494,1.209,7.1,1774.966,2019-09-21 13:00:00
495,1.211,7.086,1761.99,2019-09-21 14:00:00
496,1.213,6.786,1566.304,2019-09-21 15:00:00
497,1.216,6.386,1322.128,2019-09-21 16:00:00
498,1.219,6.978,1689.165,2019-09-21 17:00:00
499,1.221,6.463,1371.935,2019-09-21 18:00:00
500,1.223,5.254,739.222,2019-09-21 19:00:00
501,1.226,3.855,256.088,2019-09-21 20:00:00
502,1.227,3.18,113.923,2019-09-21 21:00:00
503,1.227,3.405,154.67,2019-09-21 22:00:00
504,1.22,4.023,301.767,2019-09-21 23:00:00
505,1.208,4.552,464.682,2019-09-22 00:00:00
